film_id,nat_title,person_id,person_name,role_class
IT2018_001,A casa tutti bene,,Massimo Ghini,SUP
IT2018_001,A casa tutti bene,,Stefania Sandrelli,LEA
IT2018_001,A casa tutti bene,,Gianfelice Imparato,MIN
IT2018_001,A casa tutti bene,,Ivano Marescotti,LEA
IT2018_001,A casa tutti bene,,Sandra Milo,MIN
IT2018_002,Benedetta follia,,Carlo Verdone,LEA
IT2018_002,Benedetta follia,,Aldo De Martino,MIN
IT2018_003,La Befana vien di notte,,Paola Cortellesi,LEA
IT2018_004,Amici come prima,,Massimo Boldi,LEA
IT2018_004,Amici come prima,,Christian De Sica,LEA
IT2018_004,Amici come prima,,Claudio Abbiati,MIN
IT2018_004,Amici come prima,,Luis Molteni,MIN
IT2018_005,Moschettieri del re: La Penultima Missione,,Rocco Papaleo,LEA
IT2018_005,Moschettieri del re: La Penultima Missione,,Sergio Rubini,LEA
IT2018_005,Moschettieri del re: La Penultima Missione,,Margherita Buy,SUP
IT2018_005,Moschettieri del re: La Penultima Missione,,Alessandro Haber,MIN
IT2018_005,Moschettieri del re: La Penultima Missione,,Luis Molteni,MIN
IT2018_006,Loro 1,,Toni Servillo,LEA
IT2018_006,Loro 1,,Elena Sofia Ricci,LEA
IT2018_006,Loro 1,,Fabrizio Bentivoglio,SUP
IT2018_006,Loro 1,,Ugo Pagliai,MIN
IT2018_006,Loro 1,,Roberto Herlitzka,MIN
IT2018_006,Loro 1,,Iaia Forte,MIN
IT2018_007,Se son rose,,Sergio Pierattini,MIN
IT2018_007,Se son rose,,Nunzia Schiano,MIN
IT2018_007,Se son rose,,Alessandro Paci,MIN
IT2018_008,The Leisure Seeker,,Helen Mirren,LEA
IT2018_008,The Leisure Seeker,,Donald Sutherland,LEA
IT2018_008,The Leisure Seeker,,Dana Ivey,MIN
IT2018_008,The Leisure Seeker,,Dick Gregory,MIN
IT2018_009,Il vegetale,,Ninni Bruschetta,SUP
IT2018_009,Il vegetale,,Luciano Miele,MIN
IT2018_009,Il vegetale,,Fulvia Patrizia Oliveri,MIN
IT2018_010,Metti la nonna in freezer,,Barbara Bouchet,MIN
IT2018_010,Metti la nonna in freezer,,Eros Pagni,MIN
IT2018_011,Ti presento Sofia,,Shel Shapiro,MIN
IT2018_011,Ti presento Sofia,,Roberto Bob Messini,SUP
IT2018_012,Dogman,,Nunzia Schiano,SUP
IT2018_012,Dogman,,Francesco Acquaroli,MIN
IT2018_013,Loro 2,,Toni Servillo,LEA
IT2018_013,Loro 2,,Elena Sofia Ricci,LEA
IT2018_013,Loro 2,,Fabrizio Bentivoglio,SUP
IT2018_013,Loro 2,,Ugo Pagliai,MIN
IT2018_013,Loro 2,,Roberto Herlitzka,MIN
IT2018_013,Loro 2,,Iaia Forte,MIN
IT2018_014,Puoi baciare lo sposo,,Diego Abatantuono,LEA
IT2018_014,Puoi baciare lo sposo,,Monica Guerritore,LEA
IT2018_015,Sono tornato,,Massimo Popolizio,LEA
IT2018_015,Sono tornato,,Ariella Reggio,MIN
IT2018_015,Sono tornato,,Daniela Airoldi,MIN
IT2018_015,Sono tornato,,Giancarlo Ratti,MIN
IT2018_016,Una festa esagerata,,Vincenzo Salemme,LEA
IT2018_016,Una festa esagerata,,Iaia Forte,SUP
IT2018_016,Una festa esagerata,,Francesco Paolantoni,MIN
IT2018_016,Una festa esagerata,,Nando Paone,MIN
IT2018_017,Il testimone invisibile,,Fabrizio Bentivoglio,SUP
IT2018_017,Il testimone invisibile,,Maria Paiato,SUP
IT2018_018,Arrivano i prof,,Claudio Bisio,LEA
IT2018_018,Arrivano i prof,,Maurizio Nichetti,LEA
IT2018_019,Io sono Tempesta,,Marco Giallini,LEA
IT2018_020,Euforia,,Marzia Ubaldi,MIN
IT2018_020,Euforia,,Iaia Forte,MIN
IT2018_021,Il vizio della speranza,,Marina Confalone,SUP
IT2018_021,Il vizio della speranza,,Cristina Donadio,MIN
IT2018_022,Io c'è,,Margherita Buy,LEA
IT2018_022,Io c'è,,Gisella Burinato,MIN
IT2018_022,Io c'è,,Claudia Della Seta,MIN
IT2018_022,Io c'è,,Franco Pinelli,MIN
IT2018_022,Io c'è,,Andrea Purgatori,MIN
IT2018_023,Il ragazzo invisibile: Seconda generazione,,Emilio De Marchi,MIN
IT2018_023,Il ragazzo invisibile: Seconda generazione,,Dario Cantarelli,MIN
IT2018_024,Notti magiche,,Roberto Herlitzka,SUP
IT2018_024,Notti magiche,,Paolo Sassanelli,SUP
IT2018_024,Notti magiche,,Andrea Roncato,MIN
IT2018_024,Notti magiche,,Ferruccio Soleri,MIN
IT2018_024,Notti magiche,,Paolo Bonacelli,MIN
IT2018_024,Notti magiche,,Ornella Muti,MIN
IT2018_024,Notti magiche,,Giancarlo Giannini,MIN
IT2018_025,Finalmente sposi,,Nunzia Schiano,MIN
IT2018_026,Sconnessi,,Fabrizio Bentivoglio,LEA
IT2018_026,Sconnessi,,Maurizio Mattioli,MIN
IT2018_026,Sconnessi,,Daniela Poggi,MIN
IT2018_027,La fuitina sbagliata,,Paride Benassai,MIN
IT2018_027,La fuitina sbagliata,,Salvatore La Mantia,MIN
IT2018_027,La fuitina sbagliata,,Maurizio Marchetti,MIN
IT2018_028,Una storia senza nome,,Renato Carpentieri,SUP
IT2018_028,Una storia senza nome,,Laura Morante,SUP
IT2018_028,Una storia senza nome,,Antonio Catania,MIN
IT2018_028,Una storia senza nome,,Jerzy Skolimowski,MIN
IT2018_028,Una storia senza nome,,Renato Scarpa,MIN
IT2018_028,Una storia senza nome,,Paolo Graziosi,MIN
IT2018_029,Uno di famiglia,,Nino Frassica,SUP
IT2018_029,Uno di famiglia,,Massimo Olcese,MIN
IT2018_029,Uno di famiglia,,Antonio Cantafora,MIN
IT2018_030,Cosa fai a Capodanno?,,Alessandro Haber,LEA
IT2018_068,Menocchio,,Alberto Fasulo,DIR
IT2018_031,Michelangelo - Infinito,,Ivano Marescotti,LEA
IT2018_070,In viaggio con Adele,,Alessandro Capitani,DIR
IT2018_032,Ricchi di fantasia,,Sergio Castellitto LEA,LEA
IT2018_032,Ricchi di fantasia,,Paola Tiziana Cruciani,SUP
IT2018_032,Ricchi di fantasia,,Antonio Catania,SUP
IT2018_032,Ricchi di fantasia,,Paolo Calabresi,SUP
IT2018_032,Ricchi di fantasia,,Valeria Fabrizi,SUP
IT2018_032,Ricchi di fantasia,,Antonella Attili,SUP
IT2018_032,Ricchi di fantasia,,Gianfranco Gallo,SUP
IT2018_076,Ci vuole un fisico,,Alessandro Tamburini,DIR
IT2018_033,"Santiago, Italia",,Nanni Moretti,DOC
IT2018_033,"Santiago, Italia",,Patricio Guzmán,DOC
IT2018_033,"Santiago, Italia",,Carmen Castillo,DOC
IT2018_034,Sulla mia pelle. Gli ultimi sette giorni di Stefano Cucchi,,Alessio Cremonini,DIR
IT2018_034,Sulla mia pelle. Gli ultimi sette giorni di Stefano Cucchi,,Max Tortora,SUP
IT2018_034,Sulla mia pelle. Gli ultimi sette giorni di Stefano Cucchi,,Milvia Marigliano,SUP
IT2018_086,Respiri,,Alfredo Fiorillo,DIR
IT2018_035,Lazzaro felice,,Natalino Balasso,MIN
IT2018_035,Lazzaro felice,,Nicoletta Braschi,MIN
IT2018_035,Lazzaro felice,,Alice Rohrwacher,DIR
IT2018_036,Fabrizio De André: Principe libero,,Ennio Fantastichini,MIN
IT2018_036,Fabrizio De André: Principe libero,,Lorenzo Gioielli,MIN
IT2018_036,Fabrizio De André: Principe libero,,Orsetta De Rossi,MIN
IT2018_054,Si muore tutti democristiani,,Andrea Fadenti,DIR
IT2018_037,Tu mi nascondi qualcosa,,Rocco Papaleo,LEA
IT2018_037,Tu mi nascondi qualcosa,,Ninni Bruschetta,MIN
IT2018_037,Tu mi nascondi qualcosa,,Eva Robins,MIN
IT2018_054,Si muore tutti democristiani,,Andrea Mazzarella,DIR
IT2018_038,Hotel Gagarin,,Claudio Amendola,LEA
IT2018_038,Hotel Gagarin,,Philippe Leroy,MIN
IT2018_038,Hotel Gagarin,,Paolo De Vita,MIN
IT2018_071,Hannah,,Andrea Pallaoro,DIR
IT2018_039,Il tuttofare,,Sergio Castellitto,LEA
IT2018_039,Il tuttofare,,Elena Sofia Ricci,SUP
IT2018_039,Il tuttofare,,Alberto Di Stasio,MIN
IT2018_039,Il tuttofare,,Roberta Fiorentini,MIN
IT2018_039,Il tuttofare,,Tonino Taiuti,MIN
IT2018_096,Blue Kids,,Andrea Tagliaferri,DIR
IT2018_040,Tonno spiaggiato,,Lucia Guzzardi,SUP
IT2018_040,Tonno spiaggiato,,Marcello Cesena,MIN
IT2018_045,Achille Tarallo,,Antonio Capuano,DIR
IT2018_041,Nome di donna,,Bebo Storti,SUP
IT2018_041,Nome di donna,,Adriana Asti,MIN
IT2018_041,Nome di donna,,Renato Sarti,MIN
IT2018_060,San Valentino Stories,,Antonio Guerriero,DIR
IT2018_042,La prima pietra,,Serra Yilmaz,LEA
IT2018_042,La prima pietra,,Iaia Forte,LEA
IT2018_043,Nobili bugie,,Antonio Pisu,DIR
IT2018_043,Nobili bugie,,Claudia Cardinale,LEA
IT2018_043,Nobili bugie,,Raffaele Pisu,LEA
IT2018_043,Nobili bugie,,Ivano Marescotti,LEA
IT2018_043,Nobili bugie,,Nini Salerno,SUP
IT2018_043,Nobili bugie,,Giancarlo Giannini,MIN
IT2018_043,Nobili bugie,,Eraldo Turra,MIN
IT2018_043,Nobili bugie,,Luciano Manzalini,MIN
IT2018_043,Nobili bugie,,Gianni Morandi,MIN
IT2018_073,Youtopia,,Berardo Carboni,DIR
IT2018_044,Un nemico che ti vuole bene,,Diego Abatantuono,LEA
IT2018_044,Un nemico che ti vuole bene,,Massimo Ghini,MIN
IT2018_044,Un nemico che ti vuole bene,,Antonio Catania,MIN
IT2018_044,Un nemico che ti vuole bene,,Sandra Milo,SUP
IT2018_044,Un nemico che ti vuole bene,,Ugo Conti,MIN
IT2018_044,Un nemico che ti vuole bene,,Roberto Ciufoli,SUP
IT2018_066,Ovunque proteggimi,,Bonifacio Angius,DIR
IT2018_045,Achille Tarallo,,Biagio Izzo,LEA
IT2018_045,Achille Tarallo,,Tony Tammaro,SUP
IT2018_045,Achille Tarallo,,Graziella Marina,MIN
IT2018_045,Achille Tarallo,,Monica Assante,MIN
IT2018_045,Achille Tarallo,,Anna De Nitto,MIN
IT2018_078,Nato a Casal di Principe,,Bruno Oliviero,DIR
IT2018_046,Bob & Marys,,Rocco Papaleo,LEA
IT2018_046,Bob & Marys,,Laura Morante,LEA
IT2018_046,Bob & Marys,,Enzo Salomone,MIN
IT2018_046,Bob & Marys,,Graziella Marina,MIN
IT2018_059,Malati di sesso,,Claudio Cicconetti,DIR
IT2018_047,La profezia dell'armadillo,,Laura Morante,MIN
IT2018_102,Din Don - Una parrocchia in due,,Claudio Norza,DIR
IT2018_048,Non è vero ma ci credo,,Maurizio Mattioli,MIN
IT2018_049,Hitler contro Picasso e gli altri,,Claudio Poli,DIR
IT2018_049,Hitler contro Picasso e gli altri,,Toni Servillo,NAR
IT2018_064,La Banda Grossi,,Claudio Ripalti,DIR
IT2018_097,Seguimi,,Claudio Sestieri,DIR
IT2018_050,Vengo anch'io,,Alessandro Haber,MIN
IT2018_050,Vengo anch'io,,Aldo Baglio,MIN
IT2018_050,Vengo anch'io,,Francesco Paolantoni,MIN
IT2018_050,Vengo anch'io,,Corrado Nuzzo,DIR
IT2018_051,La terra buona,,Mattia Sbragia,MIN
IT2018_051,La terra buona,,Orfeo Orlando,SUP
IT2018_051,La terra buona,,Giulio Brogi,SUP
IT2018_069,Un amore così grande,,Cristian De Mattheis,DIR
IT2018_052,Tito e gli alieni,,John Keogh,SUP
IT2018_052,Tito e gli alieni,,Gianfelice Imparato,SUP
IT2018_052,Tito e gli alieni,,Angelo Barbagallo,MIN
IT2018_052,Tito e gli alieni,,Sue Flack,MIN
IT2018_053,La terra dell'abbastanza,,Damiano D'Innocenzo,DIR
IT2018_072,Manuel,,Dario Albertini,DIR
IT2018_053,La terra dell'abbastanza,,Max Tortora,SUP
IT2018_053,La terra dell'abbastanza,,Luca Zingaretti,MIN
IT2018_053,La terra dell'abbastanza,,Walter Toschi,SUP
IT2018_054,Si muore tutti democristiani,,Davide Bonacina,DIR
IT2018_054,Si muore tutti democristiani,,Davide Rossi,DIR
IT2018_044,Un nemico che ti vuole bene,,Denis Rabaglia,DIR
IT2018_112,Wine to love,,Domenico Fortunato,DIR
IT2018_082,Quando sarò bambino,,Edoardo Palma,DIR
IT2018_054,Si muore tutti democristiani,,Augusto Zucchi,SUP
IT2018_054,Si muore tutti democristiani,,Fulvio Falzarano,MIN
IT2018_054,Si muore tutti democristiani,,Paolo Rossi,MIN
IT2018_054,Si muore tutti democristiani,,Lucia Vasini,MIN
IT2018_054,Si muore tutti democristiani,,Cochi Ponzoni,MIN
IT2018_051,La terra buona,,Emanuele Caruso,DIR
IT2018_055,Il bene mio,,Sergio Rubini,LEA
IT2018_031,Michelangelo - Infinito,,Emanuele Imbucci,DIR
IT2018_056,Rosso Istria,,Franco Nero,SUP
IT2018_056,Rosso Istria,,Geraldine Chaplin,SUP
IT2018_056,Rosso Istria,,Alvaro Gradella,SUP
IT2018_060,San Valentino Stories,,Emanuele Palamara,DIR
IT2018_057,Figlia mia,,Udo Kier,SUP
IT2018_057,Figlia mia,,Giuseppe Boy,MIN
IT2018_047,La profezia dell'armadillo,,Emanuele Scaringi,DIR
IT2018_058,Una vita spericolata,,Gigio Alberti,MIN
IT2018_053,La terra dell'abbastanza,,Fabio D'Innocenzo,DIR
IT2018_059,Malati di sesso,,Augusto Zucchi,SUP
IT2018_059,Malati di sesso,,Stefano Ambrogi,MIN
IT2018_084,Un figlio a tutti i costi,,Fabio Gravina,DIR
IT2018_089,Ulysses - A Dark Odyssey,,Federico Alotto,DIR
IT2018_032,Ricchi di fantasia,,Francesco Miccichè,DIR
IT2018_060,San Valentino Stories,,Antonella Morea,SUP
IT2018_060,San Valentino Stories,,Alan De Luca,SUP
IT2018_060,San Valentino Stories,,Mario Porfito,SUP
IT2018_060,San Valentino Stories,,Gianni Ferreri,SUP
IT2018_060,San Valentino Stories,,Rosaria De Cicco,SUP
IT2018_060,San Valentino Stories,,Hal Yamanouchi,MIN
IT2018_046,Bob & Marys,,Francesco Prisco,DIR
IT2018_061,Il mio uomo perfetto,,Eva Grimaldi,SUP
IT2018_061,Il mio uomo perfetto,,Andrea Roncato,MIN
IT2018_061,Il mio uomo perfetto,,Maria Del Monte,MIN
IT2018_104,Friedkin Uncut - Un Diavolo Di Regista,,Francesco Zippel,DIR
IT2018_062,Favola,,Piera Degli Esposti,SUP
IT2018_111,Vinilici - Perché il vinile ama la musica,,Fulvio Iannucci,DIR
IT2018_063,Beate,,Lucia Sardo,SUP
IT2018_063,Beate,,Felicitè Mbezelè,SUP
IT2018_063,Beate,,Betty Pedrazzi,MIN
IT2018_063,Beate,,Chiara Sani,MIN
IT2018_093,Guarda in alto,,Fulvio Risuleo,DIR
IT2018_064,La Banda Grossi,,Orfeo Orlando,MIN
IT2018_064,La Banda Grossi,,Pietro De Silva,MIN
IT2018_060,San Valentino Stories,,Gennaro Scarpato,DIR
IT2018_065,1938 - Diversi,,Roberto Herlitzka,NAR
IT2018_077,Il ragazzo più felice del mondo,,Gian Alfonso Pacinotti Gipi,DIR
IT2018_066,Ovunque proteggimi,,Alessandro Gazale,LEA
IT2018_065,1938 - Diversi,,Giorgio Treves,DIR
IT2018_067,Il mio nome è Thomas,,Terence Hill,LEA
IT2018_067,Il mio nome è Thomas,,Guia Jelo,SUP
IT2018_067,Il mio nome è Thomas,,Andy Luotto,SUP
IT2018_101,Pane dal Cielo,,Giovanni Bedeschi,DIR
IT2018_068,Menocchio,,Marcello Martini,LEA
IT2018_090,Era giovane e aveva gli occhi chiari,,Giovanni Mazzitelli,DIR
IT2018_069,Un amore così grande,,Franco Castellano,MIN
IT2018_069,Un amore così grande,,Eleonora Brown,MIN
IT2018_069,Un amore così grande,,Fioretta Mari,SUP
IT2018_069,Un amore così grande,,Riccardo Polizzy Carbonelli,SUP
IT2018_069,Un amore così grande,,Daniela Giordano,MIN
IT2018_037,Tu mi nascondi qualcosa,,Giuseppe Lo Console,DIR
IT2018_070,In viaggio con Adele,,Alessandro Haber,LEA
IT2018_070,In viaggio con Adele,,Patrice Leconte,MIN
IT2018_070,In viaggio con Adele,,Giustina Buonomo,MIN
IT2018_110,Oltre la nebbia - Il mistero di Rainer Merz,,Giuseppe Varlotta,DIR
IT2018_071,Hannah,,Charlotte Rampling,LEA
IT2018_071,Hannah,,André Wilms,SUP
IT2018_057,Figlia mia,,Laura Bispuri,DIR
IT2018_072,Manuel,,Renato Scarpa,MIN
IT2018_072,Manuel,,Luciano Miele,MIN
IT2018_085,Saremo giovani e bellissimi,,Letizia Lamartire,DIR
IT2018_073,Youtopia,,Alessandro Haber,SUP
IT2018_073,Youtopia,,Lina Bernardi,MIN
IT2018_073,Youtopia,,Pamela Villoresi,MIN
IT2018_073,Youtopia,,Paolo Sassanelli,MIN
IT2018_100,Stato di ebbrezza,,Luca Biglione,DIR
IT2018_074,Lovers: Piccolo Film Sull'amore,,Ivano Marescotti,MIN
IT2018_036,Fabrizio De André: Principe libero,,Luca Facchini,DIR
IT2018_075,Rabbia furiosa - Er Canaro,,Romuald Andrzej Klos,MIN
IT2018_075,Rabbia furiosa - Er Canaro,,Luis Molteni,MIN
IT2018_075,Rabbia furiosa - Er Canaro,,Gianni Franco,MIN
IT2018_075,Rabbia furiosa - Er Canaro,,Giovanni Lombardo Radice,MIN
IT2018_075,Rabbia furiosa - Er Canaro,,Ottaviano Dell'Acqua,MIN
IT2018_107,Storie del dormiveglia,,Luca Magi,DIR
IT2018_076,Ci vuole un fisico,,Claudio Bigagli,MIN
IT2018_076,Ci vuole un fisico,,Giampaolo Fabrizio,MIN
IT2018_076,Ci vuole un fisico,,Davide Dal Fiume,MIN
IT2018_108,Buon lavoro,,Marco Demurtas,DIR
IT2018_077,Il ragazzo più felice del mondo,,Gian Alfonso Pacinotti Gipi,LEA
IT2018_058,Una vita spericolata,,Marco Ponti,DIR
IT2018_078,Nato a Casal di Principe,,Lucia Sardo,MIN
IT2018_078,Nato a Casal di Principe,,Antonio Pennarella,MIN
IT2018_087,Edhel,,Marco Renda,DIR
IT2018_079,Due piccoli italiani,,Paolo Sassanelli,LEA
IT2018_079,Due piccoli italiani,,Kenneth Herdigein,MIN
IT2018_079,Due piccoli italiani,,Dagmar Lassander,MIN
IT2018_079,Due piccoli italiani,,Totò Onnis,MIN
IT2018_079,Due piccoli italiani,,Tiziana Schiavarelli,MIN
IT2018_041,Nome di donna,,Marco Tullio Giordana,DIR
IT2018_080,Resina,,Thierry Toscan,LEA
IT2018_080,Resina,,Vasco Mirandola,MIN
IT2018_050,Vengo anch'io,,Maria Di Biase,DIR
IT2018_081,Ride,,Renato Carpentieri,SUP
IT2018_081,Ride,,Milena Vukotic,MIN
IT2018_081,Ride,,Walter Toschi,MIN
IT2018_106,La settima onda,,Massimo Bonetti,DIR
IT2018_082,Quando sarò bambino,,Lello Arena,MIN
IT2018_082,Quando sarò bambino,,Gisella Burinato,MIN
IT2018_082,Quando sarò bambino,,Sergio Rubini,MIN
IT2018_082,Quando sarò bambino,,Antonio Petrocelli,MIN
IT2018_040,Tonno spiaggiato,,Matteo Martinez,DIR
IT2018_083,Arrivederci Saigon,,Rossella Canaccini,DOC
IT2018_083,Arrivederci Saigon,,Franca Deni,DOC
IT2018_083,Arrivederci Saigon,,Daniela Santerini,DOC
IT2018_083,Arrivederci Saigon,,Viviana Tacchella,DOC
IT2018_074,Lovers: Piccolo Film Sull'amore,,Matteo Vicino,DIR
IT2018_084,Un figlio a tutti i costi,,Ivano Marescotti,SUP
IT2018_084,Un figlio a tutti i costi,,Gianni Ciardo,MIN
IT2018_084,Un figlio a tutti i costi,,Paola Riolo,MIN
IT2018_084,Un figlio a tutti i costi,,Maurizio Mattioli,MIN
IT2018_084,Un figlio a tutti i costi,,Stefano Masciarelli,MIN
IT2018_084,Un figlio a tutti i costi,,Gino Cogliandro,MIN
IT2018_084,Un figlio a tutti i costi,,Angelo Di Gennaro,MIN
IT2018_094,Gualtiero Marchesi: The Great Italian,,Maurizio Gigola,DIR
IT2018_085,Saremo giovani e bellissimi,,Elisabetta De Vito,MIN
IT2018_085,Saremo giovani e bellissimi,,Ciro Scalera,MIN
IT2018_056,Rosso Istria,,Maximiliano Hernando Bruno,DIR
IT2018_086,Respiri,,Lino Capolicchio,MIN
IT2018_086,Respiri,,Milena Vukotic,SUP
IT2018_086,Respiri,,Eva Grimaldi,SUP
IT2018_086,Respiri,,Pino Calabrese,SUP
IT2018_088,Isabelle,,Mirko Locatelli,DIR
IT2018_087,Edhel,,Fioretta Mari,MIN
IT2018_087,Edhel,,Mariano Rigillo,MIN
IT2018_087,Edhel,,Cristiana Lionello,NAR
IT2018_033,"Santiago, Italia",,Nanni Moretti,DIR
IT2018_088,Isabelle,,Ariane Ascaride,LEA
IT2018_092,Rudy Valentino,,Nico Cirasola,DIR
IT2018_089,Ulysses - A Dark Odyssey,,Udo Kier,SUP
IT2018_089,Ulysses - A Dark Odyssey,,Danny Glover,SUP
IT2018_061,Il mio uomo perfetto,,Nilo Sciarrone,DIR
IT2018_090,Era giovane e aveva gli occhi chiari,,Giacomo Rizzo,MIN
IT2018_090,Era giovane e aveva gli occhi chiari,,Tina Femiano,MIN
IT2018_052,Tito e gli alieni,,Paola Randi,DIR
IT2018_091,Quando Corre Nuvolari,,Alessandro Haber,SUP
IT2018_079,Due piccoli italiani,,Paolo Sassanelli,DIR
IT2018_092,Rudy Valentino,,Claudia Cardinale,SUP
IT2018_092,Rudy Valentino,,Alessandro Haber,MIN
IT2018_099,Te lo dico pianissimo,,Pasquale Marrazzo,DIR
IT2018_093,Guarda in alto,,Lou Castel,SUP
IT2018_109,Uno sguardo alla Terra,,Peter Marcias,DIR
IT2018_094,Gualtiero Marchesi: The Great Italian,,Gualtiero Marchesi,DOC
IT2018_054,Si muore tutti democristiani,,Pietro Belfiore,DIR
IT2018_095,Essere Gigione - L'incredibile storia di Luigi Ciaravola,,Luigi Ciaravola Gigione,DOC
IT2018_113,Bogside Story,,Pietro Laino,DIR
IT2018_096,Blue Kids,,Lorenzo Gioielli,MIN
IT2018_096,Blue Kids,,Silvana Bosi,MIN
IT2018_055,Il bene mio,,Pippo Mezzapesa,DIR
IT2018_097,Seguimi,,José María Blanco,MIN
IT2018_080,Resina,,Renzo Carbonera,DIR
IT2018_098,Prigioniero della mia libertà,,Giancarlo Giannini,MIN
IT2018_098,Prigioniero della mia libertà,,Lina Sastri,MIN
IT2018_098,Prigioniero della mia libertà,,Monica Scattini,MIN
IT2018_113,Bogside Story,,Rocco Forte,DIR
IT2018_099,Te lo dico pianissimo,,Lucia Vasini,LEA
IT2018_099,Te lo dico pianissimo,,Tatiana Winteler,SUP
IT2018_099,Te lo dico pianissimo,,Renato Cortesi,MIN
IT2018_099,Te lo dico pianissimo,,Luca Toracca,MIN
IT2018_042,La prima pietra,,Rolando Ravello,DIR
IT2018_100,Stato di ebbrezza,,Andrea Roncato,SUP
IT2018_098,Prigioniero della mia libertà,,Rosario Errico,DIR
IT2018_101,Pane dal Cielo,,Sergio Leone,LEA
IT2018_101,Pane dal Cielo,,Paola Pitagora,MIN
IT2018_063,Beate,,Samad Zarmandili,DIR
IT2018_102,Din Don - Una parrocchia in due,,Enzo Salvi,LEA
IT2018_102,Din Don - Una parrocchia in due,,Maurizio Battista,LEA
IT2018_102,Din Don - Una parrocchia in due,,Maurizio Mattioli,SUP
IT2018_102,Din Don - Una parrocchia in due,,Adolfo Margiotta,MIN
IT2018_102,Din Don - Una parrocchia in due,,Salvatore Misticone,MIN
IT2018_062,Favola,,Sebastiano Mauri,DIR
IT2018_103,Caina,,Isa Danieli,SUP
IT2018_075,Rabbia furiosa - Er Canaro,,Sergio Stivaletti,DIR
IT2018_104,Friedkin Uncut - Un Diavolo Di Regista,,William Friedkin,DOC
IT2018_104,Friedkin Uncut - Un Diavolo Di Regista,,Francis Ford Coppola,DOC
IT2018_104,Friedkin Uncut - Un Diavolo Di Regista,,Willem Dafoe,DOC
IT2018_104,Friedkin Uncut - Un Diavolo Di Regista,,Dario Argento,DOC
IT2018_038,Hotel Gagarin,,Simone Spada,DIR
IT2018_105,Cattivi & Cattivi,,Massimo Bonetti,LEA
IT2018_105,Cattivi & Cattivi,,Enzo Salvi,SUP
IT2018_103,Caina,,Stefano Amatucci,DIR
IT2018_106,La settima onda,,Alessandro Haber,SUP
IT2018_106,La settima onda,,Tony Sperandeo,SUP
IT2018_106,La settima onda,,Imma Piro,SUP
IT2018_106,La settima onda,,Antonino Iuorio,SUP
IT2018_048,Non è vero ma ci credo,,Stefano Anselmi,DIR
IT2018_107,Storie del dormiveglia,,David Stavros Onassis,NAR
IT2018_105,Cattivi & Cattivi,,Stefano Calvagna,DIR
IT2018_108,Buon lavoro,,Giancarlo Giannini,LEA
IT2018_108,Buon lavoro,,Lina Sastri,SUP
IT2018_108,Buon lavoro,,Giuliana De Sio,SUP
IT2018_108,Buon lavoro,,Abel Ferrara,MIN
IT2018_108,Buon lavoro,,Franco Nero,MIN
IT2018_108,Buon lavoro,,Giuseppe Giacobazzi,MIN
IT2018_108,Buon lavoro,,Alvaro Vitali,MIN
IT2018_067,Il mio nome è Thomas,,Terence Hill,DIR
IT2018_109,Uno sguardo alla Terra,,José Luis Guerín,DOC
IT2018_109,Uno sguardo alla Terra,,Claire Simon,DOC
IT2018_109,Uno sguardo alla Terra,,Brillante Mendoza,DOC
IT2018_091,Quando Corre Nuvolari,,Tonino Zangardi,DIR
IT2018_110,Oltre la nebbia - Il mistero di Rainer Merz,,Pippo Delbono,LEA
IT2018_110,Oltre la nebbia - Il mistero di Rainer Merz,,Corinne Cléry,SUP
IT2018_110,Oltre la nebbia - Il mistero di Rainer Merz,,Cosimo Cinieri,SUP
IT2018_110,Oltre la nebbia - Il mistero di Rainer Merz,,Vincent Nemeth,MIN
IT2018_039,Il tuttofare,,Valerio Attanasio,DIR
IT2018_111,Vinilici - Perché il vinile ama la musica,,Carlo Verdone,DOC
IT2018_111,Vinilici - Perché il vinile ama la musica,,Giulio Rapetti Mogol,DOC
IT2018_111,Vinilici - Perché il vinile ama la musica,,Red Ronnie,DOC
IT2018_111,Vinilici - Perché il vinile ama la musica,,Claudio Coccoluto,DOC
IT2018_111,Vinilici - Perché il vinile ama la musica,,Renzo Arbore,DOC
IT2018_081,Ride,,Valerio Mastandrea,DIR
IT2018_112,Wine to love,,Ornella Muti,LEA
IT2018_095,Essere Gigione - L'incredibile storia di Luigi Ciaravola,,Valerio Vestoso,DIR
IT2018_083,Arrivederci Saigon,,Wilma Labate,DIR
IT2018_113,Bogside Story,,Fulvio Grimaldi,DOC
IT2022_001,Il grande giorno,,Massimo Venier,DIR
IT2022_001,Il grande giorno,,Giovanni Storti,LEA
IT2022_001,Il grande giorno,,Aldo Baglio,LEA
IT2022_001,Il grande giorno,,Giacomo Poretti,LEA
IT2022_002,La stranezza,,Roberto Andò,DIR
IT2022_002,La stranezza,,Toni Servillo,LEA
IT2022_002,La stranezza,,Aurora Quattrocchi,MIN
IT2022_002,La stranezza,,Renato Carpentieri,MIN
IT2022_003,L'immensità,,Emanuele Crialese,DIR
IT2022_003,L'immensità,,Alvia Reale,MIN
IT2022_003,L'immensità,,Aurora Quattrocchi,MIN
IT2022_004,Il colibrì,,Francesca Archibugi,DIR
IT2022_004,Il colibrì,,Pierfrancesco Favino,LEA
IT2022_004,Il colibrì,,Nanni Moretti,SUP
IT2022_005,Nostalgia,,Mario Martone,DIR
