person_id,person_name,person_nat
,Jill Stanford,GB
,Jim Archer,GB
,Jim Broadbent,GB
,Jim Carter,GB
,Jimena Coronado,PE
,Jim Estes,US
,Jim Harrison,US
,Jim Hosking,GB
,Jim Main,GB
,Jimmy Hibbert,GB
,Jimmy Page,GB
,Jimmy Yuill,GB
,Jim Rosenthal,GB
,Jim Stark,US
,Joachim Król,DE
,Joachim Lang,DE
,Joachim Masannek,DE
,Joachim Regelien,DE
,Joachim Schroeder,DE
,Joachim Steinhoefel,DE
,Joachim Tennstedt,DE
,Joan Baez,US
,Joan Botey,ES
,Joan Chemla,FR
,Joan Collins,GB
,Joan Crosas,ES
,Joan Cusack,US
,Joan Frank Charansonnet,ES
,Joan Frank Charansonnet,FR
,Joan Hodges,GB
,Joan Manuel Gurillo,ES
,Joan Manuel Serrat,ES
,Joan Marc Zapata,ES
,Joanna Bacon,GB
,Joanna Hogg,GB
,Joanna Lumley,GB
,Joanna Monro,GB
,Joanna Scanlan,GB
,Joanne Bell,DE
,Joanne Howarth,GB
,Joann Sfar,FR
,Joan Plowright,UK
,Joan Roca,ES
,Joan Vall Karsunke,ES
,João Donato,BR
,João Lagarto,PT
,Joaquim de Almeida,PT
,Joaquín Calderón,ES
,Joaquín Carmona Hidalgo,ES
,Joaquín Climent,ES
,Joaquín Mazón,ES
,Joaquín Sabina,ES
,Jo Béranger,FR
,Jo Brand,GB
,Jochen Nickel,DE
,Jockel Tschiersch,DE
,Jo Deseure,BE
,Jodie Foster,US
,Joe Cornish,GB
,Joe Dante,US
,Joe Delia,US
,Joël Dupuch,FR
,Joel Hopkins,GB
,Joëlle Sevilla,FR
,Joel Olano,PH
,Joel Rogosin,US
,Joël Seria,FR
,Joely Richardson,GB
,Joe Pearlman,GB
,Joe Penna,BR
,Joe Penna,BR
,Joe Stephenson,GB
,Joe Wright,GB
,Joey Starr,FR
,Joey Zimmermann,CH
,Joey Zimmermann,DE
,Joey Zimmermann,UK
,Johan Heldenbergh,BE
,Johan Leysen,BE
,Johanna Bittenbinder,DE
,Johanna Gastdorf,DE
,Johanna Pauline Maier,DE
,Johanna Schellhagen,
,Johanna Sunder-Plassmann,DE
,Johanna ter Steege,NL
,Johannes Flemming,
,Johannes Herrschmann,DE
,Johannes Maria Schmit,DE
,Johannes Meier,
,Johannes Naber,DE
,Johannes Roberts,GB
,Johannes Schmid,DE
,Johannes Sievert,DE
,Johannes Suhm,DE
,Johann Schuler,DE
,Johan Simons,NL
,John Arnold,FR
,John C. Reilly,US
,John Cameron Mitchell,GB
,John Carroll Lynch,US
,John Cleese,GB
,John Corbett,US
,John David Seidler,DE
,John Deacon,GB
,John Doman,US
,John Erdman,US
,John Fleet,GB
,John Florescu,US
,John Goldschmidt,GB
,John Goldschmidt,AT
,John Goodman,US
,John Hannah,GB
,John Hawkes,US
,John Hay,GB
,John Henshaw,DE
,John Hurt,GB
,John Keogh,DE
,John Keogh,IR
,John Lydon,GB
,John Lynch,IE
,John Madden,GB
,John Maizels,GB
,John Malkovich,US
,John McEnroe,US
,John Michael McDonagh,GB
,Johnny Depp,US
,Johnny Hallyday,FR
,Johnny Kevorkian,CY
,John-Paul Davidson,GB
,John Paval,FR
,John Pilger,AU
,John R. Leonetti,US
,John Rowe,GB
,John Savage,US
,John Sessions,GB
,John Slattery,US
,John Stahl,GB
,John Standing,GB
,John Taylor,GB
,John Terborgh,US
,John Toshack,GB
,John Treleaven,UK
,John Wax,FR
,John Williams,US
,John Woodvine,GB
,Jo Müller,
,Jonas Albrecht,DE
,Jonas Gernstl,DE
,Jonathan Albert Murphy,GB
,Jonathan Barré,FR
,Jonathan Brown,US
,Jonathan Butterell,GB
,Jonathan Desoindre,FR
,Jonathan Failla,US
,Jonathan Hyde,AU
,Jonathan Magnanti,GB
,Jonathan Nossiter,US
,Jonathan Pryce,GB
,Jonathan Rose,GB
,Jonathan Teplitzky,AU
,Jon Cortegoso,ES
,Jon Juaristi,ES
,Jono McLeod,GB
,Jon S. Baird,GB
,Jon Sanders,GB
,Jöns Jönsson,
,Jon Viar,ES
,Jon Wright,GB
,Jo Prestia,FR
,Jo Prestia,IT
,Jordi Figueras,ES
,Jordi Núñez,ES
,Jordi Sánchez,ES
,Jörg Adolph,DE
,Jorge Acebo Canedo,ES
,Jorge Alonso,ES
,Jorge Bosch,ES
,Jorge Coira,ES
,Jorge Dorado,ES
,Jorge Edwards,CL
,Jorge Enrique Botero,CO
,Jorge Grau,ES
,Jorge M. Fontana,ES
,Jorge Pardo,CU
,Jorge Rivera,ES
,Jörg Graser,DE
,Jörg Janzer,DE
,Jörg Kleinau,DE
,Jörg Pose,DE
,Jörg Reichlin,CH
,Jörg Schüttauf,DE
,Jörg Seyer,DE
,Jörg Witte,DE
,Jörg Zick,DE
,Jorma Kaukonen,US
,José Alcala,FR
,José Andreu,ES
,José Ángel Egido,ES
,José Antonio Hergueta,ES
,José Antonio Lobato,ES
,José Antonio Quirós,ES
,Joseba Ponce,ES
,José Bono,ES
,José Carabias,ES
,José Carlos Domínguez,ES
,José Carlos Plaza,ES
,José Corbacho,ES
,José Coronado,ES
,José Da Silva,FR
,José Da Silva,PT
,José F. Ortuño,ES
,Josef Bierbichler,DE
,Josef Hader,AT
,"Josefina Carrera Fernández ""Cuca""",ES
,Josef Kappl,DE
,Josef Kappl,RO
,Josef Michael Kreutzer,DE
,Josef Nadj,HU
,Josef Nadj,RS
,Josef Ostendorf,DE
,José Frade,ES
,José Garcia,ES
,José González,ES
,Josele Román,ES
,José Lifante,ES
,José Luis Aguirre,
,José Luis de Madariaga,ES
,José Luis Egea,ES
,José Luis Ferris,ES
,José Luis Garci,ES
,José Luis García Berlanga,ES
,José Luis García Cossío,ES
,José Luis García Sánchez,ES
,José Luis Gil,ES
,José Luis Gómez,ES
,José Luis Guerín,ES
,José Luis López-Linares,ES
,José Luis Montesinos,ES
,José Luis Pecharromán,ES
,José Luis Velázquez,ES
,José Manuel Cervino,ES
,José Manuel Fernández-Jardón,ES
,José María Blanco,ES
,José María Galante,ES
,José María Peña,AR
,José María Zavala,ES
,José Mota,ES
,José Neto,PT
,Josep Abad,ES
,Joseph Hannesschläger,DE
,Joséphine de Meaux,FR
,Joseph Malerba,FR
,Joseph Mydell,GB
,Joseph Nenci,IT
,Joseph Rottner,FR
,Joseph Vilsmaier,DE
,Josep Maria Alejandre,ES
,Josep Maria Pou,ES
,Josep Seguí,ES
,José Ramón Capdevila,ES
,José Ramón Pardo,ES
,José Ramón Soroiz,ES
,José Sacristán,ES
,José Sáez Conejero,ES
,José Sánchez-Montes,ES
,José Torija,ES
,Josh Appignanesi,GB
,Josh Sagie,IL
,Josiane Balasko,FR
,Josiane Lévêque,FR
,Josiane Pinson,FR
,Josiane Stoléru,FR
,Josie Lawrence,GB
,Josie Rourke,GB
,Josito Porto,ES
,Jota Linares,ES
,Joya Thome,DE
,József Bíró,HU
,József Bíró,RO
,József Bozai,HU
,József Gyabronka,HU
,József Kelemen,HU
,József Kerekes,HU
,József Sipos,HU
,József Szarvas,HU
,József Varga,HU
,József Varga,UA
,Juana Cordero,ES
,Juan Alberto López,ES
,Juana Macías,ES
,Juan Antin,AR
,Juan Antonio Porto,ES
,Juan Bautista López,
,Juan Carlos Corazza,AR
,Juan Carlos Garés,ES
,Juan Carlos Martín,ES
,Juan Carlos Medina,ES
,Juan Carlos Sánchez,ES
,Juan Cavestany,ES
,Juan Diego,ES
,Juan Diego Botto,AR
,Juan Diego Botto,ES
,Juan Francisco Viruega,ES
,Juan Gamero,ES
,Juan Gea,ES
,Juan González,ES
,Juan Jesús García Galocha,ES
,Juan Jesús Valverde,ES
,Juanjo Artero,ES
,Juanjo Puigcorbé,ES
,Juan José Ponce,ES
,Juan Lombardero,ES
,Juan Luis Arsuaga,ES
,Juanma Bajo Ulloa,ES
,Juan Manuel Chumilla-Carbajosa,ES
,Juan Manuel Lara,ES
,Juan Manuel Villar Betancort,ES
,Juan Margallo,ES
,Juan Mari Arzak,ES
,Juan Mariné,ES
,Juanma Suárez,ES
,Juan Miguel del Castillo,ES
,Juan Motilla,ES
,Juan Palacios,ES
,Juan Pinzás,ES
,Juan Ribó,ES
,Juan Rueda,ES
,Juan Viadas,ES
,Juan Zavala,ES
,Judi Dench,GB
,Judit Csoma,HU
,Judit Csoma,RO
,Judith Davis,FR
,Judit Hernádi,HU
,Judith Magre,FR
,Judith Roberts,US
,Judit Meszléry,HU
,Judit Pogány,HU
,Judit Simon,HU
,Judy Davis,FR
,Judy Winter,DE
,Judy Winter,PL
,Jule Böwe,DE
,Jules Williamson,GB
,Julia Deakin,GB
,Julia Ducournau,FR
,Julia Gutiérrez Caba,ES
,Julia Horn,DE
,Julia Juániz,ES
,Julia Kassar,LB
,Julia Langhof,DE
,Julia McKenzie,GB
,Juliane Köhler,DE
,Julian Firth,GB
,Julián Génisson,ES
,Julian Glover,GB
,Julian Grant,GB
,Julian Köberer,DE
,Julianne Moore,US
,Julian Radlmaier,DE
,Julian Radlmaier,FR
,Julian Sands,GB
,Julian Sands,UK
,Julián Valcárcel,ES
,Julian Wadham,GB
,Julian Wittmann,DE
,Júlia Nyakó,HU
,Julia Ormond,GB
,Julia Varela,ES
,Julia von Heinz,DE
,Juli Básti,HU
,Juli Cantó,ES
,Julie Arnold,FR
,Julie Bertuccelli,FR
,Julie Christie,FR
,Julie Delpy,FR
,Julie Manoukian,FR
,Julien Abraham,FR
,Julien Chheng,FR
,Julien Clerc,FR
,Julien de Volte,FR
,Julien Dray,FR
,Julien Faraut,FR
,Julien Fournet,FR
,Julien Guetta,FR
,Julien Hallard,FR
,Julien Hervé,FR
,Julien Kramer,FR
,Julien Landais,FR
,Julien Leclercq,FR
,Julien Lenoir,FR
,Julien Maury,FR
,Julien Paolini,FR
,Julien Peron,FR
,Julien Rambaldi,FR
,Julien Rappeneau,FR
,Julien Temple,GB
,Julien Thèves,FR
,Julien Weill,FR
,Julie T. Wallace,GB
,Julieta Serrano,ES
,Julieta Szönyi,RO
,Juliet Cadzow,GB
,Juliet Stevenson,GB
,Juliette Binoche,FR
,Juliette Plumecocq-Mech,FR
,Julie Walters,GB
,Juli Mira,ES
,Julio Arnau Catalá,ES
,Julio Betancur,CO
,Julio César Sánchez,ES
,Julio de la Fuente,ES
,Julio Jung,CL
,Julio Mazarico,ES
,Julio Medem,ES
,Julio Soto Gurpide,ES
,Julio Suárez Maireles,ES
,Julius Berg,FR
,June Watson,GB
,Juni Dahr,NO
,Jun Kunimura,JP
,Jürgen Blin,DE
,Jürgen Grislawski,DE
,Jürgen Heinrich,DE
,Jürgen Kluckert,DE
,Jürgen Prochnow,DE
,Jürgen Rißmann,DE
,Jürgen Tarrach,DE
,Jürgen Thormann,DE
,Jürgen Tonkel,DE
,Jürgen Vogel,DE
,Jürgen Zeltinger,DE
,Justi Larrinaga,ES
,Just Philippot,FR
,Justus Carrière,DE
,Justus von Dohnányi,DE
,Jutta Brings,DE
,Kad Merad,DZ
,Kai Groenwald,DE
,Kai Wiesinger,DE
,Kaki Wong,HK
,Kála Czupi,HU
,Kalle Schwensen,DE
,Kamala Nagarayya,
,Kamau Kenyatta,US
,Kamel El Basha,PS
,Kandido Uranga,ES
,Kanji Tsuda,JP
,Kao Chenmin,CH
,Kao Chenmin,CN
,Kao Chenmin,ES
,Karen Böhne,DE
,Karen Gillan,GB
,Kariem Saleh,
,Karim Aïnouz,BR
,Karim Belkhadra,DZ
,Karina,ES
,Karine Silla,FR
,Karin Mück,DE
,Karin Neuhäuser,DE
,Karin Pfammatter,CH
,Karin Ugowski,DE
,Karin v. Matzenau,DE
,Karin Viard,FR
,Karl Fischer,AT
,Karl-Heinz Dellwo,DE
,Karl-Heinz Schulze,DE
,Karl Johnson,GB
,Karl Knaup,DE
,Karl Kranzkowski,DE
,Karl Lauterbach,DE
,Karl Markovics,AT
,Karlos Arguiñano,ES
,Karmele Aranburu,ES
,Karole Rocher,FR
,Karoline Herfurth,DE
,Károly Eperjes,HU
,Károly Nemcsák,HU
,Károly Ujj Mészáros,HU
,Károly Váry,HU
,Karra Elejalde,ES
,Karsten Dahlem,DE
,Kasem Hoxha,DE
,Kata Dobó,HU
,Katalin Andai,HU
,Katalin Gyöngyössy,HU
,Katalin Lőrincz,HU
,Katalin Takács,HU
,Katalin Udvarias,HU
,Kata Oláh,HU
,Katarina Klaffs,DE
,Kate Duchêne,GB
,Kate Trotter,CA
,Katharina Linder,DE
,Katharina Marie Schubert,DE
,Katharina Matz,DE
,Katharina Mihm,DE
,Katharina Sieverding,CZ
,Katharina Thalbach,DE
,Katharina Wackernagel,DE
,Katharina Woll,DE
,Kathleen Renish,US
,Kathleen Turner,US
,Kathryn Hunter,US
,Kathy Bates,US
,Kathy LeMond,US
,Kathy Valentine,US
,Katia Lewkowicz,FR
,Katia Tchenko,FR
,Kati Lázár,HU
,Kati Lázár,RO
,Katinka Faragó,AT
,Kati Sólyom,HU
,Kati Zsurzs,HU
,Katja Benrath,DE
,Katja Riemann,DE
,Katrin Schlösser,DE
,Katy Karrenbauer,DE
,Kazim Abdullayev,AZ
,Kazim Demirbas,TU
,Keith Allen,GB
,Keith Brymer Jones,GB
,Keith Chanter,GB
,Keith Christiansen,US
,Keith English,GB
,Keith Farrell,IE
,Keith Richards,GB
,Kelly Preston,US
,Ken Auletta,US
,Ken Davitian,US
,Ken Loach,GB
,Ken Merrett,GB
,Kenneth Branagh,GB
,Kenneth Cranham,GB
,Kenneth Herdigein,NL
,Kenneth Welsh,CA
,Ken Ramsden,GB
,Ken Scott,CA
,Ken Smith,GB
,Ken Stott,GB
,Kepa Cueto,ES
,Kepa Sojo,ES
,Keren Ben Rafael,IL
,Kerry Fox,NZ
,Kerry Shale,CA
,Kerstin Graßmann,DE
,Kerstin Polte,DE
,Kevin Allen,GB
,Kevin Kline,US
,Kevin MacDonald,GB
,Kévin Ossona,FR
,Kevin Ratcliffe,GB
,Kevin Spacey,US
,Khaled Houissa,TN
,Khaled Kaissar,AF
,Khavn,PH
,Kheiron,FR
,Kheiron,IR
,Kida Khodr Ramadan,LB
,Kiev Stingl,DE
,Kike Biguri,ES
,Kike Maíllo,ES
,Kiko Veneno,ES
,Kim Burdon,GB
,Kim Hopkins,GB
,Kim Leggatt,GB
,Kim Rossi Stuart,IT
,Kim Seligsohn,DE
,Kim Wilde,GB
,Kirin Kiki,JP
,Kirsty Bell,GB
,Kirsty MacDonald,NZ
,Kiti Mánver,ES
,Klara Höfels,DE
,Klaus B. Wolf,DE
,Klaus Friedrich,DE
,Klaus Iohannis,RO
,Klaus Manchen,PL
,Klaus Maria Brandauer,AT
,Klaus Meine,DE
,Klaus Peeck,DE
,Klaus-Peter Grap,DE
,Klaus Rohrmoser,AT
,Klaus Schlesinger,DE
,Klaus Zmorek,DE
,Koldo Amandoz,ES
,Konrád Quintus,HU
,Konstantin Wecker,AT
,Konstantin Wecker,DE
,Koraljka Kos,HR
,Kornél Mundruczó,HU
,Kornél Pusztaszeri,HU
,Krischa Weber,DE
,Kris Kwiat,
,Kristian Gianfreda,IT
,Kristian Gründling,DE
,Kristina De Coninck,BE
,Kristina Schippling,DE
,Kristin Hersh,US
,Kristin Scott Thomas,UK
,Kristóf Deák,HU
,Kristoffer Nyholm,DK
,Kristóf Jurik,HU
,Kristoph Tassin,IT
,Krisztina Goda,HU
,Krisztina Szalay,HU
,Krisztina Urbanovits,HU
,Kuddel,DE
,Kurt Oesterle,DE
,Kyra Steckeweh,DE
,L. Scott Caldwell,US
,La Castou,CH
,La Chana,ES
,Ladislas Chollat,FR
,Laercio de Freitas,BR
,Laetitia Carton,FR
,Lajos Kovács,HU
,Lajos Ottó Horváth,HU
,Lallo Circosta,IT
,Lalor Roddy,GB
,Lamberto Bava,IT
,Lambert Wilson,FR
,Lana Love,US
,Lara Hewitt,
,Lara Izagirre,ES
,Lar Park Lincoln,US
,Larrington Walker,GB
,Larry Clark,US
,Larry Lamb,GB
,Larry Mullen Jr,IE
,Larry Rew,GB
,Lars Brygmann,DK
,Lars Jessen,DE
,Lars Kraume,DE
,Lars Kraume,IT
,Lars Montag,DE
,Lars Rudolph,DE
,László Baranyi,HU
,László Barna,HU
,László Csuja,HU
,László Földes,HU
,László Görög,HU
,László Horányi,HU
,László Illés,HU
,László Keszég,HU
,László Keszég,RS
,László Lippai,HU
,László Melis,HU
,László Nemes,HU
,László Quitt,HU
,László Szabó,HU
,László Szacsvay,HU
,László Szakács,HU
,László Szakács,RO
,László Tahi Tóth,HU
,László Ujréti,HU
,László Valiszka,HU
,Laura Álvarez Soler,ES
,Laura Alvea,ES
,Laura Balzer,DE
,Laura Benson,GB
,Laura Betti,IT
,Laura Bispuri,IT
,Laura Chiossone,IT
,Laura del Sol,ES
,Laura Dern,US
,Laura Efrikian,IT
,Laura Ferrés,ES
,Laura García Andreu,ES
,Laura García Lorca,ES
,Laura Harwarth,
,Laura Hojman,ES
,Laura Jou,ES
,Laura June Hudson,GB
,Laura Lackmann,DE
,Laura Lehmus,FI
,Laura Luchetti,IT
,Laura-Maria Ilie,RO
,Laura Morante,IT
,Laura Pons,ES
,Laure Adler,FR
,Laure de Clermont-Tonnerre,FR
,Laure Duthilleul,FR
,Laurence Côte,FR
,Laurence Masliah,FR
,Laurence Roy,FR
,Laurent Bateau,FR
,Laurent Bouhnik,FR
,Laurent Brard,FR
,Laurent Cantet,FR
,Laurent Dassault,FR
,Laurent Delahousse,FR
,Laurent Gamelon,FR
,Laurent Gerra,FR
,Laurent Grévill,FR
,Laurent Heynemann,FR
,Laurent Junca,FR
,Laurent Korcia,FR
,Laurent Lafitte,FR
,Laurent Larivière,FR
,Laurent Lucas,FR
,Laurent Morteau,FR
,Laurent Natrella,FR
,Laurent Olmedo,FR
,Laurent Poitrenaux,FR
,Laurent Queralt,FR
,Laurent Romanelli,FR
,Laurent Terzieff,FR
,Laurent Tirard,FR
,Laurent Van Wetter,BE
,Lauriane Escaffre,FR
,Laurie Anderson,US
,Laurie Lipton,US
,Lawrence Ferlinghetti,US
,Lawrence Richards,ZA
,Layke Anderson,GB
,Lazar Ristovski,RS
,Léa Mysius,FR
,Leander Haußmann,DE
,Leandro Picarelli,IT
,Lea Schmidbauer,DE
,Lech Kowalski,US
,Lee Cooper,
,Lee Dixon,GB
,Leee Black Childers,US
,Lee Haven Jones,GB
,Leena Yadav,IN
,Leila Hoffman,GB
,Leïla Shahid,LB
,Lello Arena,IT
,Lena Endre,SE
,Lena Knauss,DE
,Lena Lessing,DE
,Lena May Graf,DE
,Lena Stahl,DE
,Lena Stolze,DE
,Lennart Ruff,DE
,Lenny Abrahamson,GB
,Leo Bassi,IT
,Leo Bud Welch,US
,Leo Gullotta,IT
,Leo Harlem,ES
,Leo Leigh,GB
,Léo Marchand,FR
,Leonardo D'Agostini,IT
,Leonardo Di Costanzo,IT
,Leonardo Larocca,IT
,Leonardo Pieraccioni,IT
,Leonie Stade,DE
,León Molina,ES
,León Molina,CU
,Léopold Legrand,FR
,Leo Wolfenstein,FR
,Les Dennis,GB
,Lesley Manville,UK
,Lesley Nicol,GB
,Leslie Ash,GB
,Leslie Franke,DE
,Leslie Malton,US
,Letizia Bellocchio,IT
,Letizia Lamartire,IT
,Levente Harsányi,HU
,Levente Király,HU
,Levente Nemes,HU
,Levente Nemes,RO
,Levi Roots,GB
,Levon Minasian,FR
,Lew Hohmann,PL
,Lewis Eizykman,FR
,Liam Cunningham,IE
,Liam Neeson,UK
,Liana Mărgineanu,RO
,Liane Foly,FR
,Lia Pokorny,HU
,Liberace,US
,Lidewij Edelkoort,NE
,Lidia Falcón,ES
,Ligia Ciornei,RO
,Liliana Cavani,IT
,Liliana Pană,RO
,Liliane Rovère,FR
,Lili Horvát,HU
,Lili Monori,HU
,Lilly Engel,DE
,Lina Bernardi,IT
,Linal Haft,GB
,Lina Sastri,IT
,Lina Wendel,DE
,Linda Bassett,GB
,Linda Gail Lewis,US
,Lindsay Duncan,GB
,Line Renaud,FR
,Lino Capolicchio,IT
,Linus de Paoli,DE
,Linus Roache,GB
,Lio,BE
,Lionel Abelanski,FR
,Lionel Batiste,US
,Lionel Rosso,FR
,Lionel Steketee,FR
,Lionel Tua,FR
,Lionnel Astier,FR
,Lior Ashkenazi,IL
,Lisa Azuelos,FR
,Lisa Barros D'Sa,GB
,Lisa Bierwirth,DE
,Lisa Bosi,IT
,Lisa Bronwyn Moore,CA
,Lisa Eichorn,US
,Lisa Langseth,SE
,Lise Akoka,FR
,Lise Lamétrie,FR
,Lisette Malidor,FR
,Lita Claver,ES
,Liudmyla Smorodina,UA
,Livia Bonifazi,IT
,Livia De Paolis,IT
,Lívia Révész,HU
,Liviu Dragnea,RO
,Liviu Sandulescu,RO
,Liv Ullmann,NO
,Liz Lobato,ES
,Lizzie MacKenzie,GB
,Ljasuk Dimitry,HU
,Ljasuk Dimitry,UA
,llitto,IT
,Lluís Homar,ES
,Lluís Miñarro,ES
,Lluís Soler,ES
,Llum Quiñonero,ES
,Loïc Paillard,FR
,Loïc Pichon,FR
,Lois Patiño,ES
,Lokman Slim,LB
,Lola Casamayor,ES
,Lola Cordón,ES
,Lola Moltó,ES
,Lola Plass,DE
,Lola Randl,DE
,Loles León,ES
,Lolita Flores,ES
,Lone Fleming,DK
,Lone Scherfig,DK
,Loredana Bertè,IT
,Lorenza Garcia,FR
,Lorenza Guerrieri,IT
,Lorenza Indovina,IT
,Lorenza Machín,ES
,Lorenzo Acquaviva,IT
,Lorenzo Adorisio,IT
,Lorenzo Bianchini,IT
,Lorenzo Borghini,IT
,Lorenzo Cherubini Jovanotti,IT
,Lorenzo D'Amelio,IT
,Lorenzo d'Amico de Carvalho,IT
,Lorenzo Gioielli,IT
,Lorenzo Mattotti,IT
,Lorenzo Raponi,IT
,Lorenzo Rossi Espagnet,IT
,Lorenzo Silva,ES
,Lore Stefanek,CZ
,Loreta Tovar,ES
,Loretta Goggi,IT
,Loretta Goggi,IT
,Loretta Micheloni,IT
,Lori Butler,US
,Loris Loddi,IT
,Lorna Tucker,GB
,Lorraine Ashbourne,GB
,Lorraine Hilton,
,Lothar Herzog,DE
,Lothar König,DE
,Lothar Thiel,DE
,Lou Castel,SE
,Louda Ben Salah,FR
,Louis-Do de Lencquesaing,FR
,Louise Godbold,US
,Louis Emerick,GB
,Louis Garrel,FR
,Louis-Julien Petit,FR
,Louis Myles,GB
,Lowell Davis,US
,Luca Barbareschi,IT
,Luca Barbareschi,IT
,Luca Bercovici,US
,Luca Biglione,IT
,Luca Facchini,IT
,Luca Guadagnino,IT
,Luca Lucini,IT
,Luca Magi,IT
,Luca Manfredi,IT
,Luca Miniero,IT
,Luc-Antoine Diquéro,FR
,Luca Rea,IT
,Luca Sabin,RO
,Lucas Belvaux,BE
,Lucas Bernard,FR
,Luca Scivoletto,IT
,Lucas Delangle,FR
,Luca Toracca,IT
,Luca Tornatore,IT
,Luca Ward,IT
,Luca Zingaretti,IT
,Luc Besson,FR
,Luc Bricault,FR
,Luce Mouchel,FR
,Lucero Tena,ES
,Luc Feit,LU
,Lucia Bosè,IT
,Lucia Chiarla,IT
,Lucia Guzzardi,IT
,Lucian Ifrim,RO
,Luciano Curreli,IT
,Luciano Ligabue,IT
,Luciano Manzalini,IT
,Luciano Miele,IT
,Lucian Pavel,RO
,Lucía Puenzo,AR
,Lucia Sardo,IT
,Lucía Tello Díaz,ES
,Lucia Vasini,IT
,Lucia Zanettin,IT
,Lucica Ciobanu,RO
,Lucie Assemat,FR
,Lucie Borleteau,FR
,Lucien Castaing-Taylor,GB
,Lucien Jean-Baptiste,FR
,Lucienne Hamon,FR
,Lucienne Moreau,FR
,Lucien Pascal,FR
,Lucio Dalla,IT
,Luc Merenda,FR
,Luc Palun,FR
,Lucy Briers,GB
,Lucy Martin,US
,Ludger Pistor,DE
,Ludmila Mikaël,FR
,Ludovic Bergery,FR
,Ludovic Bernard,FR
,Ludovic Boukherma,FR
,Ludovic Cantais,FR
,Ludovic Colbeau-Justin,FR
,Luigi Ciaravola Gigione,IT
,Luigi Cozzi,IT
,Luigi D'Alife,IT
,Luigi Diberti,IT
,Luigi Lo Cascio,IT
,Luisa Cantero,ES
,Luisa De Santis,IT
,Luisa Gavasa,ES
,Luis Alegre,ES
,Luisa Merelas,ES
,Luis Antonio de Villena,ES
,Luisa Porrino,IT
,Luis Arrieta Etxeberría,ES
,Luis Bermejo,ES
,Luis Eduardo Aute,ES
,Luise Kinseher,DE
,Luis Fernández de Eribe,ES
,Luis Fernández-Jardón,ES
,Luis Fernando Alvés,ES
,Luis García Montero,ES
,Luís Gibert,ES
,Luis Guzmán,US
,Luis Hostalot,ES
,Luis López Carrasco,ES
,Luís Lucas,PT
,Luis Mancha,ES
,Luís Miguel Cintra,PT
,Luis Molteni,IT
,Luis Mottola,ES
,"Luis Paz ""Papillo""",CU
,Luis Perezagua,ES
,Luis Posada,ES
,Luis Rego,PT
,Luis Reina,ES
,Luis Tinoco,ES
,Luis Trapiello,ES
,Luis Varela,ES
,Luis Zahera,ES
,Luis Ziembrowski,AR
,Lukas Feigelfeld,AT
,Lukas Lessing,AT
,Lukas Rinker,US
,Luke Hayden,IE
,Luke Holland,GB
,Lulu,GB
,Luna Gualano,IT
,Lunetta Savino,IT
,Lutz Heineking jr.,DE
,Lutz Kayser,DE
,Lutz Pehnert,DE
,Lyda Patitucci,IT
,Lyèce Boukhitine,FR
,Lynne Ramsay,GB
,Lynn Hunter,GB
,Lynn Lowry,US
,M'hamed Benguettaf,DZ
,Mabel Rivera,ES
,Macha Béranger,FR
,Macha Méril,FR
,Madeleine Dallmeyer,DE
,Madeline Smith,GB
,Madhav Sharma,GB
,Madhav Sharma,IN
,Madonna,US
,Mads Mikkelsen,DK
,Mael Le Mée,FR
,Magali Noël,FR
,Magda Catone,RO
,Magdi Bódy,HU
,Maggie Daniels,GB
,Maggie Malooly,US
,Maggie O'Neill,GB
,Maggie Peren,DE
,Maggie Smith,GB
,Magne Furuholmen,NO
,Magüi Mira,ES
,Maguy Marin,FR
,Maha Haj,IL
,Mohamad Malas,SY
,Mahamat-Saleh Haroun,FR
,Mahmoud Jafari,IR
,Maia Morgenstern,RO
,Maider Oleaga,ES
,Mai Hua,FR
,Maïmouna Doucouré,FR
,Maïwenn,DZ
,Majida Ghomari,FR
,Makram Khoury,IL
,Malachi Smyth,GB
,Malcolm McDowell,UK
,Malcolm Sinclair,GB
,Malcolm Storry,GB
,Malte Sieveking,DE
,Malte Wirtz,DE
,Mamen García,ES
,Manel Barceló,ES
,Manel Dueso,ES
,Manele Labidi,FR
,Manfred Andrae,DE
,Manfred-Anton Algrang,DE
,Manfred Böll,AT
,Manfred Voltmer,DE
,Manfred Zapatka,DE
,Mani Neumann,DE
,Manolo Royo,ES
,Manolo Sanlúcar,ES
,Manolo Solo,ES
,Manon Ott,FR
,Manuela Carmena,ES
,Manuela Hărăbor,RO
,Manuela Kozany,DE
,Manuela Mena,ES
,Manuela Pedraza,ES
,Manuel Bandera,ES
,Manuel de Blas,ES
,Manuel Galiana,ES
,Manuel Garí,ES
,Manuel Gómez Pereira,ES
,Manuel Gutiérrez Aragón,ES
,Manuel Hidalgo,ES
,Manuel Lourenzo,ES
,Manuel Manquiña,ES
,Manuel Martínez Velasco,ES
,Manuel Menchón,ES
,Manuel Morón,ES
,Manuel Pizarro,ES
,"Manuel Tajes ""O Rubio de Camelles""",ES
,Manuel Tallafé,ES
,Manuel Vicente,AR
,Manuel Vilas,ES
,Manuel Zarzo,ES
,Manzar Sebhai,PK
,Mara Ballestero,ES
,Mara Eibl-Eibesfeldt,DE
,Marc Andreoni,FR
,Marc Barbé,FR
,Marc Berman,FR
,Marc Betton,FR
,Marc Bielli,FR
,Marc Brunet,FR
