year,award,category,name,result,yob,age,gender,film,film_id,character_id,person_id
2018,CDC,BSAM,Niels Arestrup,N,1949,69,M,Au revoir là-haut,FR2017_155,,
2018,CDC,BD,Albert Dupontel,A,1964,54,M,Au revoir là-haut,FR2017_155,,
2018,CDC,BD,Mathieu Amalric,N,1965,53,M,Barbara,FR2017_126,,
2018,CDC,BD,Julia Ducournau,N,1983,35,F,Grave,FR2017_049,,
2018,CDC,BD,Hubert Charuel,N,1985,33,M,Petit Paysan,FR2017_123,,
2018,CDC,BD,Michel Hazanavicius,N,1967,51,M,Le Redoutable,FR2017_130,,
2018,CDC,BD,Olivier Nakache,N,1973,45,M,Le Sens de la fête,FR2017_141,,
2018,CDC,BD,Éric Toledano,N,1971,47,M,Le Sens de la fête,FR2017_141,,
2017,CDC,BAM,François Cluzet,N,1955,62,M,Médecin de campagne,FR2016_051,FR2016_051_01,
2017,CDC,BAM,Fabrice Luchini,N,1951,66,M,Ma Loute,FR2016_083,FR2016_083_01,
2017,CDC,BAFE,Isabelle Huppert,A,1953,64,F,Elle,FR2016_085,FR2016_085_01,
2017,CDC,BSAM,Gabriel Arcand,N,1949,68,M,Le Fils de Jean,FR2016_123,,
2017,CDC,BD,François Ozon,N,1967,50,M,Frantz,FR2016_126,,
2017,CDC,BD,Bruno Dumont,N,1958,59,M,Ma Loute,FR2016_083,,
2017,CDC,BD,Anne Fontaine,N,1959,58,F,Les Innocentes,FR2016_021,,
2017,CDC,BD,Nicole Garcia,N,1946,71,F,Mal de pierres,FR2016_145,,
2017,CDC,BD,Paul Verhoeven,N,1938,79,M,Elle,FR2016_085,,
2016,CDC,BAM,Vincent Lindon,A,1959,57,M,La Loi du marché,FR2015_073,FR2015_073_01,
2016,CDC,BAM,Jean-Pierre Bacri,N,1951,65,M,La Vie très privée de Monsieur Sim,FR2015_174,FR2015_174_01,
2016,CDC,BAM,Gérard Depardieu,N,1948,68,M,Valley of Love,FR2015_084,FR2015_084_01,
2016,CDC,BAM,Fabrice Luchini,N,1951,65,M,L'Hermine,FR2015_158,FR2015_158_01,
2016,CDC,BAFE,Catherine Frot,A,1956,60,F,Marguerite,FR2015_114,FR2015_114_01,
2016,CDC,BAFE,Catherine Deneuve,N,1943,73,F,La Tête haute,FR2015_071,FR2015_071_01,
2016,CDC,BAFE,Isabelle Huppert,N,1953,63,F,Valley of Love,FR2015_084,FR2015_084_02,
2016,CDC,BSAM,André Marcon,N,1948,68,M,Marguerite,FR2015_114,,
2016,CDC,BD,Arnaud Desplechin,A,1960,56,M,Trois souvenirs de ma jeunesse,FR2015_074,,
2016,CDC,BD,Jacques Audiard,N,1952,64,M,Dheepan,FR2015_110,,
2016,CDC,BD,Stéphane Brizé,N,1966,50,M,La Loi du marché,FR2015_073,,
2016,CDC,BD,Xavier Giannoli,N,1972,44,M,Marguerite,FR2015_114,,
2016,CDC,BD,Maïwenn,N,1976,40,F,Mon roi,FR2015_139,,
2016,CDC,BD,Deniz Gamze Ergüven,N,1978,38,F,Mustang,FR2015_083,,
2016,CDC,BD,Emmanuelle Bercot,N,1967,49,F,La Tête haute,FR2015_071,,
2015,CDC,BAM,Niels Arestrup,N,1949,66,M,Diplomatie,FR2014_034,FR2014_034_01,
2015,CDC,BAFE,Catherine Deneuve,N,1943,72,F,Dans la cour,FR2014_064,FR2014_064_01,
2015,CDC,BSAF,Claude Gensac,N,1927,88,F,Lulu femme nue,FR2014_006,,
2015,CDC,BD,Thomas Cailley,N,1980,35,M,Les Combattants,FR2014_110,,
2015,CDC,BD,Robin Campillo,N,1962,53,M,Eastern Boys,FR2014_052,,
2015,CDC,BD,Thomas Lilti,N,1976,39,M,Hippocrate,FR2014_114,,
2015,CDC,BD,Bertrand Bonello,N,1968,47,M,Saint Laurent,FR2014_127,,
2015,CDC,BD,Olivier Assayas,N,1955,60,M,Sils Maria,FR2014_111,,
2023,EFA,BD,Justine Triet,A,1978,45,F,Anatomy of a Fall,FR2023_155,,
2022,EFA,BD,Ali Abbasi,N,1981,41,M,Holy Spider,DE2023_001,,
2022,EFA,BD,Alice Diop,N,1979,43,F,Saint Omer,FR2022_175,,
2014,PDD,BD,Carlo Mazzacurati,N,1956,58,M,La sedia della felicità,IT2014_023,,
2014,PDD,BSAF,Milena Vukotic,N,1935,79,F,La sedia della felicità,IT2014_023,,
2014,PDD,BD,Ferzan Ozpetek,N,1959,55,M,AlIacciate le cinture,IT2014_011,,
2014,PDD,BD,Paolo Virzì,N,1964,50,M,Il capitale umano,IT2014_009,,
2014,PDD,BAM,Fabrizio Bentivoglio,N,1957,57,M,Il capitale umano,IT2014_009,IT2014_009_01,
2015,PDD,BD,Saverio Costanzo,N,1975,40,M,Hungry Hearts,IT2015_034,,
2015,PDD,BAFE,Virna Lisi,N,1936,79,F,Latin Lover,IT2015_020,IT2015_020_01,
2015,PDD,BD,Nanni Moretti,N,1953,62,M,Mia madre,IT2015_012,,
2015,PDD,BSAM,Nanni Moretti,N,1953,62,M,Mia madre,IT2015_012,,
2015,PDD,BSAF,Giulia Lazzarini,A,1934,81,F,Mia madre,IT2015_012,,
2015,PDD,BSAM,Carlo Buccirosso,A,1954,61,M,Noi e la Giulia,IT2015_009,,
2015,PDD,BD,Francesco Munzi,A,1969,46,M,Anime nere,IT2014_026,,
2015,PDD,BSAM,Fabrizio Bentivoglio,N,1957,58,M,Il ragazzo invisibile,IT2014_012,,
2015,PDD,BD,Mario Martone,N,1959,56,M,Il giovane favoloso,IT2014_007,,
2016,EFA,BD,Cristian Mungiu,N,1968,48,M,Graduation,RO2016_002,,
2016,PDD,BSAF,Piera Degli Esposti,N,1938,78,F,Assolo,IT2016_078,,
2016,PDD,BD,Paolo Genovese,A,1966,50,M,Perfetti sconosciuti,IT2016_003,,
2016,PDD,BSAF,Claudia Cardinale,N,1938,78,F,Ultima fermata,IT2015_071,,
2016,PDD,BD,Claudio Caligari,N,1948,68,M,Non essere cattivo,IT2015_026,,
2016,PDD,BSAF,Elisabetta De Vito,N,,?,F,Non essere cattivo,IT2015_026,,
2016,PDD,BSAM,Fabrizio Bentivoglio,N,1957,59,M,Gli ultimi saranno ultimi,IT2015_019,,
2016,PDD,BD,Matteo Garrone,N,1968,48,M,Il racconto dei racconti,IT2015_016,,
2016,PDD,BD,Paolo Sorrentino,N,1970,46,M,Youth - la giovinezza,IT2015_004,,
2016,EFA,BAM,Dave Johns,N,1956,60,M,"I, Daniel Blake",GB2016_007,GB2016_007_01,
2016,EFA,BD,Ken Loach,N,1936,80,M,"I, Daniel Blake",GB2016_007,,
2016,EFA,BAM,Hugh Grant,N,1960,56,M,Florence Foster Jenkins,GB2016_006,GB2016_006_02,
2016,EFA,BAFE,Isabelle Huppert,N,1953,63,F,Elle,FR2016_085,FR2016_085_01,
2016,EFA,BD,Paul Verhoeven,N,1938,78,M,Elle,FR2016_085,,
2016,EFA,BD,Pedro Almodóvar,N,1949,67,M,Julieta,ES2016_005,,
2016,EFA,BD,Maren Ade,A,1976,40,F,Toni Erdmann,DE2016_072,,
2016,EFA,BAM,Peter Simonischek,A,1946,70,M,Toni Erdmann,DE2016_072,DE2016_072_01,
2016,EFA,BAM,Burghart Klaußner,N,1949,67,M,The People Vs. Fritz Bauer,DE2015_094,DE2015_094_01,
2017,PDD,BAM,Sergio Rubini,N,1959,58,M,La stoffa dei sogni,IT2016_054,IT2016_054_01,
2017,PDD,BSAM,Ennio Fantastichini,N,1955,62,M,La stoffa dei sogni,IT2016_054,IT2016_054_02,
2017,PDD,BD,Edoardo De Angelis,N,1978,39,M,Indivisibili,IT2016_038,,
2017,PDD,BD,Marco Bellocchio,N,1939,78,M,Fai bei sogni,IT2016_028,,
2017,PDD,BAM,Toni Servillo,N,1959,58,M,Le confessioni,IT2016_026,IT2016_026_01,
2017,PDD,BD,Matteo Rovere,N,1982,35,M,Veloce come il vento,IT2016_015,,
2017,PDD,BD,Paolo Virzì,A,1964,53,M,La pazza gioia,IT2016_006,,
2017,EFA,BAFE,Isabelle Huppert,N,1953,64,F,Happy End,FR2017_142,FR2017_142_01,
2017,EFA,BAM,Jean-Louis Trintignant,N,1930,87,M,Happy End,FR2017_142,FR2017_142_02,
2017,EFA,BAM,Josef Hader,N,1962,55,M,Stefan Zweig - Farewell to Europe,DE2016_054,DE2016_054_01,
2018,PDD,BD,Jonas Carpignano,A,1984,34,M,A Ciambra,IT2017_051,,
2018,PDD,BD,Alessandro Rak,N,1977,41,M,Gatta Cenerentola,IT2017_031,,
2018,PDD,BD,Ivan Cappiello,N,1975,43,M,Gatta Cenerentola,IT2017_031,,
2018,PDD,BD,Marino Guarnieri,N,1975,43,M,Gatta Cenerentola,IT2017_031,,
2018,PDD,BD,Dario Sansone,N,1981,37,M,Gatta Cenerentola,IT2017_031,,
2018,PDD,BSAM,Giuliano Montaldo,A,1930,88,M,Tutto quello che vuoi,IT2017_021,IT2017_021_01,
2018,PDD,BD,Marco Manetti,N,1968,50,M,Ammore e malavita,IT2017_017,,
2018,PDD,BD,Antonio Manetti,N,1970,48,M,Ammore e malavita,IT2017_017,,
2018,PDD,BSAM,Carlo Buccirosso,N,1954,64,M,Ammore e malavita,IT2017_017,,
2018,PDD,BD,Gianni Amelio,N,1945,73,M,La tenerezza,IT2017_011,,
2018,PDD,BAM,Renato Carpentieri,A,1943,75,M,La tenerezza,IT2017_011,IT2017_011_01,
2018,PDD,BSAF,Giulia Lazzarini,N,1934,84,F,The Place,IT2017_007,,
2018,PDD,BSAF,Anna Bonaiuto,N,1950,68,F,Napoli velata,IT2017_004,,
2018,PDD,BSAM,Peppe Barra,N,1944,74,M,Napoli velata,IT2017_004,,
2019,PDD,BD,Alice Rohrwacher,N,1981,38,F,Lazzaro felice,IT2018_035,,
2019,PDD,BSAF,Nicoletta Braschi,N,1960,59,F,Lazzaro felice,IT2018_035,,
2019,PDD,BD,Alessio Cremonini,N,1973,46,M,Sulla mia pelle,IT2018_034,,
2019,PDD,BSAF,Marina Confalone,A,1951,68,F,Il vizio della speranza,IT2018_021,,
2019,PDD,BD,Valeria Golino,N,1965,54,F,Euforia,IT2018_020,,
2019,PDD,BD,Matteo Garrone,A,1968,51,M,Dogman,IT2018_012,,
2019,PDD,BAFE,Elena Sofia Ricci,A,1962,57,F,Loro,IT2018_006,IT2018_006_02,
2019,PDD,BAM,Toni Servillo,N,1959,60,M,Loro,IT2018_006,IT2018_006_01,
2019,PDD,BSAM,Fabrizio Bentivoglio,N,1957,62,M,Loro,IT2018_006,,
2019,PDD,BSAM,Massimo Ghini,N,1954,65,M,A casa tutti bene,IT2018_001,,
2020,PDD,BSAF,Valeria Golino,A,1965,55,F,5 è il numero perfetto,IT2019_032,,
2020,PDD,BAM,Toni Servillo,N,1959,61,M,5 è il numero perfetto,IT2019_032,IT2019_032_01,
2020,PDD,BSAM,Carlo Buccirosso,N,1954,66,M,5 è il numero perfetto,IT2019_032,,
2020,PDD,BD,Claudio Giovannesi,N,1978,42,M,La paranza dei bambini,IT2019_015,,
2020,PDD,BAFE,Valeria Golino,N,1965,55,F,Tutto il mio folle amore,IT2019_012,,
2020,PDD,BD,Marco Bellocchio,A,1939,81,M,Il traditore,IT2019_008,,
2020,PDD,BSAF,Maria Amato,N,1965,55,F,Il traditore,IT2019_008,,
2020,PDD,BD,Matteo Garrone,N,1968,52,M,Pinocchio,IT2019_002,,
2020,PDD,BSAM,Roberto Benigni,N,1952,68,M,Pinocchio,IT2019_002,IT2019_002_01,
2021,PDD,BAM,Renato Pozzetto,N,1940,81,M,Lei mi parla ancora,IT2021_001,IT2021_001_01,
2021,PDD,BAFE,Sophia Loren,A,1934,87,F,La vita davanti a sé,IT2020_069,IT2020_069_01,
2021,PDD,BSAM,Fabrizio Bentivoglio,A,1957,64,M,L'incredibile storia dell'Isola delle Rose,IT2020_068,,
2021,PDD,BD,Damiano D'Innocenzo,N,1988,33,M,Favolacce,IT2020_018,,
2021,PDD,BD,Fabio D'Innocenzo,N,1988,33,M,Favolacce,IT2020_018,,
2021,PDD,BD,Susanna Nicchiarelli,N,1975,46,F,Miss Marx,IT2020_013,,
2021,PDD,BD,Emma Dante,N,1967,54,F,Le sorelle Macaluso,IT2020_012,,
2021,PDD,BSAM,Silvio Orlando,N,1957,64,M,Lacci,IT2020_010,,
2021,PDD,BD,Giorgio Diritti,A,1959,62,M,Volevo nascondermi,IT2020_009,,
2021,PDD,BD,Gianni Amelio,N,1945,76,M,Hammamet,IT2020_005,,
2021,PDD,BAM,Pierfrancesco Favino,N,1969,52,M,Hammamet,IT2020_005,IT2020_005_01,
2021,PDD,BSAM,Giuseppe Cederna,N,1957,64,M,Hammamet,IT2020_005,,
2022,PDD,BD,Giuseppe Tornatore,N,1956,66,M,Ennio,IT2022_081,,
2022,PDD,BSAF,Susy Del Giudice,N,1965,57,F,I fratelli De Filippo,IT2021_065,,
2022,PDD,BD,Paolo Sorrentino,A,1970,52,M,È Stata La Mano Di Dio,IT2021_056,,
2022,PDD,BSAM,Toni Servillo,N,1959,63,M,È stata la mano di Dio,IT2021_056,IT2021_056_01,
2022,PDD,BD,Gabriele Mainetti,N,1976,46,M,Freaks Out,IT2021_046,,
2022,PDD,BD,Leonardo Di Costanzo,N,1958,64,M,Ariaferma,IT2021_038,,
2022,PDD,BAM,Silvio Orlando,A,1957,65,M,Ariaferma,IT2021_038,IT2021_038_02,
2022,PDD,BD,Mario Martone,N,1959,63,M,Qui Rido Io,IT2021_022,,
2022,PDD,BAM,Toni Servillo,N,1959,63,M,Qui Rido Io,IT2021_022,IT2021_022_01,
2023,PDD,BD,Marco Bellocchio,A,1939,84,M,Esterno Notte,IT2022_015,,
2023,PDD,BAM,Fabrizio Gifuni,A,1966,57,M,Esterno Notte,IT2022_015,IT2022_015_01,
2023,PDD,BAFE,Margherita Buy,N,1962,61,F,Esterno Notte,IT2022_015,IT2022_015_02,
2023,PDD,BSAM,Toni Servillo,N,1959,64,M,Esterno Notte,IT2022_015,,
2023,PDD,BD,Mario Martone,N,1959,64,M,Nostalgia,IT2022_005,,
2023,PDD,BSAF,Aurora Quattrocchi,N,1949,74,F,Nostalgia,IT2022_005,,
2023,PDD,BD,Roberto Andò,N,1959,64,M,La Stranezza,IT2022_002,,
2024,PDD,BSAF,Isabella Rossellini,N,1952,72,F,La chimera,IT2023_024,,
2024,PDD,BD,Alice Rohrwacher,N,1981,43,F,La chimera,IT2023_024,,
2024,PDD,BAM,Antonio Albanese,N,1964,60,M,Cento domeniche,IT2023_012,IT2023_012_01,
2024,PDD,BD,Marco Bellocchio,N,1939,85,M,Rapito,IT2023_011,,
2024,PDD,BD,Andrea Di Stefano,N,1972,52,M,L'ultima notte di Amore,IT2023_007,,
2024,PDD,BAM,Pierfrancesco Favino,N,1969,55,M,Comandante,IT2023_006,,
2024,PDD,BSAM,Silvio Orlando,N,1957,67,M,Il sol dell'avvenire,IT2023_005,,
2024,PDD,BD,Nanni Moretti,N,1953,71,M,Il sol dell'avvenire,IT2023_005,,
2024,PDD,BD,Matteo Garrone,A,1968,56,M,Io capitano,IT2023_002,,
2024,PDD,BSAM,Giorgio Colangeli,N,1949,75,M,C'è ancora domani,IT2023_001,,
2022,GOPO,BSAF,Maria Junghiețu,N,1956,66,F,Berliner,RO2021_003,,
2022,GOPO,BSAF,Rodica Mandache,N,1943,79,F,Luca,RO2021_010,,
2023,GOPO,BSAM,Vasile Muraru,A,1956,67,M,Oameni de treabă,RO2022_026,,
2023,GOPO,BSAF,Emilia Popescu,N,1966,57,F,Marocco,RO2022_020,,
2024,GOPO,BSAM,Mimi Brănescu,N,1974,50,M,Boss,RO2023_010,,
2024,GOPO,BSAM,Șerban Pavlu,N,1974,50,M,Nu asteaptă prea mult de la sfârșitul lumii,RO2023_012,,
2024,GOPO,BSAF,Coca Bloos,N,1946,78,F,Încă două lozuri,RO2023_006,,
2024,GOPO,BSAF,Mirela Oprișor,N,1973,51,F,Libertate,RO2023_007,,
2024,GOPO,BSAF,Dorina Lazăr,N,1940,84,F,Nu asteaptă prea mult de la sfârșitul lumii,RO2023_012,,
2021,GOPO,BSAM,Lucian Ifrim,N,1969,52,M,Urma,RO2020_005,,
2021,GOPO,BSAM,Miograd Mladenovic,N,1964,57,M,Ivana cea mai groaznică,RO2020_006,,
2021,GOPO,BSAF,Eluira Deatcu,A,1972,49,F,5 minute,RO2020_008,,
2020,GOPO,BSAF,Coca Bloos,N,1946,74,F,Zavera,RO2019_017,,
2020,GOPO,BSAF,Julieta Szonyi,N,1949,71,F,La gomera,RO2019_004,,
2019,GOPO,BSAM,Victor Rebengiuc,N,1933,86,M,Charleston,RO2018_006,,
2019,GOPO,BSAM,Alexandru Dabija,A,1955,64,M,Îmi este indiferent dacă în istorie vom intra ca barbari,RO2018_005,,
2019,GOPO,BSAF,Rodica Negrea,N,1956,63,F,Moon Hotel Kabul,RO2018_012,,
2019,GOPO,BSAF,Dana Dogaru,N,1953,66,F,Moromeții 2,RO2018_001,,
2019,GOPO,BSAF,Oana Pellea,N,1962,57,F,Moromeții 2,RO2018_001,,
2018,GOPO,BSAM,Lucian Ifrim,N,1969,49,M,Aniversarea,RO2017_017,,
2018,GOPO,BSAF,Carmen Tănase,N,1961,57,F,"Ana, mon amour",RO2017_005,,
2018,GOPO,BSAF,Simona Bondoc,N,1933,85,F,Aniversarea,RO2017_017,,
2018,GOPO,BSAF,Ana Ciontea,N,1959,59,F,Marița,RO2017_011,,
2017,GOPO,BSAM,Adrian Titieni,N,1963,54,M,Ilegitim,RO2016_005,,
2017,GOPO,BSAM,Sorin Medeleni,N,1952,65,M,Sieranevada,RO2016_003,,
2017,GOPO,BSAM,Petru Ciubotaru,N,1939,78,M,Bacalaureat,RO2016_002,,
2017,GOPO,BSAF,Ana Ciontea,A,1959,58,F,Sieranevada,RO2016_003,,
2017,GOPO,BSAF,Tatiana Iekel,N,1932,85,F,Sieranevada,RO2016_003,,
2017,GOPO,BSAF,Viorica Geantă Chelbea,N,1958,59,F,Miracolul din Tekir,RO2016_015,,
2016,GOPO,BSAM,Alexandru Dabija,A,1955,61,M,Aferim!,RO2015_001,,
2016,GOPO,BSAF,Tatiana Iekel,N,1932,84,F,Un etaj mai jos,RO2015_008,,
2016,GOPO,BSAF,Dorina Lazăr,N,1940,76,F,București non stop,RO2015_006,,
2015,GOPO,BSAM,Virgil Ogășanu,A,1940,75,M,Quod Erat Demonstrandum,RO2014_011,,
2015,GOPO,BSAM,Răzvan Vasilescu,N,1954,61,M,#Selfie,RO2014_001,,
2015,GOPO,BSAF,Monica Ghiuță,N,1940,75,F,"O poveste de dragoste, Lindenfeld",RO2014_010,,
2015,GOPO,BSAF,Tora Vasilescu,N,1951,64,F,Quod Erat Demonstrandum,RO2014_011,,
2024,MMD,BSAM,László Gálffi,A,1952,72,M,Semmelweis,HU2023_001,,
2024,MMD,BSAM,Zsolt László,N,1965,59,M,Hadik,HU2023_004,,
2023,MMD,BSAM,Lajos Ottó Horváth,N,1963,60,M,Magasságok és mélységek,HU2022_008,,
2023,MMD,BSAM,Szabolcs Thuróczy,A,1971,52,M,Larry,HU2022_001,,
2023,MMD,BSAM,Tibor Gáspár,N,1957,66,M,Blokád,HU2022_003,,
2023,MMD,BSAF,Ildikó Tóth,A,1966,57,F,Blokád,HU2022_003,,
2021,MMD,BSA,Géza D. Hegedűs,N,1953,68,M,Pesti balhé,HU2020_001,,
2021,MMD,BSA,Szabolcs Thuróczy,N,1971,50,M,Így vagy tökéletes,HU2021_010,,
2019,MMD,BSAM,József Gyabronka,N,1953,66,M,Lajkó – Cigány az űrben,HU2018_008,,
2019,MMD,BSAM,Zsolt Kovács,N,1951,68,M,Rossz versek,HU2018_003,,
2019,MMD,BSAF,Lili Monori,A,1945,74,F,Rossz versek,HU2018_003,,
2019,MMD,BSAF,Enikő Börcsök,N,1968,51,F,"A hentes, a kurva és a félszemű",HU2018_011,,
2018,MMD,BSAM,István Znamenák,A,1966,52,M,Az állampolgár,HU2017_010,,
2018,MMD,BSAM,Tamás Jordán,N,1943,75,M,Testről és lélekről,HU2017_004,,
2018,MMD,BSAF,Itala Békés,N,1927,91,F,Testről és lélekről,HU2017_004,,
2018,MMD,BSAF,Adél Kováts,N,1962,56,F,Budapest Noir,HU2017_007,,
2018,MMD,BSAF,Mari Nagy,N,1961,57,F,1945,HU2017_008,,
2017,MMD,BSAM,Géza D. Hegedűs,N,1953,64,M,Halj már meg!,HU2016_011,,
2017,MMD,BSAM,Zsolt László,N,1965,52,M,Kút,HU2016_007,,
2017,MMD,BSAF,Dorottya Udvaros,N,1954,63,F,Kút,HU2016_007,,
2016,MMD,BSAM,János Kulka,A,1958,58,M,Félvilág,HU2016_009,,
2016,MMD,BSAM,János Bán,N,1955,61,M,"Liza, a rókatündér",HU2015_002,,
2016,MMD,BSAM,Antal Cserna,N,1963,53,M,"Liza, a rókatündér",HU2015_002,,
2016,MMD,BSAM,László Gálffi,N,1952,64,M,Utóélet,HU2014_006,,
2016,MMD,BSAF,Eszter Csákányi,A,1953,63,F,Utóélet,HU2014_006,,
2016,MMD,BSAF,Piroska Molnár,N,1945,71,F,"Liza, a rókatündér",HU2015_002,,
2022,GOPO,BAM,Adrian Titieni,N,1963,59,M,Tata mută munții,RO2021_016,RO2021_016_01,
2022,GOPO,BAM,Mircea Andreescu,N,1939,83,M,După 40 de zile,RO2021_007,RO2021_007_01,
2024,GOPO,BAM,Soliman Cruz,N,1963,61,M,Spre Nord,RO2023_016,RO2023_016_01,
2024,GOPO,BAFE,Diana Gheorghian,N,1960,64,F,Dark Ages,RO2023_028,RO2023_028_01,
2021,GOPO,BAM,Mihai Călin,A,1968,53,M,5 minute,RO2020_008,RO2020_008_01,
2021,GOPO,BAM,Teodor Corban,N,1957,64,M,Urma,RO2020_005,RO2020_005_01,
2020,GOPO,BAM,Gheorghe Visu,N,1951,69,M,Heidi,RO2019_013,RO2019_013_01,
2020,GOPO,BAM,Radu Botar,N,1963,57,M,Cardinalul,RO2019_006,RO2019_006_01,
2020,GOPO,BAM,Răzvan Vasilescu,N,1954,66,M,MO ,RO2019_008,RO2019_008_01,
2019,GOPO,BAM,Valeriu Andriuță,N,1967,52,M,Dragoste 1. Câine,RO2018_014,RO2018_014_01,
2019,GOPO,BAM,Horațiu Mălăele,N,1952,67,M,Moromeții 2,RO2018_001,RO2018_001_01,
2017,GOPO,BAM,Gheorghe Visu,A,1951,66,M,Câini,RO2016_004,RO2016_004_01,
2017,GOPO,BAM,Adrian Titieni,N,1963,54,M,Bacalaureat,RO2016_002,RO2016_002_01,
2017,GOPO,BAFE,Dana Dogaru,A,1984,64,F,Sieranevada,RO2016_003,RO2016_003_01,
2016,GOPO,BAM,Teodor Corban,A,1957,59,M,Aferim!,RO2015_001,RO2015_001_01,
2015,GOPO,BAM,Mark Strong,N,1963,52,M,Closer to the moon,RO2014_004,RO2014_004_01,
2015,GOPO,BAM,Serge Riaboukine,N,1957,58,M,Cripta,RO2014_015,RO2014_015_01,
2015,GOPO,BAFE,Victoria Cociaș,N,1957,58,F,"O poveste de dragoste, Lindenfeld",RO2014_010,RO2014_010_02,
2024,MMD,BAM,László Szacsvay ,N,1947,77,M,Valami madarak,HU2023_016,HU2023_016_01,
2024,MMD,BAM,Zsolt Trill ,N,1972,52,M,Hadik,HU2023_004,HU2023_004_01,
2023,MMD,BAM,Zoltán Seress,A,1962,61,M,Blokád,HU2022_003,HU2022_003_01,
2022,MMD,BAM,Szabolcs Thuróczy,N,1971,51,M,"Szia, Életem!",HU2022_002,HU2022_002_01,
2022,MMD,BAM,Károly Eperjes,N,1954,68,M,Magyar Passió,HU2021_009,HU2021_009_01,
2022,MMD,BAM,János Kulka,A,1958,64,M,A játszma,HU2022_007,HU2022_007_01,
2021,MMD,BAM,Tibor Gáspár,A,1957,64,M,A feltaláló,HU2020_005,HU2020_005_01,
2019,MMD,BAM,Géza D. Hegedűs,A,1953,66,M,"A hentes, a kurva és a félszemű",HU2018_011,HU2018_011_01,
2018,MMD,BAM,Péter Rudolf,A,1959,59,M,1945,HU2017_008,HU2017_008_01,
2018,MMD,BAM,Géza Morcsányi,N,1952,66,M,Testről és lélekről,HU2017_004,HU2017_004_01,
2018,MMD,BAFE,Ágnes Máhr,N,1952,66,F,Az állampolgár,HU2017_010,HU2017_010_02,
2018,MMD,BAFE,Ildikó Tóth,N,1966,52,F,Aurora Borealis: Északi fény,HU2017_006,HU2017_006_02,
2017,MMD,BAM,Brian Cox,N,1946,71,M,The Carer,GB2016_027,GB2016_027_04,
2017,MMD,BAM,András Kern,N,1948,69,M,Gondolj rám,HU2016_005,HU2016_005_01,
2017,MMD,BAFE,Enikő Eszenyi,N,1961,56,F,Gondolj rám,HU2016_005,HU2016_005_02,
2017,MMD,BAFE,Adél Kováts,N,1962,55,F,Halj már meg!,HU2016_011,HU2016_011_01,
2016,MMD,BAM,Tibor Gáspár,N,1957,59,M,Anyám és más futóbolondok a családból,HU2015_004,HU2015_004_02,
2016,MMD,BAM,János Kulka,N,1958,58,M,Swing,HU2014_002,HU2014_002_02,
2016,MMD,BAFE,Juli Básti,N,1957,59,F,Anyám és más futóbolondok a családból,HU2015_004,HU2015_004_01,
2019,EFA,BAM,Antonio Banderas,A,1960,59,M,Dolor y Gloria,ES2019_003,ES2019_003_01,
2018,EFA,BAM,Rupert Everett,N,1959,59,M,The Happy Prince,DE2018_054,DE2018_054_01,
2022,GOPO,BD,Bogdan George Apetri,N,1976,46,M,Neidentificat,RO2021_011,,
2022,GOPO,BD,Radu Jude,N,1977,45,M,Babardeală cu bucluc sau porno balamuc,RO2021_001,,
2022,GOPO,BD,Ruxandra Ghițescu,N,1981,41,F,Otto Barbarul,RO2021_012,,
2023,GOPO,BD,Alina Grigore,N,1984,39,F,Crai Nou,RO2022_008,,
2023,GOPO,BD,Monica Stan,N,1992,31,F,Imaculat,RO2022_015,,
2023,GOPO,BD,George Chiper Lillemark,N,1979,44,M,Imaculat,RO2022_015,,
2023,GOPO,BD,Alexandru Belc,N,1980,43,M,Metronom,RO2022_021,,
2023,GOPO,BD,Bogdan George Apetri,N,1976,47,M,Miracol,RO2022_023,,
2023,GOPO,BD,Paul Negoescu,A,1984,39,M,Oameni de treabă,RO2022_026,,
2024,GOPO,BD,Bogdan Mirică,N,1978,46,M,Boss,RO2023_010,,
2024,GOPO,BD,Tudor Giurgiu,A,1972,52,M,Libertate,RO2023_007,,
2024,GOPO,BD,Cristi Puiu,N,1967,57,M,MMXX,RO2023_015,,
2024,GOPO,BD,Radu Jude,N,1977,47,M,Nu asteaptă prea mult de la sfârșitul lumii,RO2023_012,,
2024,GOPO,BD,Mihai Mincan,N,1980,44,M,Spre Nord,RO2023_016,,
2021,GOPO,BD,Alexander Nanau,A,1979,42,M,Colectiv,RO2020_002,,
2021,GOPO,BD,Ivana Mladenovic,N,1983,38,F,Ivana cea mai groaznică,RO2020_006,,
2021,GOPO,BD,Radu Jude,N,1977,44,M,Tipografic majuscul,RO2020_004,,
2020,GOPO,BD,Adina Pintilie,N,1980,40,F,Touch me not,RO2019_021,,
2020,GOPO,BD,Cătălin Mitulescu,N,1972,48,M,Heidi,RO2019_013,,
2020,GOPO,BD,Corneliu Porumboiu,A,1974,46,M,La gomera,RO2019_004,,
2020,GOPO,BD,Marius Olteanu,N,1979,41,M,Monștrii,RO2019_010,,
2019,GOPO,BD,Andrei Cretulescu,N,1974,45,M,Charleston,RO2018_006,,
2019,GOPO,BD,Flroin Șerban,N,1975,44,M,Dragoste 1. Câine,RO2018_014,,
2019,GOPO,BD,Radu Jude,N,1977,42,M,Îmi este indiferent dacă în istorie vom intra ca barbari,RO2018_005,,
2019,GOPO,BD,Stere Gulea,N,1943,76,M,Moromeții 2,RO2018_001,,
