person_id,person_name,birth_year,death_year,gender
,Salim Daw,1950,,M
 ,Salimata Kamate,1964,,F
,Sally Harrison,1951,,F
,Sally Potter,1949,,F
,Salvatore Borghese,1937,,M
 ,Salvatore Cantalupo,1959,,M
 ,Salvatore Ficarra,1971,,M
 ,Salvatore La Mantia,1954,,M
 ,Salvatore Mereu,1965,,M
 ,Salvatore Misticone,1945,,M
 ,Salvatore Piscicelli,1948,,M
,Sam Fell,1965,,M
 ,Samad Zarmandili,1973,,M
 ,Samantha Bond,1961,,M
 ,Sam Hobkinson,,,M
 ,Sami Frey,1937,,M
,Samia Rhaiem,1955,,F
 ,Sami Bouajila,1966,,M
 ,Samira Sedira,1964,,F
 ,Samir Guesmi,1967,,M
,Samir Nasr,1968,,M
 ,Sam Karmann,1953,,M
 ,Sam Louwyck,1966,,M
 ,Sam Mendes,1965,,M
 ,Sammy McIlroy,1954,,M
 ,Sam Neill,1947,,M
 ,Samuel Benchetrit,1973,,M
 ,Samuel Bigiaoui,,,M
 ,Samuel Churin,1965,,M
,Samuel Finzi,1966,,M
,Samuel Jouy,1973,,M
 ,Samuele Rossi,1984,,M
,Samy Naceri,1961,,M
,Sándor Buglya,1945,,M
,Sándor Csoma,1985,,M
,Sándor Gáspár,1956,,M
,Sandor Jesse,1953,,M
,Sándor Kardos,1944,,M
,Sándor Köleséri,1972,,M
,Sándor Lukács,1947,,M
,Sándor Sőth,1964,,M
,Sándor Terhes,1961,,M
,Sándor Téri,1953,,M
,Sándor Tóth,1966,,M
,Sándor Zsótér,1961,,M
,Sándorné Tar,,,F
,Sandra Alberti,1955,,F
 ,Samuel Labarthe,1962,,M
,Samuel Maoz,1962,,M
 ,Samuel Tourneux,,,M
 ,Sandra Bullock,1964,,F
 ,Sandra Ceccarelli,1967,,F
 ,Sandra Collodel,1963,,F
,Sandra Dickinson,1948,,F
,Sandra Ellis Lafferty,1940,,F
 ,Sandra García,,,
,Sandra Kaudelka,,,F
 ,Sandra Milo,1933,2024,F
,Sandra Nettelbeck,1966,,F
,Sandra Prechtel,1969,,F
 ,Sandrine Bonnaire,1967,,F
 ,Sandrine Dumas,1963,,F
 ,Sandrine Kiberlain,1968,,F
 ,Sandro Lombardi,1951,,M
,Sandy Martin,1949,,F
,Sanjeev Bhaskar,1963,,M
 ,Santi Ugalde,1959,,M
,Santiago Aguilar,1959,,M
,Santiago Auserón,1954,,M
 ,Santiago Mitre,1980,,M
 ,Santiago Requejo,,,M
 ,Santiago Segura,1965,,M
 ,Santiago Solera,,,M
,Santiago Ziesmer,1953,,M
,Saphia Azzeddine,1979,,F
 ,Santi Amodeo,1969,,M
 ,Santi Prego,1962,,M
,Santi Trullenque,1974,,M
 ,Sara Bertelà,1966,,F
,Sara Stewart,1966,,F
,Sara Sugarman,1962,,F
,Sarah Blaßkiewitz,,,F
,Sarah Boberg,1966,,F
,Sarah Camp,1946,,F
,Sarah Crowden,1955,,F
 ,Sarah Lancashire,1964,,F
 ,Sarah Suco,1981,,F
 ,Sarah Woodward,1963,,F
,Saralisa Volm,1985,,F
,Sarolta Zalatnay,1947,,F
 ,Šarūnas Bartas,1964,,M
,Saskia Walker,1970,,F
 ,Sebastián Haro,1964,,M
,Sebastian Heinzel,1979,,M
,Sebastian Ko,1971,,M
 ,Sebastiano d'Ayala Valva,1978,,M
 ,Sebastiano Mauri,1972,,M
 ,Sebastiano Somma,1960,,M
,Sébastien Bailly,1968,,M
 ,Sébastien Betbeder,1975,,M
 ,Sébastien Blemon,,,M
 ,Sébastien Daguerressar,,,M
 ,Sébastien Majonchi,,,M
 ,Sébastien Marnier,1977,,M
 ,Secun de la Rosa,1969,,M
,Selica Torcal,1932,,F
,Sema Poyraz,1950,,F
,Selva Alemán,1944,2024,F
,Semra Üysallar,1953,,F
,Senka Kolozova,1947,,F
,Senta Berger,1941,,F
,Sepp Herberger,1897,1977,M
,Sepp Schauer,1949,,M
,Șerban Georgescu,1967,,M
,Șerban Georgevici,1967,,M
 ,Serena Grandi,1958,,F
 ,Serge Avédikian,1955,,M
 ,Serge Avédikian,1955,,M
 ,Serge Biavan,1966,,M
,Serge Blazevic,,,M
 ,Serge Bozon,1972,,M
,Serge Dorny,1962,,M
 ,Serge Faliu,1966,,M
,Serge Feuillard,,,M
,Serge Kribus,1962,,M
,Serge Larivière,1957,2018,M
 ,Serge Steyer,1961,,M
,Sergei Loznitsa,1964,,M
,Sergey Russkin,1955,,M
 ,Serge Merlin,1932,,M
 ,Serge Moati,1946,,M
 ,Serge Papagalli,1947,,M
,Serge Pey,1950,,M
 ,Serge Riaboukine,1957,,M
 ,Sergi López,1965,,M
 ,Sergio Bini Bustric,1953,,M
 ,Sergio Castellitto,1953,,M
,Sergio Delfino,,,M
,Sergio Dow,,,M
 ,Sergio Leone,1963,,M
,Sergio Oksman,1970,,M
 ,Sergio Pablos,1970,,M
 ,Sergio Pierattini,1958,,M
 ,Sergio Romano,1965,,M
 ,Sergio Rubini,1959,,M
,Sergio Salvati,1934,,M
 ,Sergio Stivaletti,1957,,M
 ,Sergio Vastano,1952,,M
,Sergiu Finiti,1952,,M
,Sergiu Prodan,1963,,M
,Serpil Turhan,,,F
,Serra Yilmaz,1954,,F
 ,Serra Yilmaz,1954,,F
,Seth Barrish,1959,,M
,Seylan Baxter,1968,,F
,Shabana Azmi,1950,,F
,Shamsher Singh,,,M
 ,Shane MacGowan,1957,2023,M
,Sharon von Wietersheim,1959,,F
,Shaun Prendergrast,1958,,M
,Sheila Hancock,1933,,F
,Sheila McCarthy,1956,,M
,Sheila Reid,1937,,F
,Shekhar Kapur,1945,,M
 ,Shelomo Selinger,1928,,M
,Sherry Hormann,1960,,F
,Shigeko Sugihara,,,F
,Shirel Peleg,1985,,F
,Shirin Neshat,1957,,F
,Shôjirô Nishimi,1965,,M
 ,Shel Shapiro,1943,,M
 ,Shozo Awazu,1923,,M
 ,Shulamit Adar,,,F
 ,Siân A. Williams,,,F
,Sian Astor-Lewis,,,F
 ,Siân Phillips,1933,,F
,Sian Thomas,1953,,F
,Sibylle Berg,1962,,F
,Sibylle Canonica,1957,,F
 ,Sid Ahmed Agoumi,1940,,M
,Sid Sadowskyj,,,M
 ,Sidse Babett Knudsen,1968,,F
,Siegfried Rosenau,1954,2024,M
,Sigfrid Monleón,1964,,M
 ,Sigi Zimmerschied,1953,,M
,Sigrid Faltin,1956,,F
,Siir Eloglu,1965,,F
 ,Silvana Bosi,1934,2020,F
 ,Silvana Costa,,,F
 ,Silvana Fallisi,1954,,F
 ,Silvano Campeggi,1923,2018,M
,Silverio Palacios,1967,,M
 ,Silvia Brunelli,1988,,F
 ,Silvia Carobbio,1991,,F
 ,Silvia Casanova,1933,,F
 ,Silvia Monga,1972,,F
,Silvia Munt,1957,,F
 ,Silvia Rey Canudo,,,F
,Silvie Laguna,1956,,F
 ,Silvio Orlando,1957,,M
 ,Silvio Rodríguez,1946,,M
 ,Sim,1926,,M
,Simcha Applebaum,1927,,F
 ,Simon Abkarian,1962,,M
 ,Simon Stone,1984,,M
,Simon Verhoeven,1972,,M
,Simon West,1961,,M
,Simona Bondoc,1933,,F
 ,Simona Bosco Ruggeri,1987,,F
,Simona Popescu,1965,,F
 ,Simón Andreu,1941,,M
,Simon Anthony,,,M
,Simon Callow,1949,,M
,Simon Chandler,1953,,M
,Simon Cox,,,M
,Simon Curtis,1960,,M
,Simon Davison,,,M
,Simon Fellows,,,M
 ,Simone Amendola,,,M
 ,Simone Andri,,,M
 ,Simone Catania,1984,,M
,Simone Geißler,,,F
 ,Simone Godano,1977,,M
 ,Simone Petralia,1988,,M
,Simone Scafidi,1978,,M
 ,Simone Spada,1973,,M
,Simone Tassimot,,,F
,Sinai Peter,1954,,M
 ,Simon Kunz,1962,,M
,Simon Le Bon,1958,,M
,Simon McBurney,1957,,M
,Simon Rouse,1951,,M
,Simon Rumley,1968,,M
,Simon Russell Beale,1961,,M
,Simon Schama,1945,,M
 ,Simon Shepherd,1956,,M
 ,Simon Sheridan,,,M
,Simon Slater,1959,,M
,Simon Sprackling,1960,,M
 ,Siobhan MacGowan,1963,,F
,Siobhan Redmond,1959,,F
,Sissy Höfferer,1955,,F
 ,Sköld Peter Matthis,1937,2021,M
 ,Slimane Dazi,1960,,M
 ,Smaïn Faïrouze,1958,,M
,Sobo Swobodnik,1966,,M
 ,Sofía Quirell,,,F
,Soledad Osorio,,,F
,Sonam Tseten,,,M
 ,Sonia Bergamasco,1966,,F
,Sonja Heiss,1976,,F
,Sönke Wortmann,1959,,M
,Sonny Laguna,1983,,M
,Sonsoles Benedicto,1942,,F
,Sonya Winterberg,1970,,F
,Soogi Kang,1957,,F
,Sophia Lamar,1955,,TF
 ,Sophia Loren,1934,,F
,Sophie Arlot,,,F
,Sophie Bredier,1970,,F
,Sophie Broustal,1967,,F
 ,Sophie Duez,1962,,F
,Sophie Fillières,1964,2023,F
 ,Sophie Forte,1964,,F
 ,Sophie Guillemin,1977,,F
,Sophie Hyde,1977,,F
,Sophie Kluge,1983,,F
,Sophie Linnenbaum,1986,,F
 ,Sophie Marceau,1966,,F
 ,Sophie Mounicot,1960,,F
 ,Sophie Robert,1967,,F
,Sophie Robinson,,,F
,Sophie Rois,1961,,F
,Sorcha Cusack,1949,,F
,Søren Malling,1964,,M
,Sorin Cociș,1966,,M
,Sorin Francu,,,M
,Sorin Mihai Vasilescu,1955,,M
,Sorin Tofan,1969,,M
 ,Sotigui Kouyaté,1936,,M
 ,Souad Amidou,1959,,F
,Souad Faress,1948,,F
 ,Srinath Samarasinghe,1978,,M
 ,Stanislas Merhar,1971,,M
 ,Stanley Townsend,1961,,M
 ,Stanley Tucci,1960,,M
,Steeve Calvo,,,M
 ,Stefan Colomb,,,M
,Ștefan Constantinescu,1968,,M
,Stefan Denolyubov,1968,,M
 ,Stefan Godin,1960,,M
,Stefan Kolosko,1968,,M
,Stefan Kurt,1959,,M
 ,Stefania Capobianco,1986,,F
 ,Stefania Casini,1948,,F
 ,Stefania Sandrelli,1946,,F
 ,Stefan Liberski,1951,,M
,Stefan Lochau,1960,,M
,Ștefan Mandachi,1986,,M
,Stefan Merki,1963,,M
,Ștefan Pătrașcu,,,M
,Stefan Ravasz,,,M
,Stefan Ruzowitzky,1961,,M
,Stefan Walz,1963,,M
,Stefan Westerwelle,1980,,M
 ,Stefano Abbati,1955,,M
 ,Stefano Amatucci,,,M
 ,Stefano Ambrogi,1960,,M
 ,Stefano Anselmi,1974,,M
 ,Stefano Boeri,1956,,M
 ,Stefano Calvagna,1970,,M
 ,Stefano Cipani,1986,,M
 ,Stefano Collizzolli,1983,,M
 ,Stefano Giacomuzzi,2000,,M
 ,Stefano Masciarelli,1958,,M
 ,Stefano Mordini,1968,,M
 ,Stefano Pesce,1967,,M
 ,Stefano Santamato,1989,,M
 ,Stefano Santospago,1954,,M
 ,Stefano Sardo,1972,,M
 ,Stefano Sollima,1966,,M
 ,Stefano Usardi,1977,,M
 ,Stefano Veneruso,1968,,M
 ,Stefano Vito Bicocchi,1957,,M
,Steffen König,,,M
,Steffen Scheumann,1961,,M
,Steffen Weinert,1975,,M
,Stelian Tănase,1952,,M
,Stella Gonet,1960,,F
,Stella Maris Santo,,,F
,Stella McCusker,1942,,F
 ,Stellan Skarsgård,1951,,M
,Stelu Enache,1967,,M
,Stéphan Archinard,1973,,M
 ,Stephan Balay,1972,,M
,Stephan Baumecker,1961,,M
,Stephan Benson,1964,,M
,Stephan Bergmann,1980,,M
,Stephan Bissmeier,1956,,M
,Stephan Schad,1964,,M
 ,Stéphane Batut,1968,,M
 ,Stéphane Ben Lahcene,1971,,M
,Stéphane Bern,1963,,M
,Stéphane Boucher,1958,,M
 ,Stéphane Brizé,1966,,M
 ,Stéphane De Groodt,1966,,M
 ,Stéphane Demoustier,1977,,M
 ,Stéphane Foenkinos,1968,,M
 ,Stéphane Freiss,1960,,M
 ,Stéphane Guillon,1963,,M
 ,Stéphane Manchematin,,,M
,Stéphane Mercurio,1963,,F
,Stephane Riethauser,1972,,M
,Stéphanie Gillard,1973,,F
 ,Stephen Boxer,1950,,M
,Stephen Cookson,,,M
 ,Stephen Dillane,1957,,M
,Stephen Frears,1941,,M
,Stephen Fry,1957,,M
,Stephen Hawking,1942,2018,M
,Stephen Kinzer,1951,,M
 ,Stephen McHattie,1947,,M
,Stephen Rashbrook,1958,,M
 ,Stephen Rea,1946,,M
 ,Stephen Warbeck,1953,,M
,Stere Gulea,1943,,M
,Steve Bacic,1965,,M
 ,Steve Bannon,1953,,M
,Steve Blum,1960,,M
 ,Steve Bruce,1960,,M
,Steve Buscemi,1957,,M
 ,Steve Coogan,1965,,M
,Steve Garti,,,M
,Steve Hajdu,1971,,M
 ,Steve Huison,1962,,M
,Steve Jones,1955,,M
,Steve Karier,1961,,M
,Steve Kelly,,,M
,Steve McCurry,1950,,M
,Steve McLean,,,M
,Steve Steen,1954,,M
,Steve Stevens,1965,,M
,Steven Eastwood,,,M
,Steven Lewis Simpson,,,M
 ,Steven Pacey,1957,,M
,Steven Quale,1965,,M
,Stevie Wonder,1950,,M
,Stewart Sparke,,,M
,Stian Andersen,,,M
,Stig Björkman,1938,,M
 ,Sting,1951,,M
,Storm Thorgerson,1944,2013,M
,Su McLaughlin,,,F
 ,Sudha Bhuchar,1961,,F
,Sude Dönmez,1960,,F
 ,Sudha Bhuchar,1961,,F
 ,Sue Flack,1962,,F
,Sue Johnston,1943,,F
,Sue Roderick,1955,,F
,Suggs,1961,,M
 ,Suhaib Gasmelbari,1979,,M
,Suly Röthlisberger,1949,,F
,Sunnyi Melles,1958,,F
,Susan Angelini,,,F
,Susan Gluth,1968,,F
,Susan Gordanshekan,1978,,F
,Susan Penhaligon,1949,,F
 ,Susana Lastreto,,,F
 ,Susanna della Sala,1987,,F
 ,Susanna Nicchiarelli,1975,,F
,Susanna Zeltinger-Lehmköster,1958,,F
,Susanne Bohlmann,1978,,F
,Susanne Bredehöft,1957,,F
,Susanne Kröger,,,F
,Susanne Petz,,,F
,Susanne Sachße,1965,,F
 ,Susi Sánchez,1955,,F
 ,Susy Laude,1976,,F
 ,Suzanne Clément,1969,,F
 ,Suzanne Flon,1918,,F
 ,Suzanne Lindon,2000,,F
,Suzanne von Borsody,1957,,F
,Suzi Quatro,1950,,F
,Sven Halfar,1972,,M
,Sven Marquardt,1962,,M
,Sven O. Hill,1975,,M
 ,Sven Unterwaldt Jr.,1965,,M
,Sven-Eric Bechtolf,1957,,M
 ,Svetlana Alpers,1936,,F
 ,Swen de Pauw,1979,,M
,Swetlana Schönfeld,1951,,F
,Sybille J. Schedwill,1963,,F
 ,Sydne Rome,1951,,F
 ,Sydney Sibilia,1981,,M
,Sylke Enders,1965,,F
 ,Sylvain Desclous,1973,,M
 ,Sylvain Labrosse,,,M
,Sylvain Marcel,1964,,M
 ,Sylvain Thirolle,,,M
,Sylvester Groth,1958,,M
 ,Sylvester McCoy,1943,,M
,Sylvia Redlich,,,F
,Sylvia Sims,1934,2023,F
 ,Sylvie Audcoeur,,,F
 ,Sylvie Granotier,1951,,F
,Sylvie Gravagna,1964,,F
 ,Sylvie Joly,1934,,F
 ,Sylvie Ohayon,1970,,F
 ,Sylvie Testud,1971,,F
 ,Sylvie Vartan,1944,,F
,Szabolcs Bede-Fazekas,1966,,M
,Szabolcs Fazakas,,,M
,Szabolcs Hajdu,1972,,M
,Szabolcs Mosonyi,1970,,M
,Szabolcs Thuróczy,1971,,M
,Szilárd Bernáth,1986,,M
,Szilárd Matusik,1984,,M
,Szilvia Dallos,1935,,F
,Tacey Adams,,,F
,Tacho González,1961,,M
,Tadashi Endo,1947,,M
,Taghi Amirani,1960,,M
,Takeshi Kitano,1947,,M
,Tali Shalom-Ezer,1978,,F
,Tama Tobias-Macht,1982,,F
,Tamara Böhning,,,F
,Tamara Yatsenko,1955,,F
,Tamás Almási,1948,,M
,Tamás Andor,1937,,M
,Tamás Babos,1968,,M
,Tamás Buvári,1968,,M
,Tamás Csikány,1958,,M
,Tamás Farkas,1951,,M
,Tamás Jakab,1961,,M
,Tamás Jordán,1943,,M
,Tamás Szalma,1958,,M
,Tamás Yvan Topolánszky,1987,,M
,Tamsin Greig,1966,,F
,Tania Filip,1959,,F
,Tanja Schmidbauer,,,M
 ,Tanya Lopert,1942,,F
,Tanya Myers,,,F
,Tapa Sudana,1945,,M
,Tara Fitzgerald,1967,,F
 ,Taraji P. Henson,1970,,F
 ,Tarek Boudali,1979,,M
,Taru Devani,1951,,F
 ,Tarzan Nasser,1988,,M
 ,Tassadit Mandi,1954,,F
,Tatán,1954,,M
 ,Tatiana Winteler,1952,,F
,Tatja Seibt,1944,,F
,Tatjana Clasing,1964,,F
,Tatyana Markhel,1939,,F
,Tavi Colen,1967,,M
,Tawfik Bahri,1952,2021,M
 ,Tchéky Karyo,1953,,M
 ,Teco Celio,1952,,M
,Tedy Necula,1989,,M
 ,Telmo Esnal,1966,,M
 ,Teo Uriarte,1945,,M
,Teodor Corban,1957,2022,M
,Teodora Mareș,1962,,F
,Teodóra Uhrik,1943,,F
 ,Terele Pávez,1939,2017,F
,Terence Davies,1945,2023,M
,Terence Harvey,1944,2017,M
 ,Terence Hill,1939,,M
 ,Terence Stamp,1938,,M
,Teresa Berganza,1933,2022,F
,Teresa del Olmo,,,F
,Teresa Gimpera,1936,2024,F
,Teresa Harder,1963,,F
,Teresa Lozano,1944,,F
,Teresa Rabal,1952,,F
,Teresa Ramón,1945,,F
 ,Teresa Sala,1987,,F
,Teréz Csombor,1956,2025,F
,Teri Tordai,1941,,F
,Terry Abraham,,,M
 ,Terry Gilliam,1940,,M
,Terry Ilott,1945,2019,M
 ,Terry Jones,1942,,M
,Terry Loane,,,M
,Terry O'Neill,1938,2019,M
,Tessa Göttlicher,,,F
,Tetsuya Chiba,1939,,M
 ,Thaddaeus Ropac,1960,,M
,The Dalai Lama,1935,,M
 ,Thémis Pánou,1960,,M
 ,Théo Court,1980,,M
 ,Théo Hakola,1954,,M
 ,Théo Légitimus,1929,,M
,Théophile Sowié,1960,2021,M
,Theresa von Eltz,1978,,F
,Therese Affolter,1951,,F
,Therese Dürrenberger,1944,,F
,Therese Hämer,1962,,F
,Therese Koppe,1985,,F
 ,Thibault de Montalembert,1962,,M
 ,Thibault Segouin,,,M
 ,Thierry Dechilly,,,M
 ,Thierry Demaizière,1959,,M
 ,Thierry de Peretti,1970,,M
 ,Thierry Frémont,1962,,M
 ,Thierry Gimenez,,,M
 ,Thierry Godard,1967,,M
 ,Thierry Hancisse,1962,,M
 ,Thierry Lhermitte,1952,,M
 ,Thierry Nenez,1956,,M
 ,Thierry Rousset,1967,,M
 ,Thierry Toscan,1958,,M
 ,Thitia Marquez,1987,,F
,Thomas Bading,1959,,M
 ,Thomas Bidegain,1968,,M
 ,Thomas Bornot,1973,,M
,Thomas Brasch,1945,2001,M
 ,Thomas Chabrol,1963,,M
,Thomas Clay,1979,,M
,Thomas Dehler,1961,,M
,Thomas Frickel,1954,,M
 ,Thomas Gilou,1955,,M
,Thomas Hardiman,,,M
,Thomas Heinze,1964,,M
,Thomas Heise,1955,2024,M
,Thomas Hermanns,1963,,M
,Thomas Hoepker,1936,2024,M
 ,Thomas Kautenburger,1961,,M
,Thomas Kollhoff,1955,,M
,Thomas Kopache,1945,,M
,Thomas Kress,1967,,F
,Thomas Kretschmann,1962,,M
 ,Thomas Kruithof,1976,,M
,Thomas Krutmann,1965,,M
,Thomas Kügel,1959,,M
 ,Thomas Lacoste,1972,,M
,Thomas Lawinky,1964,,M
,Thomas Loibl,1969,,M
,Thomas Mauch,1937,,M
,Thomas Mill,1957,,M
,Thomas Napper,1970,,M
 ,Thomas Ngijol,1978,,M
,Thomas Ostermeier,1968,,M
,Thomas Petruo,1956,,M
,Thomas Riedelsheimer,1963,,M
,Thomas Rohmer,1955,,M
,Thomas Sauerteig,1964,,M
,Thomas Schuch,1959,,M
,Thomas Schütte,1954,,M
,Thomas Schwendemann,1977,,M
,Thomas Stecher,1961,,M
,Thomas Stuber,1981,,M
,Thomas Thieme,1948,,M
,Thomas Sarbacher,1961,,M
 ,Thomas Trabacchi,1965,,M
,Thomas Vinterberg,1969,,M
,Thomas von Steinaecker,1977,,F
,Thorsten Merten,1963,,M
,Tía Juana la del Pipa,1948,,F
,Tibor Dusa,1970,,M
,Tibor Gáspár,1957,,M
,Tibor Pálffy,1967,,M
,Tibor Szervét,1958,,M
 ,Ticky Holgado,1944,,M
,Tien Shue,1950,,M
,Til Schweiger,1963,,M
 ,Tilda Swinton,1960,,F
,Till Endemann,1976,,M
,Till Huster,1958,,M
,Till Schauder,1971,,M
,Tilman König,1979,,F
,Tilmann Urbach,1961,,M
,Tilo Nest,1960,,M
,Tilo Prückner,1940,2020,M
,Tilo Schmitz,1959,,M
 ,Tim Ahern,1959,,M
,Tim Barlow,1936,2023,M
,Tim Bentick,1953,,M
,Tim Berrington,,,M
,Tim Clague,1973,,M
,Tim Dünschede,1984,,M
,Tim Fehlbaum,1982,,M
,Tim J. Henley,,,M
,Tim Leinhard,1960,,M
,Tim McInnerny,1956,,M
,Tim McMullan,1963,,M
,Tim Pigott-Smith,1946,2017,M
 ,Tim Roth,1961,,M
,Tim Trachte,1976,,M
,Tim Trageser,1969,,M
,Tim van Beveren,1961,,M
,Tim Wilde,1966,,M
,Timm Kröger,1985,,M
,Timo Jacobs,1974,,M
,Timon Modersohn,1978,,M
 ,Timothy Spall,1957,,M
 ,Tina Femiano,1943,,F
,Tina Gray,,,F
 ,Tina Sáinz,1945,,F
 ,Tina Sportolaro,1962,,M
,Tini Tüllmann,1977,,F
 ,Tinka Kurti,1932,,F
,Tito Montero,1978,,M
 ,Tito Valverde,1951,,M
,Titusz Kovács,1954,,M
 ,Tiziana Foschi,1964,,F
 ,Tiziana Schiavarelli,1960,,F
,Tobias Baumann,1974,,M
,Tobias Langhoff,1962,2022,M
,Tobias Lenel,1956,,M
,Tobias Moretti,1959,,M
,Tobias Morgenstern,1960,,M
,Tobias Streck,,,M
,Tobias Wiemann,1981,,M
,Toby Amies,1967,,M
,Toby Genkel,1970,,M
 ,Toby Jones,1966,,M
,Toby Sedgwick,1958,,M
 ,Togo Igawa,1946,,M
 ,Tom Wilkinson,1948,,M
,Tom Zahner,1956,,M
,Toma Enache,1970,,M
,Tomás del Estal,1967,,M
,Tomás Ocaña,1984,,M
 ,Tom Arnold,1959,,M
,Tom Barton-Humphreys,,,M
,Tom Conti,1941,,M
 ,Tomaso Pessina,1969,,M
 ,Tomatito,1958,,M
,Tomer Eshed,1977,,M
 ,Tom Courtenay,1937,,M
,Tom Cullen,1985,,M
,Tom Edmunds,,,M
,Tom Farrell,1950,,M
,Tom Gerhardt,1957,,M
,Tom Harper,1980,,M
,Tom Hooper,1972,,M
 ,Tom MacRae,1977,,M
 ,Tommaso Paradiso,1983,,M
 ,Tommaso Ragno,1967,,M
 ,Tommaso Rignanese,1965,,M
,Tommy Boulding,,,M
 ,Tommy Docherty,1928,2020,M
,Tommy Wiklund,,,M
 ,Tom Novembre,1959,,M
,Tom Owen,1949,2022,M
,Tom Quaas,1965,,M
,Tom Schönberg,,,
 ,Tom Sizemore,1961,2023,M
,Tom Sommerlatte,1985,,M
,Tom Van Landuyt,1967,,M
,Tom Vogt,1957,,M
 ,Toni Albà,1961,,M
 ,Toni Bestard,1973,,M
,Toni Fuentes,1955,,M
,Toni Krahl,1949,,M
 ,Tonie Marshall,1951,,F
 ,Tonino Taiuti,1950,,M
 ,Tonino Zangardi,1957,2018,M
 ,Toni Servillo,1959,,M
 ,Toni Thorimbert,1957,,M
 ,Tony Antonio,,,M
,Tony Bennett,1926,2023,M
,Tony Buzan,1942,2019,M
,Tony Chapman,1941,,M
 ,Tony Leader,,,M
,Tony Levin,1946,,M
 ,Tony O'Callaghan,1956,,M
,Tony O'Shea,1961,,M
 ,Tony Pitts,1962,,M
,Tony Plana,1952,,M
,Tony Ramos,1948,,M
,Tony Shalhoub,1953,,M
,Tony Sinclair,1944,,M
 ,Tony Sperandeo,1953,,M
 ,Tony Tammaro,1961,,M
,Tony Todd,1954,,M
,Toquinho,1946,,M
,Tor Andreas Fagerland,1949,2017,M
,Torsten Künstler,1969,,M
 ,Toti Mancuso,1953,,M
 ,Totò Onnis,1960,,M
 ,Toyah Wilcox,1958,,F
,Traian Băsescu,1951,,M
,Traute Hoess,1950,,F
,Trevor Fox,,,M
,Trevor Hardy,,,M
 ,Trevor Laird,1957,,M
 ,Trevor Nelson,1964,,M
,Trevor Nunn,1940,,M
,Trey Gunn,1961,,M
,Trini Muñoz,,,F
,Trish Osmond,1944,,F
 ,Tristan Aurouet,1973,,M
 ,Tristan Séguéla,1978,,M
 ,Tsilla Chelton,1919,,F
,Tudor Giurgiu,1972,,M
,Tudor Platon,1991,,M
,Tudorel Filimon,1953,,M
,Tuki Jencquel,1974,,M
 ,Tullio Solenghi,1948,,M
 ,Txema Blasco,1941,,M
 ,Ubaydah Abu-Usayd,,,M
,Udo Kier,1944,,M
,Udo Samel,1953,,M
,Ueli Jäggi,1954,,M
 ,Ugo Conti,1955,,M
 ,Ugo Pagliai,1937,,M
,Ugur Yücel,1957,,M
,Uli Bauer,1935,,F
,Uli Gaulke,1968,,M
,Ulla Geiger,1951,2024,F
,Ulli Maier,1957,,F
,Ulrich Brendel,1965,,M
,Ulrich Gantz,,,M
,Ulrich Gregor,1932,,M
,Ulrich Kodjo Wendt,1962,,M
,Ulrich Köhler,1969,,M
,Ulrich Matthes,1959,,M
,Ulrich Noethen,1959,,M
,Ulrich Schmissat,1955,,M
,Ulrich Seidl,1952,,M
,Ulrich Staets,,,M
,Ulrich Tomsen,1963,,M
 ,Ulrich Tukur,1957,,M
,Ulrike Arnold,1965,,F
,Ulrike Bliefert,1951,,F
,Ulrike Johannson,1951,,F
,Ulrike Kriener,1954,,F
,Ulrike Krumbiegel,1961,,F
,Ulrike Ottinger,1942,,F
,Ulrike Schaz,1985,,F
,Ulrike Willenbacher,1955,,F
 ,Umberto Cantoni,1959,,M
 ,Umberto Carteni,1970,,M
 ,Umberto Orsini,1934,,M
 ,Umberto Riccioni Carteni,1970,,M
 ,Umberto Smaila,1950,,M
 ,Umberto Spinazzola,1966,,M
 ,Urbain Cancelier,1959,,M
 ,Urbain Cancelier,1959,,M
 ,Urbano Barberini,1961,,M
,Urs Remond,1964,,M
,Ursula Berlinghof,1961,,F
,Ursula Macfarlane,,,F
,Ursula Michelis,1946,,F
,Ursula Werner,1943,,F
,Ursula-Rosamaria Gottert,1954,,F
,Us Conradi,1928,,F
,Uschi Glas,1944,,F
,Uta,1951,,F
,Ute Lubosch,1953,,F
,Ute von Münchow-Pohl,1958,,F
,Uwe Dag Berlin,1958,,M
,Uwe Kosubek,1962,,F
,Uwe Ochsenknecht,1956,,M
,Uwe Preuss,1961,,M
,Uwe Rohde,1958,,M
,Uwe Schütte,1967,,F
,Valentin Hotea,1967,,M
,Valentin Jeker,1934,,M
,Valentín Paredes,1955,,M
,Valentin Popescu,1955,,M
,Valentin Riedl,1977,,M
,Valentin Teodosiu,1953,,M
,Valentin Uritescu,1941,2022,M
,Valentin Urziceanu,1968,,M
 ,Valentina Zanella,1985,,F
 ,Valentino Picone,1971,,M
,Valer Dellakeza,1942,,M
 ,Valeria Bruni Tedeschi,1964,,F
,Valéria Cavalli,1959,,F
 ,Valeria Ciangottini,1945,,F
 ,Valeria Fabrizi,1936,,F
 ,Valeria Golino,1966,,F
 ,Valériane de Villeneuve,1959,,F
 ,Valeria Parisi,,,F
 ,Valérie Bochard,,,F
 ,Valérie Bonneton,1970,,F
 ,Valérie Donzelli,1973,,F
 ,Valérie Dréville,1962,,F
 ,Valérie Lagrange,1942,,F
