film_id,nat_title,character_id,person_id,ch_age,ch_gender,ch_sexuality,ch_porigin,ch_class,ch_profession,ch_ability,assisted_mobility
ES2018_001,El mejor verano de mi vida,ES2018_001_01,Leo Harlem,1,M,HE,WWE,LM,SE,AB,N
ES2018_001,El mejor verano de mi vida,ES2018_001_02,Isabel Ordaz,2,F,HE,WWE,UC,UN,AB,N
ES2018_001,El mejor verano de mi vida,ES2018_001_03,Antonio Dechent,2,M,HE,WWE,UC,SE,AB,N
ES2018_001,El mejor verano de mi vida,ES2018_001_04,Gracia Olayo,2,F,HE,WWE,LM,RE,AB,N
ES2018_002,La tribu,ES2018_002_01,Carmen Machi,2,F,HE,WWE,LM,EM,AB,N
ES2018_003,Todos lo saben,ES2018_003_01,Ricardo Darín,2,M,HE,WLA,MC,EM,AB,N
ES2018_003,Todos lo saben,ES2018_003_02,Ramón Barea,3,M,HE,WWE,MC,RE,PD,Y
ES2018_003,Todos lo saben,ES2018_003_03,José Ángel Egido,3,M,,WWE,MC,SE,AB,N
ES2018_004,Ola de crímenes,ES2018_004_01,Antonio Resines,3,M,,WWE,MC,EM,AB,N
ES2018_004,Ola de crímenes,ES2018_004_02,Teresa Lozano,4,F,HE,WWE,MC,RE,PD,Y
ES2018_005,El reino,ES2018_005_01,Josep Maria Pou,3,M,HE,WWE,UC,EM,CI,N
ES2018_005,El reino,ES2018_005_02,Ana Wagener,2,F,HE,WWE,UC,EM,AB,N
ES2018_005,El reino,ES2018_005_03,Paco Revilla,3,M,,WWE,UM,EM,AB,N
ES2018_006,Miamor perdido,ES2018_006_01,Antonio Resines,3,M,,WWE,MC,EM,AB,N
ES2018_006,Miamor perdido,ES2018_006_02,Pablo Carbonell,2,M,,WWE,,,AB,N
ES2018_006,Miamor perdido,ES2018_006_03,Antonio Dechent,2,M,,WWE,,,AB,N
ES2018_006,Miamor perdido,ES2018_006_04,Javivi,2,M,,WWE,,,AB,N
ES2018_007,Tu hijo,ES2018_007_01,José Coronado,2,M,HE,WWE,UM,EM,AB,N
ES2018_007,Tu hijo,ES2018_007_02,Ana Wagener,2,F,HE,WWE,UM,EM,AB,N
ES2018_008,Petra,ES2018_008_01,Joan Botey,4,M,HE,WWE,UM,SE,AB,N
ES2018_008,Petra,ES2018_008_02,Marisa Paredes,3,F,HE,WWE,UM,UN,AB,N
ES2018_008,Petra,ES2018_008_03,Petra Martínez,4,F,HE,WWE,LM,RE,AB,N
ES2018_009,Quién te cantará,ES2018_009_01,Carme Elías,3,F,,WWE,UM,EM,AB,N
ES2018_010,La enfermedad del domingo,ES2018_010_01,Susi Sánchez,3,F,HE,WWE,UC,UN,AB,N
ES2018_010,La enfermedad del domingo,ES2018_010_02,Miguel Ángel Solá,3,M,HE,WLA,UC,,AB,N
ES2018_013,Mi querida cofradía,ES2018_013_01,Gloria Muñoz,3,F,HE,WWE,MC,SE,AB,N
ES2018_013,Mi querida cofradía,ES2018_013_02,Juan Gea,3,M,HE,WWE,MC,SE,AB,N
ES2018_013,Mi querida cofradía,ES2018_013_03,Rosario Pardo,2,F,HE,WWE,MC,,AB,N
ES2018_014,El árbol de la sangre,ES2018_014_01,Luisa Gavasa,3,F,HE,WWE,,,AB,N
ES2018_014,El árbol de la sangre,ES2018_014_02,Emilio Gutiérrez Caba,3,M,HE,WWE,MC,,AB,N
ES2018_014,El árbol de la sangre,ES2018_014_03,Ángela Molina,3,F,HE,WWE,MC,,AB,N
ES2018_014,El árbol de la sangre,ES2018_014_04,Josep Maria Pou,3,M,HE,WWE,UM,SE,AB,N
ES2018_015,Oreina,ES2018_015_01,Ramón Agirre,3,M,,WWE,LM,,AB,N
ES2018_015,Oreina,ES2018_015_02,Patxi Bisquert,3,M,HE,WWE,LC,SE,AB,N
ES2018_016,The Man Who Killed Don Quixote,ES2018_016_01,Jonathan Pryce,3,M,HE,WWE,LM,UN,CI,N
ES2018_016,The Man Who Killed Don Quixote,ES2018_016_02,Stellan Skarsgård,3,M,HE,WNA,UC,SE,AB,N
ES2018_017,En las estrellas,ES2018_017_01,Magüi Mira,4,F,,WWE,MC,,AB,N
ES2018_017,En las estrellas,ES2018_017_02,Kiti Mánver,3,F,,WWE,MC,EM,AB,N
ES2018_018,Figuras,ES2018_018_01,Stella Maris Santo,3,F,HE,WLA,MC,UN,CI,Y
ES2018_018,Figuras,ES2018_018_02,Francisco Domínguez,3,M,HE,WWE,MC,,AB,N
ES2018_019,Trote,ES2018_019_01,Celso Bugallo,3,M,HE,WWE,LM,SE,AB,N
ES2018_019,Trote,ES2018_019_02,Tatán,3,M,,WWE,LM,,AB,N
ES2018_020,Cuando dejes de quererme,ES2018_020_01,Eduardo Blanco,3,M,HE,WLA,MC,EM,AB,N
ES2018_020,Cuando dejes de quererme,ES2018_020_02,Joaquín Climent,3,M,HE,WWE,MC,EM,AB,N
ES2018_020,Cuando dejes de quererme,ES2018_020_03,Antonio Dechent,2,M,HE,WWE,UM,EM,AB,N
ES2018_020,Cuando dejes de quererme,ES2018_020_04,Kandido Uranga,3,M,,WWE,,,,N
ES2018_020,Cuando dejes de quererme,ES2018_020_05,Itziar Aizpuru,4,F,,WWE,MC,EM,AB,N
ES2018_020,Cuando dejes de quererme,ES2018_020_06,Mario Pardo,4,M,,WWE,MC,RE,AB,N
ES2018_021,Formentera Lady,ES2018_021_01,José Sacristán,4,M,HE,WWE,LC,SE,AB,N
ES2018_021,Formentera Lady,ES2018_021_02,Ferran Rañé,3,M,,WWE,LM,SE,AB,N
ES2018_021,Formentera Lady,ES2018_021_03,Juli Mira,3,M,HE,WWE,MC,RE,AB,N
ES2018_021,Formentera Lady,ES2018_021_04,Laura Pons,4,F,HE,WWE,MC,RE,AB,N
ES2018_022,Miau,ES2018_022_01,José Luis Gil,3,M,HE,WWE,MC,RE,AB,N
ES2018_022,Miau,ES2018_022_02,Luisa Gavasa,3,F,HE,WWE,MC,RE,AB,N
ES2018_022,Miau,ES2018_022_03,Manuel Manquiña,3,M,HE,WWE,LM,RE,AB,N
ES2018_022,Miau,ES2018_022_04,Álvaro de Luna,4,M,,WWE,MC,RE,AB,N
ES2018_022,Miau,ES2018_022_05,Kao Chenmin,3,M,,EAS,UM,SE,AB,N
ES2018_023,Miss Dalí,ES2018_023_01,Siân Phillips,4,F,,WWE,UM,RE,AB,N
ES2018_023,Miss Dalí,ES2018_023_02,Claire Bloom,4,F,,WWE,UM,,AB,N
ES2018_023,Miss Dalí,ES2018_023_03,Josep Maria Pou,3,M,HE,WWE,UM,SE,AB,N
ES2018_024,Sea Beasts,ES2018_024_01,Fernando Morán,3,M,,WWE,LM,SE,AB,N
ES2018_024,Sea Beasts,ES2018_024_02,Rosa Álvarez,3,F,HE,WWE,LM,RE,AB,N
ES2018_028,Los gigantes no existen,ES2018_028_01,Rafael Rojas,2,M,HE,WLA,LM,SE,AB,N
ES2018_033,"Alegría, tristeza",ES2018_033_01,Carlos Bardem,2,M,HE,WWE,MC,EM,AB,N
ES2018_033,"Alegría, tristeza",ES2018_033_02,Pedro Casablanc,2,M,,WWE,MC,EM,AB,N
ES2018_034,Sin novedad,ES2018_034_01,Fernando Guillén Cuervo,2,M,HE,WWE,MC,,AB,N
ES2018_034,Sin novedad,ES2018_034_02,Gonzalo de Castro,2,M,,WWE,UM,SE,,N
ES2018_034,Sin novedad,ES2018_034_03,Lola Casamayor,3,F,,WWE,,,,N
ES2018_035,No quiero perderte nunca,ES2018_035_01,Montse Ribadellas,3,F,,WWE,,RE,CI,N
ES2018_036,El último invierno,ES2018_036_01,José Antonio Lobato,2,M,HE,WEE,LM,,AB,N
ES2018_038,Akemarropa,ES2018_038_01,Antonio Dechent,2,M,,WWE,UM,EM,AB,N
ES2018_038,Akemarropa,ES2018_038_02,Juan Manuel Lara,3,M,,WWE,MC,EM,AB,N
ES2018_040,Blue Rai,ES2018_040_01,Fina Dómenech,3,F,,WWE,LM,RE,AB,N
ES2018_040,Blue Rai,ES2018_040_02,Ferran Lahoz,2,M,,WWE,,,AB,N
ES2018_040,Blue Rai,ES2018_040_03,Josep Seguí,2,M,,WWE,MC,EM,AB,N
ES2018_041,Doctrina El pecat original i la reinserció,ES2018_041_01,Montse Ribadellas,3,F,HE,WWE,MC,RE,AB,N
ES2018_044,Ánimas,ES2018_044_01,Ángela Molina,3,F,HE,WWE,UM,EM,AB,N
ES2018_045,Penélope,ES2018_045_01,Ramon Clotet Sala,4,M,HE,WWE,LM,RE,AB,N
ES2018_045,Penélope,ES2018_045_02,Carme Tarte Vilardell,4,F,HE,WWE,LM,RE,AB,N
ES2018_046,Bernarda,ES2018_046_01,Assumpta Serna,3,F,,WWE,UM,SE,AB,N
ES2018_046,Bernarda,ES2018_046_02,Victoria Abril,3,F,HE,WWE,UM,UN,CI,N
ES2018_046,Bernarda,ES2018_046_03,Miriam Díaz-Aroca,2,F,,WWE,LM,EM,AB,N
ES2018_047,A estación violenta,ES2018_047_01,"Antonio Durán ""Morris""",2,M,,WWE,,,,N
ES2018_051,Media hora (y un epílogo),ES2018_051_01,Saturnino García,4,M,,WWE,MC,RE,CI,Y
ES2018_052,El pomo azul,ES2018_052_01,Selica Torcal,4,F,HE,WWE,UM,RE,AB,N
ES2018_052,El pomo azul,ES2018_052_02,Ricardo Lacámara,4,M,HE,WWE,UM,RE,AB,N
ES2018_053,Oh! Mammy Blue,ES2018_053_01,Carmen Maura,3,F,HE,WWE,MC,RE,AB,N
ES2018_053,Oh! Mammy Blue,ES2018_053_02,Ramón Barea,3,M,HE,WWE,MC,RE,AB,N
ES2018_053,Oh! Mammy Blue,ES2018_053_03,María José Alfonso,4,F,,WWE,MC,RE,AB,N
ES2018_053,Oh! Mammy Blue,ES2018_053_04,Itziar Aizpuru,4,F,,WWE,MC,RE,AB,N
ES2018_055,El año de la plaga,ES2018_055_01,Amparo Moreno,3,F,HE,WWE,MC,RE,AB,N
ES2018_055,El año de la plaga,ES2018_055_02,Fermí Reixach,4,M,HE,WWE,MC,RE,PD,Y
ES2018_055,El año de la plaga,ES2018_055_03,Eduard Benito,3,M,HE,WWE,MC,RE,AB,N
ES2018_061,Jaulas,ES2018_061_01,Antonio Dechent,2,M,HE,WWE,LM,,AB,N
ES2018_061,Jaulas,ES2018_061_02,Antonio Estrada,2,M,HE,ROM,UM,SE,AB,N
ES2018_061,Jaulas,ES2018_061_03,Manuel Tallafé,2,M,HE,WWE,UM,SE,AB,N
ES2018_062,La vida lliure,ES2018_062_01,Miquel Gelabert,3,M,HE,WWE,LM,SE,AB,N
ES2018_064,Paella Today!,ES2018_063_01,Lolita Flores,3,F,HE,WWE,MC,,AB,N
ES2018_064,Paella Today!,ES2018_063_02,Mamen García,3,F,HE,WWE,MC,UN,AB,N
ES2018_066,Face au vent,ES2018_066_01,Concha Canal,4,F,HE,WWE,MC,RE,AB,N
GB2018_001,Fantastic Beasts: The Crimes of Grindelwald,GB2018_001_01,Johnny Depp,2,M,HO,WWE,UC,SE,AB,N
GB2018_001,Fantastic Beasts: The Crimes of Grindelwald,GB2018_001_02,Wolf Roth,3,M,,WWE,,,,N
GB2018_001,Fantastic Beasts: The Crimes of Grindelwald,GB2018_001_03,Cornell John,2,M,,BWE,,,,N
GB2018_001,Fantastic Beasts: The Crimes of Grindelwald,GB2018_001_04,Ingvar Sigurdsson,2,M,,WWE,,,,N
GB2018_002,Darkest Hour,GB2018_002_01,Gary Oldman,3,M,HE,WWE,UC,EM,AB,Y
GB2018_002,Darkest Hour,GB2018_002_02,Kristin Scott Thomas,3,F,HE,WWE,UC,EM,AB,N
GB2018_002,Darkest Hour,GB2018_002_03,Ronald Pickup,4,M,HE,WWE,UC,EM,CI,Y
GB2018_002,Darkest Hour,GB2018_002_04,Stephen Dillane,3,M,HE,WWE,UC,EM,AB,N
GB2018_002,Darkest Hour,GB2018_002_05,Nicholas Jones,3,M,HE,WWE,UC,EM,AB,N
GB2018_002,Darkest Hour,GB2018_002_06,David Schofield,3,M,HE,WWE,UC,EM,AB,N
GB2018_002,Darkest Hour,GB2018_002_07,Malcolm Storry,3,M,HE,WWE,UC,EM,AB,N
GB2018_002,Darkest Hour,GB2018_002_08,Hilton McRae,3,M,HE,WWE,UC,EM,AB,N
GB2018_003,Johnny English Strikes Again,GB2018_003_01,Rowan Atkinson,3,M,HE,WWE,UM,EM,AB,N
GB2018_003,Johnny English Strikes Again,GB2018_003_02,Emma Thompson,2,F,HE,WWE,UC,EM,AB,N
GB2018_003,Johnny English Strikes Again,GB2018_003_03,Michael Gambon,3,M,HE,WWE,UM,EM,AB,N
GB2018_003,Johnny English Strikes Again,GB2018_003_04,Charles Dance,3,M,HE,WWE,UM,EM,AB,N
GB2018_004,"Three Billboards Outside Ebbing, Missouri",GB2018_004_01,Frances McDormand,3,F,HE,WNA,LM,EM,AB,N
GB2018_004,"Three Billboards Outside Ebbing, Missouri",GB2018_004_02,Woody Harrelson,2,M,HE,WNA,MC,EM,AB,N
GB2018_004,"Three Billboards Outside Ebbing, Missouri",GB2018_004_03,Clarke Peters,3,M,HE,BNA,MC,EM,AB,N
GB2018_004,"Three Billboards Outside Ebbing, Missouri",GB2018_004_04,John Hawkes,2,M,HE,WNA,LM,EM,AB,N
GB2018_005,King of Thieves,GB2018_005_01,Michael Caine,4,M,HE,WWE,UM,SE,AB,N
GB2018_005,King of Thieves,GB2018_005_02,Francesca Annis,4,F,HE,WWE,UM,SE,AB,N
GB2018_005,King of Thieves,GB2018_005_03,Jim Broadbent,3,M,,WWE,MC,SE,AB,N
GB2018_005,King of Thieves,GB2018_005_04,Tom Courtenay,4,M,,WWE,MC,SE,AB,N
GB2018_005,King of Thieves,GB2018_005_05,Ray Winstone,3,M,,WWE,MC,SE,AB,N
GB2018_005,King of Thieves,GB2018_005_06,Paul Whitehouse,3,M,,WWE,MC,SE,AB,N
GB2018_005,King of Thieves,GB2018_005_07,Michael Gambon,4,M,,WWE,MC,SE,AB,N
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,GB2018_006_01,Tom Courtenay,4,M,HE,WWE,MC,RE,AB,N
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,GB2018_006_02,Penelope Wilton,3,F,HE,WWE,MC,RE,AB,N
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,GB2018_006_03,Bernice Stegers,3,F,,WWE,,,,N
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,GB2018_006_04,Clive Merrison,3,M,,WWE,,,,N
GB2018_007,Finding Your Feet,GB2018_007_01,Imelda Staunton,3,F,HE,WWE,UM,UN,AB,N
GB2018_007,Finding Your Feet,GB2018_007_02,Celia Imrie,3,F,HE,WWE,MC,RE,AB,N
GB2018_007,Finding Your Feet,GB2018_007_03,Timothy Spall,3,M,HE,WWE,LM,RE,AB,N
GB2018_007,Finding Your Feet,GB2018_007_04,Joanna Lumley,3,F,HE,WWE,MC,RE,AB,N
GB2018_007,Finding Your Feet,GB2018_007_05,David Hayman,3,M,HE,WWE,MC,RE,AB,N
GB2018_007,Finding Your Feet,GB2018_007_06,John Sessions,3,M,HE,WWE,UM,SE,AB,N
GB2018_007,Finding Your Feet,GB2018_007_07,Phoebe Nicholls,3,F,HE,WWE,UM,UN,AB,N
GB2018_007,Finding Your Feet,GB2018_007_08,Sian Thomas,3,F,,WWE,,,AB,N
GB2018_007,Finding Your Feet,GB2018_007_09,Larrington Walker,3,M,,BWE,,,AB,N
GB2018_008,The Children Act,GB2018_008_01,Emma Thompson,2,F,HE,WWE,UM,EM,AB,N
GB2018_008,The Children Act,GB2018_008_02,Stanley Tucci,2,M,HE,WNA,UM,EM,AB,N
GB2018_009,The Wife,GB2018_009_01,Glenn Close,3,F,HE,WNA,UM,UN,AB,N
GB2018_009,The Wife,GB2018_009_02,Jonathan Pryce,3,M,HE,WWE,UM,SE,AB,N
GB2018_009,The Wife,GB2018_009_03,Elizabeth McGovern,2,F,,WNA,UM,EM,AB,N
GB2018_010,You Were Never Really Here,GB2018_010_01,Judith Roberts,4,F,HE,WNA,MC,RE,PD,Y
GB2018_010,You Were Never Really Here,GB2018_010_02,John Doman,3,M,,WNA,MC,SE,AB,N
GB2018_011,The Mercy,GB2018_011_01,Colin Firth,1,M,HE,WWE,MC,SE,AB,N
GB2018_011,The Mercy,GB2018_011_02,Simon McBurney,2,M,,WWE,,,AB,N
GB2018_011,The Mercy,GB2018_011_03,Ken Stott,3,M,,WWE,UM,SE,AB,N
GB2018_011,The Mercy,GB2018_011_04,David Thewlis,2,M,,WWE,UM,EM,AB,N
GB2018_012,Lean on Pete,GB2018_012_01,Steve Buscemi,3,M,HE,WNA,MC,SE,AB,N
GB2018_014,"Happy New Year, Colin Burstead",GB2018_014_01,Doon Mackichan,2,F,HE,WWE,UM,,AB,N
GB2018_014,"Happy New Year, Colin Burstead",GB2018_014_02,Bill Paterson,3,M,HE,WWE,UM,,AB,N
GB2018_014,"Happy New Year, Colin Burstead",GB2018_014_03,Sudha Bhuchar,3,F,,AWE,,,AB,N
GB2018_014,"Happy New Year, Colin Burstead",GB2018_014_04,Vincent Ebrahim,3,M,,BWE,UM,,AB,N
GB2018_014,"Happy New Year, Colin Burstead",GB2018_014_05,Charles Dance,3,M,,WWE,UM,,AB,N
GB2018_015,Dead in a Week Or Your Money Back),GB2018_015_01,Tom Wilkinson,3,M,HE,WWE,MC,EM,AB,N
GB2018_015,Dead in a Week Or Your Money Back),GB2018_015_02,Marion Bailey,3,F,HE,WWE,MC,UN,AB,N
GB2018_017,The Little Stranger,GB2018_017_01,Charlotte Rampling,3,F,HE,WWE,UC,UN,AB,N
GB2018_017,The Little Stranger,GB2018_017_02,Richard Campbell,2,M,,WWE,UM,EM,AB,N
GB2018_018,Final Score,GB2018_018_01,Pierce Brosnan,3,M,,WEE,MC,SE,AB,N
GB2018_018,Final Score,GB2018_018_02,Bill Fellows,3,M,,WWE,MC,EM,AB,N
GB2018_019,Walk Like a Panther,GB2018_019_01,Julian Sands,2,M,HE,WWE,LM,EM,AB,N
GB2018_019,Walk Like a Panther,GB2018_019_02,Sue Johnston,3,F,HE,WWE,LM,EM,AB,N
GB2018_019,Walk Like a Panther,GB2018_019_03,Dave Johns,3,M,HE,WWE,LM,SE,AB,N
GB2018_020,The Titan,GB2018_020_01,Tom Wilkinson,3,M,,WWE,UM,EM,AB,N
GB2018_020,The Titan,GB2018_020_02,Corey Johnson,2,M,,WNA,MC,EM,AB,N
GB2018_021,Cake,GB2018_021_01,Mohammad Ahmad,3,M,HE,SOA,UC,SE,CI,Y
GB2018_021,Cake,GB2018_021_02,Beo Raana Zafar,3,F,HE,SOA,UC,UN,AB,N
GB2018_022,How to Talk to Girls at Parties,GB2018_022_01,Joanna Scanlan,2,F,HE,WWE,MC,,AB,N
GB2018_023,Pin Cushion,GB2018_023_01,Joanna Scanlan,2,F,HE,WWE,LM,,AB,N
GB2018_023,Pin Cushion,GB2018_023_02,John Henshaw,3,M,,WWE,MC,,,N
GB2018_024,Euphoria,GB2018_024_01,Charles Dance,3,M,,WWE,UM,SE,AB,N
GB2018_024,Euphoria,GB2018_024_02,Charlotte Rampling,3,F,,WWE,UM,EM,AB,N
GB2018_025,That Good Night,GB2018_025_01,John Hurt,4,M,HE,WWE,UM,RE,CI,Y
GB2018_025,That Good Night,GB2018_025_02,Charles Dance,3,M,,WWE,UM,EM,AB,N
GB2018_027,Milk and Honey: The Movie,GB2018_026_01,Mark Wingett,2,M,HE,WWE,UM,SE,AB,N
GB2018_027,Milk and Honey: The Movie,GB2018_026_02,Claire King,2,F,HE,WWE,UM,SE,AB,N
GB2018_028,The Chaperone,GB2018_028_01,Elizabeth McGovern,2,F,HE,WNA,UM,EM,AB,N
GB2018_028,The Chaperone,GB2018_028_02,Campbell Scott,2,M,HE,WNA,UM,SE,AB,N
GB2018_028,The Chaperone,GB2018_028_03,Blythe Danner,3,F,HE,WNA,UC,UN,AB,N
GB2018_028,The Chaperone,GB2018_028_04,Jayne Houdyshell,3,F,,WNA,MC,EM,AB,N
GB2018_029,Kaufman's Game,GB2018_029_01,Tor Andreas Fagerland,3,M,,NOE,UM,SE,AB,N
GB2018_032,Book of Monsters,GB2018_032_01,Nicholas Vince,2,M,HE,WWE,MC,,AB,N
GB2018_033,Await Further Instructions,GB2018_033_01,David Bradley,4,M,HE,WWE,MC,RE,PD,Y
GB2018_034,Sink,GB2018_034_01,Martin Herdman,3,M,HE,WWE,LC,UN,AB,N
GB2018_034,Sink,GB2018_034_02,Ian Hogg,4,M,HE,WWE,LM,RE,AB,N
GB2018_034,Sink,GB2018_034_03,Marlene Sidaway,4,F,HE,WWE,LM,,AB,N
GB2018_035,Modern Life Is Rubbish,GB2018_035_01,Sorcha Cusack,4,F,,WWE,,,,N
GB2018_036,"You, Me and Him",GB2018_036_01,Gemma Jones,4,F,HE,WWE,UM,RE,AB,N
GB2018_036,"You, Me and Him",GB2018_036_02,David Warner,4,M,HE,WWE,UM,RE,AB,N
GB2018_037,Winter Ridge,GB2018_037_01,Michael McKell,2,M,,WWE,MC,EM,AB,N
GB2018_037,Winter Ridge,GB2018_037_02,Alan Ford,4,M,,WWE,MC,RE,CI,Y
GB2018_041,Datsche,GB2018_041_01,Karl-Heinz Schulze,4,M,HE,WWE,UM,SE,AB,N
GB2018_042,Lies We Tell,GB2018_042_01,Gabriel Byrne,3,M,HE,WWE,MC,EM,AB,N
GB2018_042,Lies We Tell,GB2018_042_02,Harvey Keitel,4,M,HE,WNA,UM,SE,AB,N
GB2018_042,Lies We Tell,GB2018_042_03,Toyah Willcox,3,F,HE,WWE,UM,UN,AB,N
GB2018_042,Lies We Tell,GB2018_042_04,Manzar Sebhai,3,M,HE,SOA,MC,RE,AB,N
GB2018_044,Waiting for You,GB2018_044_01,Fanny Ardant,3,F,HE,WWE,UM,RE,AB,N
GB2018_044,Waiting for You,GB2018_044_02,Abdelkrim Bahloul,3,M,,NAF,LM,EM,AB,N
GB2018_045,Viking Destiny,GB2018_045_01,Terence Stamp,4,M,HE,NOE,UC,SE,AB,N
GB2018_046,Scott and Sid,GB2018_046_01,David Summer,3,M,,WWE,MC,EM,AB,N
GB2018_046,Scott and Sid,GB2018_046_02,Maggie Daniels,2,F,,WWE,MC,EM,AB,N
GB2018_046,Scott and Sid,GB2018_046_03,Jerrie Anderson,2,M,,WWE,MC,EM,AB,N
GB2018_048,Stanley a Man of Variety,GB2018_048_01,Timothy Spall,3,M,,WWE,LC,EM,CI,N
GB2018_049,Damascus Cover,GB2018_049_01,Jürgen Prochnow,3,M,,WWE,UM,EM,AB,N
GB2018_049,Damascus Cover,GB2018_049_02,John Hurt,4,M,,WWE,UM,EM,AB,N
GB2018_049,Damascus Cover,GB2018_049_03,Wolf Kahler,3,M,,WWE,UM,EM,AB,N
GB2018_050,Vengeance,GB2018_050_01,Keith Allen,3,M,,WWE,,,,N
GB2018_050,Vengeance,GB2018_050_02,Sean Blowers,2,M,,WWE,,,,N
GB2018_052,The Bromley Boys,GB2018_052_01,Jamie Foreman,2,M,,WWE,UM,SE,AB,N
GB2018_053,Together,GB2018_053_01,Sylvia Sims,4,F,HE,WWE,MC,RE,AB,Y
GB2018_053,Together,GB2018_053_02,Peter Bowles,4,M,HE,WWE,MC,RE,PD,Y
GB2018_053,Together,GB2018_053_03,Amanda Barrie,4,F,,WWE,,RE,,N
GB2018_053,Together,GB2018_053_04,David Hargreaves,4,M,,WWE,,RE,,N
GB2018_054,My Days of Mercy,GB2018_054_01,Elias Koteas,2,M,,WNA,LC,UN,AB,N
GB2018_054,My Days of Mercy,GB2018_054_02,Denise Dal Vera,2,F,,WNA,,,,N
GB2018_057,VS.,GB2018_057_01,Ruth Sheen,3,F,HE,WWE,MC,,AB,N
GB2018_058,The Spiritualist,GB2018_058_01,Caroline Burns Cooke,2,F,,WWE,MC,SE,AB,N
GB2018_058,The Spiritualist,GB2018_058_02,Julie T. Wallace,2,F,HE,WWE,MC,UN,CI,N
GB2018_060,Possum,GB2018_060_01,Alun Armstrong,4,M,HE,WWE,LM,RE,AB,N
GB2018_061,An Evening with Beverly Luff Linn,GB2018_061_01,Michael St. Michaels,4,M,HE,WNA,MC,EM,AB,N
GB2018_062,Surviving Christmas with the Relatives,GB2018_062_01,Patricia Hodge,3,F,HE,WWE,UM,RE,AB,N
GB2018_062,Surviving Christmas with the Relatives,GB2018_062_02,James Fox,3,M,HE,WWE,UM,RE,PD,Y
GB2018_062,Surviving Christmas with the Relatives,GB2018_062_03,Mark Tandy,2,M,,WWE,MC,EM,AB,N
GB2018_063,The Devil's Doorway,GB2018_063_01,Lalor Roddy,3,M,,WWE,MC,EM,AB,N
GB2018_063,The Devil's Doorway,GB2018_063_02,Helena Bereen,3,F,,WWE,MC,EM,AB,N
GB2018_065,Postcards from London,GB2018_065_01,Stephen Boxer,3,M,,WWE,UM,,AB,N
GB2018_065,Postcards from London,GB2018_065_02,Richard Durden,3,M,HO,WWE,UM,SE,AB,N
GB2018_067,The Aspern Papers,GB2018_067_01,Vanessa Redgrave,4,F,HE,WWE,UC,UN,PD,Y
GB2018_068,Blue Iguana,GB2018_068_01,Peter Polycarpou,3,M,,WEE,UM,SE,AB,N
GB2018_068,Blue Iguana,GB2018_068_02,Simon Callow,3,M,,WWE,UM,SE,AB,N
GB2018_069,The More You Ignore Me,GB2018_069_01,Sheila Hancock,4,F,HE,WWE,UM,,AB,N
GB2018_069,The More You Ignore Me,GB2018_069_02,Ricky Tomlinson,4,M,HE,WWE,UM,,AB,N
GB2018_069,The More You Ignore Me,GB2018_069_03,Jo Brand,2,F,,WWE,MC,SE,AB,N
GB2018_070,Agatha And the Truth Of Murder,GB2018_070_01,Pippa Haywood,2,F,,WWE,UM,,AB,N
GB2018_070,Agatha And the Truth Of Murder,GB2018_070_02,Michael McElhatton,2,M,,WWE,UM,,AB,N
GB2018_070,Agatha And the Truth Of Murder,GB2018_070_03,Tim McInnerny,3,M,,WWE,UM,,AB,N
GB2018_071,Dark River,GB2018_071_01,Sean Bean,2,M,HE,WWE,MC,SE,AB,N
ES2019_001,Si yo fuera rico,ES2019_001_01,Antonio Resines,3,M,HE,WWE,MC,RE,AB,N
ES2019_001,Si yo fuera rico,ES2019_001_02,Isabel Ordaz,3,F,HE,WWE,MC,,AB,N
ES2019_001,Si yo fuera rico,ES2019_001_03,Jordi Sánchez,2,M,,WWE,UM,SE,AB,N
ES2019_002,Mientras dure la guerra,ES2019_002_01,Karra Elejalde,3,M,HE,WWE,UM,EM,AB,N
ES2019_002,Mientras dure la guerra,ES2019_002_02,Eduard Fernández,2,M,HE,WWE,UM,EM,PD,Y
ES2019_002,Mientras dure la guerra,ES2019_002_03,Santi Prego,1,M,HE,WWE,UC,SE,AB,N
ES2019_002,Mientras dure la guerra,ES2019_002_04,Tito Valverde,3,M,,WWE,UC,SE,AB,N
ES2019_002,Mientras dure la guerra,ES2019_002_05,Pep Tosar,2,M,,WWE,UM,EM,AB,N
ES2019_002,Mientras dure la guerra,ES2019_002_06,Itziar Aizpuru,4,F,,WWE,LM,EM,AB,N
ES2019_003,Dolor y gloria,ES2019_003_01,Antonio Banderas,3,M,HO,WWE,UM,SE,TD,N
ES2019_003,Dolor y gloria,ES2019_003_02,Julieta Serrano,4,F,HE,WWE,LC,RE,CI,Y
ES2019_003,Dolor y gloria,ES2019_003_03,Susi Sánchez,3,F,HE,WWE,LM,UN,AB,N
ES2019_004,Perdiendo el Este,ES2019_004_01,Carmen Machi,2,F,HE,WWE,MC,SE,AB,N
ES2019_004,Perdiendo el Este,ES2019_004_02,Leo Harlem,2,M,HE,WWE,MC,SE,AB,N
ES2019_005,Quien a hierro mata,ES2019_005_01,Xan Cejudo,4,M,HE,WWE,UM,SE,CI,Y
