film_id,nat_title,person_id,person_name,person_role
ES2018_001,El mejor verano de mi vida,,Dani de la Orden,DIR
ES2018_001,El mejor verano de mi vida,,Leo Harlem,LEA
ES2018_001,El mejor verano de mi vida,,Isabel Ordaz,SUP
ES2018_001,El mejor verano de mi vida,,Antonio Dechent,SUP
ES2018_001,El mejor verano de mi vida,,Gracia Olayo,SUP
ES2018_001,El mejor verano de mi vida,,Juana Cordero,MIN
ES2018_002,La tribu,,Fernando Colomo,DIR
ES2018_002,La tribu,,Fernando Colomo,SCR
ES2018_002,La tribu,,Fernando Colomo,MIN
ES2018_002,La tribu,,Carmen Machi,LEA
ES2018_003,Todos lo saben,,Asghar Farhadi,DIR
ES2018_003,Todos lo saben,,Ricardo Darín,LEA
ES2018_003,Todos lo saben,,Ramón Barea,SUP
ES2018_003,Todos lo saben,,José Ángel Egido,SUP
ES2018_004,Ola de crímenes,,Gracia Querejeta,DIR
ES2018_004,Ola de crímenes,,Antonio Resines,SUP
ES2018_004,Ola de crímenes,,Teresa Lozano,SUP
ES2018_004,Ola de crímenes,,Txema Blasco,MIN
ES2018_005,El reino,,Rodrigo Sorogoyen,DIR
ES2018_005,El reino,,Josep Maria Pou,SUP
ES2018_005,El reino,,Ana Wagener,SUP
ES2018_005,El reino,,Andrés Lima,MIN
ES2018_005,El reino,,Paco Revilla,SUP
ES2018_006,Miamor perdido,,Emilio Martínez Lázaro,DIR
ES2018_006,Miamor perdido,,Antonio Resines,SUP
ES2018_006,Miamor perdido,,Pablo Carbonell,SUP
ES2018_006,Miamor perdido,,Antonio Dechent,SUP
ES2018_006,Miamor perdido,,Javivi,SUP
ES2018_007,Tu hijo,,Miguel Ángel Vivas,DIR
ES2018_007,Tu hijo,,José Coronado,LEA
ES2018_007,Tu hijo,,Ana Wagener,SUP
ES2018_008,Petra,,Jaime Rosales,DIR
ES2018_008,Petra,,Joan Botey,SUP
ES2018_008,Petra,,Marisa Paredes,SUP
ES2018_008,Petra,,Petra Martínez,SUP
ES2018_009,Quién te cantará,,Carlos Vermut,DIR
ES2018_009,Quién te cantará,,Carme Elías,SUP
ES2018_010,La enfermedad del domingo,,Ramón Salazar,DIR
ES2018_010,La enfermedad del domingo,,Susi Sánchez,LEA
ES2018_010,La enfermedad del domingo,,Miguel Ángel Solá,SUP
ES2018_010,La enfermedad del domingo,,Ima Ranedo,MIN
ES2018_011,Mudar la piel,,Cristóbal Fernández,DIR
ES2018_011,Mudar la piel,,Ana Schulz,DIR
ES2018_012,El silencio de otros,,Robert Bahar,DIR
ES2018_012,El silencio de otros,,Almudena Carracedo,DIR
ES2018_012,El silencio de otros,,María Martín,DOC
ES2018_012,El silencio de otros,,José María Galante,DOC
ES2018_012,El silencio de otros,,Carlos Slepoy,DOC
ES2018_012,El silencio de otros,,Maria Servini,DOC
ES2018_012,El silencio de otros,,Ana Messuti,DOC
ES2018_013,Mi querida cofradía,,Marta Díaz de Lope Díaz,DIR
ES2018_013,Mi querida cofradía,,Gloria Muñoz,LEA
ES2018_013,Mi querida cofradía,,Juan Gea,SUP
ES2018_013,Mi querida cofradía,,Rosario Pardo,SUP
ES2018_013,Mi querida cofradía,,Juan Motilla,MIN
ES2018_013,Mi querida cofradía,,Antonio Estrada,MIN
ES2018_013,Mi querida cofradía,,José María Peña,MIN
ES2018_013,Mi querida cofradía,,Pepe Salas,MIN
ES2018_014,El árbol de la sangre,,Julio Medem,DIR
ES2018_014,El árbol de la sangre,,Luisa Gavasa,SUP
ES2018_014,El árbol de la sangre,,Emilio Gutiérrez Caba,SUP
ES2018_014,El árbol de la sangre,,Ángela Molina,SUP
ES2018_014,El árbol de la sangre,,Josep Maria Pou,SUP
ES2018_014,El árbol de la sangre,,Mariano Venancio,MIN
ES2018_015,Oreina,,Koldo Amandoz,DIR
ES2018_015,Oreina,,Ramón Agirre,SUP
ES2018_015,Oreina,,Patxi Bisquert,SUP
ES2018_016,The Man Who Killed Don Quixote,,Terry Gilliam,DIR
ES2018_016,The Man Who Killed Don Quixote,,Jonathan Pryce,LEA
ES2018_016,The Man Who Killed Don Quixote,,Stellan Skarsgård,SUP
ES2018_017,En las estrellas,,Zoe Berriatúa,DIR
ES2018_017,En las estrellas,,Magüi Mira,SUP
ES2018_017,En las estrellas,,Kiti Mánver,SUP
ES2018_017,En las estrellas,,Saturnino García,MIN
ES2018_017,En las estrellas,,Álvaro Roig,MIN
ES2018_018,Figuras,,Eugenio Canevari,DIR
ES2018_018,Figuras,,Stella Maris Santo,LEA
ES2018_018,Figuras,,Francisco Domínguez,LEA
ES2018_019,Trote,,Xacio Baño,DIR
ES2018_019,Trote,,Celso Bugallo,SUP
ES2018_019,Trote,,Tatán,SUP
ES2018_019,Trote,,Celso Parada,MIN
ES2018_019,Trote,,Miguel Borines,MIN
ES2018_020,Cuando dejes de quererme,,Igor Legarreta,DIR
ES2018_020,Cuando dejes de quererme,,Eduardo Blanco,SUP
ES2018_020,Cuando dejes de quererme,,Joaquín Climent,SUP
ES2018_020,Cuando dejes de quererme,,Antonio Dechent,SUP
ES2018_020,Cuando dejes de quererme,,Kandido Uranga,SUP
ES2018_020,Cuando dejes de quererme,,Itziar Aizpuru,SUP
ES2018_020,Cuando dejes de quererme,,Mario Pardo,SUP
ES2018_020,Cuando dejes de quererme,,Maximiliano Márquez,MIN
ES2018_020,Cuando dejes de quererme,,Juan Viadas,MIN
ES2018_021,Formentera Lady,,Pau Durà,DIR
ES2018_021,Formentera Lady,,José Sacristán,LEA
ES2018_021,Formentera Lady,,Ferran Rañé,SUP
ES2018_021,Formentera Lady,,Juli Mira,SUP
ES2018_021,Formentera Lady,,Laura Pons,SUP
ES2018_021,Formentera Lady,,Juli Cantó,MIN
ES2018_022,Miau,,Ignacio Estaregui,DIR
ES2018_022,Miau,,José Luis Gil,LEA
ES2018_022,Miau,,Luisa Gavasa,LEA
ES2018_022,Miau,,Manuel Manquiña,SUP
ES2018_022,Miau,,Álvaro de Luna,SUP
ES2018_022,Miau,,Jaime Ocaña,MIN
ES2018_022,Miau,,Gabriel Latorre,MIN
ES2018_022,Miau,,Kao Chenmin,SUP
ES2018_023,Miss Dalí,,Ventura Pons,DIR
ES2018_023,Miss Dalí,,Siân Phillips,LEA
ES2018_023,Miss Dalí,,Claire Bloom,LEA
ES2018_023,Miss Dalí,,Josep Maria Pou,SUP
ES2018_023,Miss Dalí,,Vicky Peña,MIN
ES2018_023,Miss Dalí,,Minnie Marx,MIN
ES2018_023,Miss Dalí,,Marta Angelat,MIN
ES2018_023,Miss Dalí,,Joan Crosas,MIN
ES2018_023,Miss Dalí,,Carme Sansa,MIN
ES2018_023,Miss Dalí,,Daniel Medrán,MIN
ES2018_024,Sea Beasts,,Felipe González,DIR
ES2018_024,Sea Beasts,,Fernando Morán,SUP
ES2018_024,Sea Beasts,,Rosa Álvarez,SUP
ES2018_025,Apocalipsis Voodoo,,Vasni Ramos,DIR
ES2018_025,Apocalipsis Voodoo,,José Luis de Madariaga,MIN
ES2018_026,"Escoréu, 24 d'avientu de 1937",,Ramón Lluís Bande,DIR
ES2018_027,Good Bye Mister Marshall,,Ana Victoria Pérez,DIR
ES2018_028,Los gigantes no existen,,Chema Rodríguez,DIR
ES2018_028,Los gigantes no existen,,Rafael Rojas,LEA
ES2018_029,"Director Z, el vendedor de ilusiones",,Oskar Tejedor,DIR
ES2018_029,"Director Z, el vendedor de ilusiones",,Santiago Aguilar,DOC
ES2018_029,"Director Z, el vendedor de ilusiones",,Andrés Santana,DOC
ES2018_030,El pintor de Calaveras,,Sigfrid Monleón,DIR
ES2018_030,El pintor de Calaveras,,Pepe Dámaso,DOC
ES2018_031,La última toma,,Jesús Ponce,DIR
ES2018_031,La última toma,,Emilio Gutiérrez Caba,DOC
ES2018_031,La última toma,,Julia Juániz,DOC
ES2018_031,La última toma,,Maribel Martín,DOC
ES2018_031,La última toma,,Juan Antonio Porto,DOC
ES2018_031,La última toma,,Fernando Arribas,DOC
ES2018_031,La última toma,,Ignacio Benedetti,DOC
ES2018_031,La última toma,,Lucia Bosè,DOC
ES2018_031,La última toma,,José Carabias,DOC
ES2018_031,La última toma,,Juan Diego,DOC
ES2018_031,La última toma,,José Luis Egea,DOC
ES2018_031,La última toma,,Cesáreo Estébanez,DOC
ES2018_032,A palabra xusta,,Miguel Piñeiro,DIR
ES2018_032,A palabra xusta,,Antía Cal Vázquez,DOC
ES2018_033,"Alegría, tristeza",,Ibón Cormenzana,DIR
ES2018_033,"Alegría, tristeza",,Carlos Bardem,SUP
ES2018_033,"Alegría, tristeza",,Pedro Casablanc,SUP
ES2018_033,"Alegría, tristeza",,Juan Viadas,MIN
ES2018_034,Sin novedad,,Miguel Berzal de Miguel,DIR
ES2018_034,Sin novedad,,Fernando Guillén Cuervo,SUP
ES2018_034,Sin novedad,,Gonzalo de Castro,SUP
ES2018_034,Sin novedad,,Lola Casamayor,SUP
ES2018_035,No quiero perderte nunca,,Alejo Levis,DIR
ES2018_035,No quiero perderte nunca,,Montse Ribadellas,SUP
ES2018_036,El último invierno,,Julio De La Fuente,DIR
ES2018_036,El último invierno,,José Antonio Lobato,SUP
ES2018_036,El último invierno,,Ángel Héctor Sánchez,MIN
ES2018_037,Carrasca,,Alejandro Cortés Calahorra,DIR
ES2018_037,Carrasca,,Teresa Ramón,DOC
ES2018_038,Akemarropa,,F.J. Arranz,DIR
ES2018_038,Akemarropa,,Antonio Dechent,SUP
ES2018_038,Akemarropa,,Juan Manuel Lara,SUP
ES2018_038,Akemarropa,,Paul Lapidus,MIN
ES2018_039,Querido Fotogramas,,Sergio Oksman,DIR
ES2018_039,Querido Fotogramas,,Ana Belén,DOC
ES2018_039,Querido Fotogramas,,Carmen Maura,DOC
ES2018_039,Querido Fotogramas,,Ángela Molina,DOC
ES2018_039,Querido Fotogramas,,Marisa Paredes,DOC
ES2018_039,Querido Fotogramas,,Eusebio Poncela,DOC
ES2018_039,Querido Fotogramas,,José Sacristán,DOC
ES2018_039,Querido Fotogramas,,Julieta Serrano,DOC
ES2018_039,Querido Fotogramas,,Concha Velasco,DOC
ES2018_039,Querido Fotogramas,,Isabel Coixet,DOC
ES2018_039,Querido Fotogramas,,Fernando Colomo,DOC
ES2018_039,Querido Fotogramas,,Gonzalo Suárez,DOC
ES2018_040,Blue Rai,,Pedro B. Abreu,DIR
ES2018_040,Blue Rai,,Fina Dómenech,SUP
ES2018_040,Blue Rai,,Ferran Lahoz,SUP
ES2018_040,Blue Rai,,Josep Seguí,SUP
ES2018_041,Doctrina El pecat original i la reinserció,,Joan Frank Charansonnet,DIR
ES2018_041,Doctrina El pecat original i la reinserció,,Montse Ribadellas,SUP
ES2018_042,"Els karamazoff, a walk on the SoHo years",,Carmen Rodríguez,DIR
ES2018_042,"Els karamazoff, a walk on the SoHo years",,Juan Gamero,DIR
ES2018_042,"Els karamazoff, a walk on the SoHo years",,Mireia Sentís,DOC
ES2018_042,"Els karamazoff, a walk on the SoHo years",,Antoni Muntadas,DOC
ES2018_042,"Els karamazoff, a walk on the SoHo years",,Robert Llimós,DOC
ES2018_042,"Els karamazoff, a walk on the SoHo years",,Antoni Miralda,DOC
ES2018_042,"Els karamazoff, a walk on the SoHo years",,Xavier Medina Campeny,DOC
ES2018_042,"Els karamazoff, a walk on the SoHo years",,Evru,DOC
ES2018_042,"Els karamazoff, a walk on the SoHo years",,Jaume Ollé,DOC
ES2018_042,"Els karamazoff, a walk on the SoHo years",,Marta Sentís,DOC
ES2018_043,Universal i faraona,,Ventura Pons,DIR
ES2018_043,Universal i faraona,,Carles Flavià,DOC
ES2018_043,Universal i faraona,,Jesús Pérez Ocaña,DOC
ES2018_043,Universal i faraona,,Jaume Sisa,DOC
ES2018_044,Ánimas,,Laura Alvea,DIR
ES2018_044,Ánimas,,José F. Ortuño,DIR
ES2018_044,Ánimas,,Ángela Molina,SUP
ES2018_044,Ánimas,,Manuela Pedraza,MIN
ES2018_045,Penélope,,Eva Vila,DIR
ES2018_045,Penélope,,Ramon Clotet Sala,LEA
ES2018_045,Penélope,,Carme Tarte Vilardell,LEA
ES2018_046,Bernarda,,Emilio Ruiz Barrachina,DIR
ES2018_046,Bernarda,,Assumpta Serna,LEA
ES2018_046,Bernarda,,Victoria Abril,LEA
ES2018_046,Bernarda,,Francesc Albiol,MIN
ES2018_046,Bernarda,,Miriam Díaz-Aroca,SUP
ES2018_046,Bernarda,,Miguelo García,MIN
ES2018_047,A estación violenta,,Anxos Fazáns,DIR
ES2018_047,A estación violenta,,"Antonio Durán ""Morris""",SUP
ES2018_048,Rota n' Roll,,Vanesa Benítez,DIR
ES2018_049,I Hate New York,,Gustavo Sánchez,DIR
ES2018_049,I Hate New York,,Sophia Lamar,DOC
ES2018_049,I Hate New York,,Bibbe Hansen,DOC
ES2018_050,El corazón del Teatro Real,,José Luis López-Linares,DIR
ES2018_050,El corazón del Teatro Real,,María Bayo,DOC
ES2018_050,El corazón del Teatro Real,,Teresa Berganza,DOC
ES2018_050,El corazón del Teatro Real,,Plácido Domingo,DOC
ES2018_050,El corazón del Teatro Real,,Núria Espert,DOC
ES2018_050,El corazón del Teatro Real,,Mario Gas,DOC
ES2018_050,El corazón del Teatro Real,,Mario Vargas Llosa,DOC
ES2018_051,Media hora (y un epílogo),,Epigmenio Rodríguez,DIR
ES2018_051,Media hora (y un epílogo),,Saturnino García,SUP
ES2018_052,El pomo azul,,Montse Bodas,DIR
ES2018_052,El pomo azul,,Raquel Gómez Troyano,DIR
ES2018_052,El pomo azul,,Selica Torcal,LEA
ES2018_052,El pomo azul,,Ricardo Lacámara,LEA
ES2018_053,Oh! Mammy Blue,,Antonio Hens,DIR
ES2018_053,Oh! Mammy Blue,,Carmen Maura,LEA
ES2018_053,Oh! Mammy Blue,,Ramón Barea,SUP
ES2018_053,Oh! Mammy Blue,,María José Alfonso,SUP
ES2018_053,Oh! Mammy Blue,,Itziar Aizpuru,SUP
ES2018_054,Experimento Stuka,,José Andreu,DIR
ES2018_054,Experimento Stuka,,Rafael Molés,DIR
ES2018_055,El año de la plaga,,C. Martín Ferrera,DIR
ES2018_055,El año de la plaga,,Sue Flack,MIN
ES2018_055,El año de la plaga,,Amparo Moreno,SUP
ES2018_055,El año de la plaga,,Fermí Reixach,SUP
ES2018_055,El año de la plaga,,Eduard Benito,SUP
ES2018_056,Sâdhaka: la senda del yoga,,Nicolás Gauthier,DIR
ES2018_056,Sâdhaka: la senda del yoga,,Ramiro A. Calle,DOC
ES2018_057,Lunas de Nueva York,,Juan José Ponce,DIR
ES2018_057,Lunas de Nueva York,,Ian Gibson,DOC
ES2018_057,Lunas de Nueva York,,Antonio Muñoz Molina,DOC
ES2018_057,Lunas de Nueva York,,Luis Antonio de Villena,DOC
ES2018_057,Lunas de Nueva York,,Christophe Maurer,DOC
ES2018_058,Lo posible y lo necesario,,Adolfo Dufour,DIR
ES2018_058,Lo posible y lo necesario,,Carlos Olalla,DOC
ES2018_058,Lo posible y lo necesario,,Gloria Vega,DOC
ES2018_059,Memorias de un hombre en pijama,,Carlos Fernández de Vigo,DIR
ES2018_059,Memorias de un hombre en pijama,,Manuel Manquiña,MIN
ES2018_059,Memorias de un hombre en pijama,,Tacho González,MIN
ES2018_060,El amor y la muerte. Historia de Enrique Granados,,Arantxa Aguirre,DIR
ES2018_060,El amor y la muerte. Historia de Enrique Granados,,Ramon Fontserè,VOI
ES2018_060,El amor y la muerte. Historia de Enrique Granados,,Alicia Sánchez,VOI
ES2018_060,El amor y la muerte. Historia de Enrique Granados,,Rosa Torres Pardo,DOC
ES2018_061,Jaulas,,Nicolás Pacheco,DIR
ES2018_061,Jaulas,,Antonio Dechent,SUP
ES2018_061,Jaulas,,Antonio Estrada,SUP
ES2018_061,Jaulas,,Manuel Tallafé,SUP
ES2018_062,La vida lliure,,Marc Recha,DIR
ES2018_062,La vida lliure,,Miquel Gelabert,SUP
ES2018_063,Onyx: Kings of the Grail,,Roberto Girault,DIR
ES2018_063,Onyx: Kings of the Grail,,Saturnino García,DOC
ES2018_063,Onyx: Kings of the Grail,,Carlos Olalla,DOC
ES2018_064,Paella Today!,,César Sabater,DIR
ES2018_064,Paella Today!,,Lolita Flores,SUP
ES2018_064,Paella Today!,,Mamen García,SUP
ES2018_064,Paella Today!,,Pablo Carbonell,MIN
ES2018_064,Paella Today!,,Chimo Bayo,MIN
ES2018_065,Desenterrando Sad Hill,,Guillermo de Oliveira,DIR
ES2018_065,Desenterrando Sad Hill,,Christopher Frayling,DOC
ES2018_065,Desenterrando Sad Hill,,Eugenio Alabiso,DOC
ES2018_065,Desenterrando Sad Hill,,Sergio Salvati,DOC
ES2018_065,Desenterrando Sad Hill,,James Hetfield,DOC
ES2018_065,Desenterrando Sad Hill,,Joe Dante,DOC
ES2018_065,Desenterrando Sad Hill,,Ennio Morricone,DOC
ES2018_065,Desenterrando Sad Hill,,Clint Eastwood,DOC
ES2018_066,Face au vent,,Meritxell Colell,DIR
ES2018_066,Face au vent,,Concha Canal,SUP
GB2018_001,Fantastic Beasts: The Crimes of Grindelwald,,David Yates,DIR
GB2018_001,Fantastic Beasts: The Crimes of Grindelwald,,Johnny Depp,LEA
GB2018_001,Fantastic Beasts: The Crimes of Grindelwald,,Wolf Roth,SUP
GB2018_001,Fantastic Beasts: The Crimes of Grindelwald,,Cornell John,SUP
GB2018_001,Fantastic Beasts: The Crimes of Grindelwald,,Ingvar Sigurdsson,SUP
GB2018_002,Darkest Hour,,Joe Wright,DIR
GB2018_002,Darkest Hour,,Gary Oldman,LEA
GB2018_002,Darkest Hour,,Kristin Scott Thomas,SUP
GB2018_002,Darkest Hour,,Ronald Pickup,SUP
GB2018_002,Darkest Hour,,Stephen Dillane,SUP
GB2018_002,Darkest Hour,,Nicholas Jones,SUP
GB2018_002,Darkest Hour,,David Schofield,SUP
GB2018_002,Darkest Hour,,Malcolm Storry,SUP
GB2018_002,Darkest Hour,,Hilton McRae,SUP
GB2018_002,Darkest Hour,,Benjamin Whitrow,MIN
GB2018_002,Darkest Hour,,David Bamber,MIN
GB2018_002,Darkest Hour,,Paul Leonard,MIN
GB2018_002,Darkest Hour,,David Strathairn,VOI
GB2018_003,Johnny English Strikes Again,,David Kerr,DIR
GB2018_003,Johnny English Strikes Again,,Rowan Atkinson,LEA
GB2018_003,Johnny English Strikes Again,,Emma Thompson,SUP
GB2018_003,Johnny English Strikes Again,,Michael Gambon,SUP
GB2018_003,Johnny English Strikes Again,,Charles Dance,SUP
GB2018_003,Johnny English Strikes Again,,Laura June Hudson,MIN
GB2018_004,"Three Billboards Outside Ebbing, Missouri",,Martin McDonagh,DIR
GB2018_004,"Three Billboards Outside Ebbing, Missouri",,Frances McDormand,LEA
GB2018_004,"Three Billboards Outside Ebbing, Missouri",,Woody Harrelson,SUP
GB2018_004,"Three Billboards Outside Ebbing, Missouri",,Clarke Peters,SUP
GB2018_004,"Three Billboards Outside Ebbing, Missouri",,Zeljko Ivanek,MIN
GB2018_004,"Three Billboards Outside Ebbing, Missouri",,Sandy Martin,MIN
GB2018_004,"Three Billboards Outside Ebbing, Missouri",,John Hawkes,SUP
GB2018_005,King of Thieves,,James Marsh,DIR
GB2018_005,King of Thieves,,Michael Caine,LEA
GB2018_005,King of Thieves,,Francesca Annis,SUP
GB2018_005,King of Thieves,,Jim Broadbent,LEA
GB2018_005,King of Thieves,,Tom Courtenay,LEA
GB2018_005,King of Thieves,,Ray Winstone,SUP
GB2018_005,King of Thieves,,Paul Whitehouse,SUP
GB2018_005,King of Thieves,,Michael Gambon,SUP
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,,Mike Newell,DIR
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,,Tom Courtenay,SUP
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,,Penelope Wilton,SUP
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,,Bernice Stegers,SUP
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,,Clive Merrison,SUP
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,,Alexa Povah,MIN
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,,Tom Owen,MIN
GB2018_007,Finding Your Feet,,Richard Loncraine,DIR
GB2018_007,Finding Your Feet,,Imelda Staunton,LEA
GB2018_007,Finding Your Feet,,Celia Imrie,LEA
GB2018_007,Finding Your Feet,,Timothy Spall,LEA
GB2018_007,Finding Your Feet,,Joanna Lumley,SUP
GB2018_007,Finding Your Feet,,David Hayman,SUP
GB2018_007,Finding Your Feet,,John Sessions,SUP
GB2018_007,Finding Your Feet,,Phoebe Nicholls,SUP
GB2018_007,Finding Your Feet,,Sian Thomas,SUP
GB2018_007,Finding Your Feet,,Larrington Walker,SUP
GB2018_007,Finding Your Feet,,Victoria Wicks,MIN
GB2018_007,Finding Your Feet,,Richard Hope,MIN
GB2018_007,Finding Your Feet,,Frankie Oatway,MIN
GB2018_007,Finding Your Feet,,Andy Rashleigh,MIN
GB2018_008,The Children Act,,Richard Eyre,DIR
GB2018_008,The Children Act,,Emma Thompson,LEA
GB2018_008,The Children Act,,Stanley Tucci,LEA
GB2018_008,The Children Act,,Rupert Vansittart,MIN
GB2018_009,The Wife,,Björn Runge,DIR
GB2018_009,The Wife,,Glenn Close,LEA
GB2018_009,The Wife,,Jonathan Pryce,LEA
GB2018_009,The Wife,,Elizabeth McGovern,SUP
GB2018_009,The Wife,,Richard Cordery,MIN
GB2018_009,The Wife,,Jan Mybrand,MIN
GB2018_009,The Wife,,Anna Azcárate,MIN
GB2018_009,The Wife,,Peter Forbes,MIN
GB2018_010,You Were Never Really Here,,Lynne Ramsay,DIR
GB2018_010,You Were Never Really Here,,Judith Roberts,SUP
GB2018_010,You Were Never Really Here,,John Doman,SUP
GB2018_011,The Mercy,,James Marsh,DIR
GB2018_011,The Mercy,,Colin Firth,LEA
GB2018_011,The Mercy,,Simon McBurney,SUP
GB2018_011,The Mercy,,Ken Stott,SUP
GB2018_011,The Mercy,,David Thewlis,SUP
GB2018_012,Lean on Pete,,Andrew Haigh,DIR
GB2018_012,Lean on Pete,,Steve Buscemi,SUP
GB2018_013,Island,,Steven Eastwood,DIR
GB2018_014,"Happy New Year, Colin Burstead",,Ben Wheatley,DIR
GB2018_014,"Happy New Year, Colin Burstead",,Doon Mackichan,SUP
GB2018_014,"Happy New Year, Colin Burstead",,Bill Paterson,SUP
GB2018_014,"Happy New Year, Colin Burstead",,Sudha Bhuchar,SUP
GB2018_014,"Happy New Year, Colin Burstead",,Vincent Ebrahim,SUP
GB2018_014,"Happy New Year, Colin Burstead",,Charles Dance,SUP
GB2018_015,Dead in a Week Or Your Money Back),,Tom Edmunds,DIR
GB2018_015,Dead in a Week Or Your Money Back),,Tom Wilkinson,LEA
GB2018_015,Dead in a Week Or Your Money Back),,Marion Bailey,SUP
GB2018_015,Dead in a Week Or Your Money Back),,Marcia Warren,MIN
GB2018_015,Dead in a Week Or Your Money Back),,Carol MacReady,MIN
GB2018_015,Dead in a Week Or Your Money Back),,Mark Penfold,MIN
GB2018_016,Tea with the Dames,,Roger Michell,DIR
GB2018_016,Tea with the Dames,,Roger Michell,DOC
GB2018_016,Tea with the Dames,,Maggie Smith,DOC
GB2018_016,Tea with the Dames,,Judi Dench,DOC
GB2018_016,Tea with the Dames,,Eileen Atkins,DOC
GB2018_016,Tea with the Dames,,Joan Plowright,DOC
GB2018_017,The Little Stranger,,Lenny Abrahamson,DIR
GB2018_017,The Little Stranger,,Charlotte Rampling,SUP
GB2018_017,The Little Stranger,,Richard Campbell,SUP
GB2018_017,The Little Stranger,,Sarah Crowden,MIN
GB2018_017,The Little Stranger,,Clive Francis,MIN
GB2018_017,The Little Stranger,,Elizabeth Counsell,MIN
GB2018_018,Final Score,,Scott Mann,DIR
GB2018_018,Final Score,,Pierce Brosnan,SUP
GB2018_018,Final Score,,Bill Fellows,SUP
GB2018_018,Final Score,,Ann Queensberry,MIN
GB2018_019,Walk Like a Panther,,Dan Cadan,DIR
GB2018_019,Walk Like a Panther,,Julian Sands,SUP
GB2018_019,Walk Like a Panther,,Sue Johnston,SUP
GB2018_019,Walk Like a Panther,,Christopher Fairbank,MIN
GB2018_019,Walk Like a Panther,,Dave Johns,LEA
GB2018_019,Walk Like a Panther,,Alan Rothwell,MIN
GB2018_020,The Titan,,Lennart Ruff,DIR
GB2018_020,The Titan,,Tom Wilkinson,SUP
GB2018_020,The Titan,,Corey Johnson,SUP
GB2018_021,Cake,,Asim Abbasi,DIR
GB2018_021,Cake,,Mohammad Ahmad,SUP
GB2018_021,Cake,,Beo Raana Zafar,SUP
GB2018_022,How to Talk to Girls at Parties,,John Cameron Mitchell,DIR
GB2018_022,How to Talk to Girls at Parties,,Joanna Scanlan,SUP
GB2018_023,Pin Cushion,,Deborah Haywood,DIR
GB2018_023,Pin Cushion,,Joanna Scanlan,LEA
GB2018_023,Pin Cushion,,John Henshaw,SUP
GB2018_024,Euphoria,,Lisa Langseth,DIR
GB2018_024,Euphoria,,Charles Dance,SUP
GB2018_024,Euphoria,,Charlotte Rampling,SUP
GB2018_024,Euphoria,,Eveline Hall,MIN
GB2018_024,Euphoria,,Christiane Blumhoff,MIN
GB2018_024,Euphoria,,Harald Siebler,MIN
GB2018_025,That Good Night,,Eric Styles,DIR
GB2018_025,That Good Night,,John Hurt,LEA
GB2018_025,That Good Night,,Charles Dance,SUP
GB2018_026,Hansa Studios: By The Wall 1976-90,,Mike Christie,DIR
GB2018_026,Hansa Studios: By The Wall 1976-90,,Barry Adamson,DOC
GB2018_026,Hansa Studios: By The Wall 1976-90,,Bono,DOC
GB2018_026,Hansa Studios: By The Wall 1976-90,,Fish,DOC
GB2018_026,Hansa Studios: By The Wall 1976-90,,Flood,DOC
GB2018_026,Hansa Studios: By The Wall 1976-90,,Martin Gore,DOC
GB2018_026,Hansa Studios: By The Wall 1976-90,,Gudrun Gut,DOC
GB2018_026,Hansa Studios: By The Wall 1976-90,,Romy Haag,DOC
GB2018_026,Hansa Studios: By The Wall 1976-90,,Mick Harvey,DOC
GB2018_026,Hansa Studios: By The Wall 1976-90,,Chris Kimsey,DOC
GB2018_027,Milk and Honey: The Movie,,Matt Gambell,DIR
GB2018_027,Milk and Honey: The Movie,,Mark Wingett,LEA
GB2018_027,Milk and Honey: The Movie,,Claire King,LEA
GB2018_028,The Chaperone,,Michael Engler,DIR
GB2018_028,The Chaperone,,Elizabeth McGovern,LEA
GB2018_028,The Chaperone,,Elizabeth McGovern,PRO
GB2018_028,The Chaperone,,Campbell Scott,SUP
GB2018_028,The Chaperone,,Blythe Danner,SUP
GB2018_028,The Chaperone,,Jayne Houdyshell,SUP
GB2018_028,The Chaperone,,Scott Jaeck,MIN
GB2018_029,Kaufman's Game,,Helier Bissell-Thomas,DIR
GB2018_029,Kaufman's Game,,Tor Andreas Fagerland,SUP
GB2018_030,The Trial of Ratko Mladic,,Robert Miller,DIR
GB2018_030,The Trial of Ratko Mladic,,Henry Singer,DIR
GB2018_030,The Trial of Ratko Mladic,,Ratko Mladic,DOC
GB2018_031,Alan Hinkes: The First Briton To Climb The World's Highest Mountains,,Terry Abraham,DIR
GB2018_031,Alan Hinkes: The First Briton To Climb The World's Highest Mountains,,Alan Hinkes,DOC
GB2018_032,Book of Monsters,,Stewart Sparke,DIR
GB2018_032,Book of Monsters,,Nicholas Vince,SUP
GB2018_033,Await Further Instructions,,Johnny Kevorkian,DIR
GB2018_033,Await Further Instructions,,David Bradley,SUP
GB2018_034,Sink,,Mark Gillis,DIR
GB2018_034,Sink,,Martin Herdman,LEA
GB2018_034,Sink,,Ian Hogg,SUP
GB2018_034,Sink,,Marlene Sidaway,SUP
GB2018_034,Sink,,Joanna Monro,MIN
