film_id,nat_title,person_id,person_name,person_role
ES2015_008,Rey Gitano,,Karra Elejalde,LEA
ES2015_008,Rey Gitano,,Manuel Manquiña,LEA
ES2015_008,Rey Gitano,,Rosa Maria Sardà,SUP
ES2015_008,Rey Gitano,,Charo López,SUP
ES2015_008,Rey Gitano,,Pilar Bardem,SUP
ES2015_008,Rey Gitano,,Santi Ugalde,MIN
ES2015_008,Rey Gitano,,Rosario Pardo,MIN
ES2015_008,Rey Gitano,,Manuel Molina,MIN
ES2015_008,Rey Gitano,,Minnie Marx,MIN
ES2015_009,A cambio de nada,,Daniel Guzmán,DIR
ES2015_009,A cambio de nada,,Antonia Guzmán,SUP
ES2015_009,A cambio de nada,,Felipe García Vélez,SUP
ES2015_009,A cambio de nada,,Miguel Rellán,MIN
ES2015_009,A cambio de nada,,Carlos Olalla,MIN
ES2015_010,La novia,,Paula Ortiz,DIR
ES2015_010,La novia,,Luisa Gavasa,SUP
ES2015_010,La novia,,Carlos Álvarez-Nóvoa,SUP
ES2015_010,La novia,,Consuelo Trujillo,SUP
ES2015_010,La novia,,María Alfonsa Rosso,SUP
ES2015_010,La novia,,Mariana Cordero,MIN
ES2015_011,I Am Your Father,,Toni Bestard,DIR
ES2015_011,I Am Your Father,,Marcos Cabotá,DIR
ES2015_011,I Am Your Father,,Colm Meaney,NAR
ES2015_011,I Am Your Father,,Lou Ferrigno,DOC
ES2015_011,I Am Your Father,,Robert Watts,DOC
ES2015_011,I Am Your Father,,Gary Kurtz,DOC
ES2015_011,I Am Your Father,,Brian Muir,DOC
ES2015_011,I Am Your Father,,Bob Prowse,DOC
ES2015_011,I Am Your Father,,David Prowse,DOC
ES2015_011,I Am Your Father,,Kenny Baker,DOC
ES2015_011,I Am Your Father,,Jeremy Bulloch,DOC
ES2015_012,Amama,,Asier Altuna,DIR
ES2015_012,Amama,,Kandido Uranga,LEA
ES2015_012,Amama,,Amparo Badiola,LEA
ES2015_012,Amama,,José Ramón Soroiz,SUP
ES2015_013,Pikadero,,Ben Sharrock,DIR
ES2015_013,Pikadero,,Zorion Eguileor,SUP
ES2015_013,Pikadero,,Itziar Lazkano,SUP
ES2015_014,Barcelona nit d'hivern,,Dani de la Orden,DIR
ES2015_014,Barcelona nit d'hivern,,Asunción Balaguer,LEA
ES2015_014,Barcelona nit d'hivern,,Montserrat Carulla,LEA
ES2015_014,Barcelona nit d'hivern,,Abel Folk,SUP
ES2015_014,Barcelona nit d'hivern,,Fermí Reixach,SUP
ES2015_014,Barcelona nit d'hivern,,Tina Sáinz,MIN
ES2015_014,Barcelona nit d'hivern,,Mariano Venancio,MIN
ES2015_015,Bendita calamidad,,Gaizka Urresti,DIR
ES2015_015,Bendita calamidad,,Enrique Villén,SUP
ES2015_015,Bendita calamidad,,Luis Varela,LEA
ES2015_015,Bendita calamidad,,Carlos Sobera,SUP
ES2015_016,Isla Bonita,,Fernando Colomo,DIR
ES2015_016,Isla Bonita,,Fernando Colomo,PRO
ES2015_016,Isla Bonita,,Fernando Colomo,SCR
ES2015_016,Isla Bonita,,Fernando Colomo,LEA
ES2015_016,Isla Bonita,,Miguel Ángel Furones,SUP
ES2015_016,Isla Bonita,,Miguel Ángel Furones,SCR
ES2015_016,Isla Bonita,,Miguel Ángel Furones,PRO
ES2015_017,Hablar,,Joaquín Oristrell,DIR
ES2015_017,Hablar,,Mercedes Sampietro,SUP
ES2015_017,Hablar,,Carmen Balagué,SUP
ES2015_017,Hablar,,Petra Martínez,SUP
ES2015_017,Hablar,,Juan Margallo,SUP
ES2015_018,Regression,,Alejandro Amenábar,DIR
ES2015_018,Regression,,Lothaire Bluteau,SUP
ES2015_018,Regression,,Peter MacNeill,SUP
ES2015_018,Regression,,Catherine Disher,MIN
ES2015_018,Regression,,Julian Richings,MIN
ES2015_019,Ahora o nunca,,María Ripoll,DIR
ES2015_019,Ahora o nunca,,Gracia Olayo,SUP
ES2015_019,Ahora o nunca,,Minnie Marx,MIN
ES2015_020,La final,,Valerio Boserman,DIR
ES2015_020,La final,,Loles León,SUP
ES2015_021,Francisco - El Padre Jorge,,Beda Docampo Feijóo,DIR
ES2015_021,Francisco - El Padre Jorge,,Darío Grandinetti,LEA
ES2015_021,Francisco - El Padre Jorge,,Pablo Brichta,SUP
ES2015_021,Francisco - El Padre Jorge,,Manuel de Blas,MIN
ES2015_021,Francisco - El Padre Jorge,,Emilio Gutiérrez Caba,SUP
ES2015_021,Francisco - El Padre Jorge,,Carlos Hipólito,MIN
ES2015_021,Francisco - El Padre Jorge,,Juan Lombardero,MIN
ES2015_022,La playa de los ahogados,,Gerardo Herrero,DIR
ES2015_022,La playa de los ahogados,,Celso Bugallo,SUP
ES2015_022,La playa de los ahogados,,Fernando Morán,SUP
ES2015_022,La playa de los ahogados,,Carlos Blanco,MIN
ES2015_022,La playa de los ahogados,,Vicente Montoto,MIN
ES2015_023,Nadie quiere la noche,,Isabel Coixet,DIR
ES2015_023,Nadie quiere la noche,,Gabriel Byrne,SUP
ES2015_023,Nadie quiere la noche,,Orto Ignatiussen,SUP
ES2015_023,Nadie quiere la noche,,Matt Salinger,SUP
ES2015_024,Incidencias,,José Corbacho,DIR
ES2015_024,Incidencias,,Juan Cruz,DIR
ES2015_024,Incidencias,,María Alfonsa Rosso,SUP
ES2015_024,Incidencias,,Imanol Arias,MIN
ES2015_025,Summer Camp,,Alberto Marini,DIR
ES2015_025,Summer Camp,,Xavier Capdet,SUP
ES2015_026,La espina de Dios,,Óscar Parra de Carrizosa,DIR
ES2015_026,La espina de Dios,,María Garralón,SUP
ES2015_026,La espina de Dios,,Fedra Lorente,SUP
ES2015_027,L'adopció,,Daniela Fejerman,DIR
ES2015_027,L'adopció,,Jordi Banacolocha,SUP
ES2015_028,Techo y comida,,Juan Miguel del Castillo,DIR
ES2015_028,Techo y comida,,Mariana Cordero,SUP
ES2015_029,Un otoño sin Berlín,,Lara Izagirre,DIR
ES2015_029,Un otoño sin Berlín,,Ramón Barea,SUP
ES2015_030,Lejos del mar,,Imanol Uribe,DIR
ES2015_030,Lejos del mar,,Juan Motilla,SUP
ES2015_030,Lejos del mar,,Susi Sánchez,SUP
ES2015_030,Lejos del mar,,Luis Fernández de Eribe,MIN
ES2015_031,Barça Dreams,,Jordi Llompart,DIR
ES2015_031,Barça Dreams,,José Ramón Alexanko,DOC
ES2015_031,Barça Dreams,,Ramon Besa,DOC
ES2015_031,Barça Dreams,,Johan Cruijff,DOC
ES2015_031,Barça Dreams,,Gary Lineker,DOC
ES2015_031,Barça Dreams,,Carles Rexach,DOC
ES2015_032,B,,David Ilundain,DIR
ES2015_032,B,,Pedro Civera,SUP
ES2015_032,B,,Eduardo Recabarren,SUP
ES2015_032,B,,Enric Benavent,SUP
ES2015_032,B,,Ramón Ibarra,SUP
ES2015_032,B,,Carlos Olalla,SUP
ES2015_032,B,,Joaquín Climent,SUP
ES2015_033,El apóstata,,Federico Veiroj,DIR
ES2015_033,El apóstata,,Vicky Peña,SUP
ES2015_033,El apóstata,,Joaquín Climent,SUP
ES2015_033,El apóstata,,Jaime Chávarri,SUP
ES2015_033,El apóstata,,Juan Calot,SUP
ES2015_034,El clan,,Jaime Falero,DIR
ES2015_034,El clan,,José Sancho,SUP
ES2015_034,El clan,,Carlos Lasarte,SUP
ES2015_035,De chica en chica,,Sonia Sebastián,DIR
ES2015_035,De chica en chica,,Jane Badler,SUP
ES2015_035,De chica en chica,,Jane Badler,PRO
ES2015_035,De chica en chica,,Eulàlia Ramon,SUP
ES2015_036,"Gabo, la creación de Gabriel García Márquez",,Justin Webster,DIR
ES2015_036,"Gabo, la creación de Gabriel García Márquez",,Bill Clinton,DOC
ES2015_036,"Gabo, la creación de Gabriel García Márquez",,César Gaviria,DOC
ES2015_036,"Gabo, la creación de Gabriel García Márquez",,Jon Lee Anderson,DOC
ES2015_036,"Gabo, la creación de Gabriel García Márquez",,Carmen Balcells,DOC
ES2015_037,Sicarivs: La noche y el silencio,,Javier Muñoz,DIR
ES2015_037,Sicarivs: La noche y el silencio,,Chete Lera,MIN
ES2015_037,Sicarivs: La noche y el silencio,,Mario Pardo,MIN
ES2015_037,Sicarivs: La noche y el silencio,,Carlos Olalla,MIN
ES2015_038,"Cola, Colita, Colassa",,Ventura Pons,DIR
ES2015_038,"Cola, Colita, Colassa",,Pilar Aymerich,DOC
ES2015_038,"Cola, Colita, Colassa",,Colita,DOC
ES2015_038,"Cola, Colita, Colassa",,Beatriz de Moura,DOC
ES2015_038,"Cola, Colita, Colassa",,Núria Feliu,DOC
ES2015_038,"Cola, Colita, Colassa",,Teresa Gimpera,DOC
ES2015_038,"Cola, Colita, Colassa",,Anna Maio,DOC
ES2015_038,"Cola, Colita, Colassa",,Rosa Regàs,DOC
ES2015_038,"Cola, Colita, Colassa",,Rosa Maria Sardà,DOC
ES2015_038,"Cola, Colita, Colassa",,Marta Tatjer,DOC
ES2015_038,"Cola, Colita, Colassa",,Maruja Torres,DOC
ES2015_039,El país del miedo,,Francisco Espada,DIR
ES2015_039,El país del miedo,,Kiti Mánver,SUP
ES2015_040,Txarriboda,,Alvar Gordejuela,DIR
ES2015_040,Txarriboda,,Javier Rebollo,DIR
ES2015_040,Txarriboda,,Ramón Agirre,SUP
ES2015_040,Txarriboda,,Loli Astoreka,SUP
ES2015_040,Txarriboda,,Zorion Eguileor,SUP
ES2015_040,Txarriboda,,Patxo Tellería,SUP
ES2015_041,Tercer grado,,Geoffrey Cowper,DIR
ES2015_041,Tercer grado,,Ferran Lahoz,SUP
ES2015_041,Tercer grado,,Johnny Melville,SUP
ES2015_041,Tercer grado,,Jordi Llovet,MIN
ES2015_042,Vulcania,,José Skaf,DIR
ES2015_042,Vulcania,,José Sacristán,SUP
ES2015_042,Vulcania,,Xavier Pàmies,SUP
ES2015_042,Vulcania,,Xavier Capdet,MIN
ES2015_042,Vulcania,,Vicky Peña,VOI
ES2015_043,Las aventuras de Moriana,,David Perea,DIR
ES2015_043,Las aventuras de Moriana,,Luis Soravilla,DIR
ES2015_043,Las aventuras de Moriana,,Terele Pávez,SUP
ES2015_043,Las aventuras de Moriana,,Enrique Villén,SUP
ES2015_043,Las aventuras de Moriana,,Luis Fernández de Eribe,MIN
ES2015_044,El somni català,,Josep Maria Forn,DIR
ES2015_044,El somni català,,Montserrat Carulla,NAR
ES2015_044,El somni català,,Abel Folk,DOC
ES2015_044,El somni català,,Luis Iriondo,DOC
ES2015_045,Vampyres,,Víctor Matellano,DIR
ES2015_045,Vampyres,,Lone Fleming,SUP
ES2015_045,Vampyres,,Caroline Munro,SUP
ES2015_045,Vampyres,,Antonio Mayans,MIN
ES2015_045,Vampyres,,May Heatherly,MIN
ES2015_045,Vampyres,,Conrado San Martín,MIN
ES2015_046,Capa Caída,,Santiago Alvarado,DIR
ES2015_046,Capa Caída,,Francesc Pagès,SUP
ES2015_046,Capa Caída,,Joaquín Oristrell,SUP
ES2015_046,Capa Caída,,Carmen Balagué,SUP
ES2015_046,Capa Caída,,Carles Velat,SUP
ES2015_047,Rocco tiene tu nombre,,Angelo Orlando,DIR
ES2015_047,Rocco tiene tu nombre,,José María Blanco,SUP
ES2015_047,Rocco tiene tu nombre,,Xavier Capdet,SUP
ES2015_048,O futebol,,Sergio Oksman,DIR
ES2015_049,No todo es vigilia,,Hermes Paralluelo,DIR
ES2015_050,Tras Nazarin: Following Nazarin,,Javier Espada,DIR
ES2015_050,Tras Nazarin: Following Nazarin,,Luis Eduardo Aute,DOC
ES2015_050,Tras Nazarin: Following Nazarin,,Asunción Balaguer,DOC
ES2015_050,Tras Nazarin: Following Nazarin,,Jean-Claude Carrière,DOC
ES2015_050,Tras Nazarin: Following Nazarin,,José de la Colina,DOC
ES2015_050,Tras Nazarin: Following Nazarin,,Ignacio López Tarso,DOC
ES2015_050,Tras Nazarin: Following Nazarin,,Rosenda Monteros,DOC
ES2015_050,Tras Nazarin: Following Nazarin,,Pilar Pellicer,DOC
ES2015_050,Tras Nazarin: Following Nazarin,,Silvia Pinal,DOC
ES2015_050,Tras Nazarin: Following Nazarin,,Arturo Ripstein,DOC
ES2015_050,Tras Nazarin: Following Nazarin,,Carlos Saura,DOC
ES2015_051,Cuento de verano,,Carlos Dorrego,DIR
ES2015_051,Cuento de verano,,Manuel Morón,MIN
ES2015_052,El violín de piedra,,Emilio Ruiz Barrachina,DIR
ES2015_052,El violín de piedra,,Carlos Álvarez-Nóvoa,LEA
ES2015_053,L'artèria invisible,,Pere Vilà i Barceló,DIR
ES2015_053,L'artèria invisible,,Marcel·lí Antúnez,SUP
ES2015_053,L'artèria invisible,,Miquel Gelabert,SUP
ES2015_053,L'artèria invisible,,Joan Margarit,MIN
ES2015_053,L'artèria invisible,,Josep Maria Domènech,MIN
ES2015_054,L'assaig,,Lluís Baulida,DIR
ES2015_054,L'assaig,,Hermann Bonnín,SUP
ES2015_054,L'assaig,,Lurdes Barba,SUP
ES2015_055,Sacristán: delantera de gallinero,,Pedro González Bermúdez,DIR
ES2015_055,Sacristán: delantera de gallinero,,José Sacristán,DOC
ES2015_056,El Señor Manolo,,Fernando Osuna Mascaró,DIR
ES2015_056,El Señor Manolo,,Ramón Merlo,LEA
ES2015_056,El Señor Manolo,,María Kosty,LEA
ES2015_056,El Señor Manolo,,Pape Pérez,SUP
ES2015_056,El Señor Manolo,,Toni Fuentes,SUP
ES2015_056,El Señor Manolo,,Miguel Rellán,VOI
ES2015_056,El Señor Manolo,,Eduardo Gómez,MIN
ES2015_057,Darrera la porta,,David Gimbernat,DIR
ES2015_057,Darrera la porta,,Pere Solés,DIR
ES2015_057,Darrera la porta,,Miquel Gelabert,SUP
ES2015_057,Darrera la porta,,Carlos Lasarte,LEA
ES2015_058,Queridos monstruos,,K. Prada,DIR
ES2015_058,Queridos monstruos,,Javi Prada,DIR
ES2015_058,Queridos monstruos,,Carlos Aguilar,DOC
ES2015_058,Queridos monstruos,,Javier Aguirre,DOC
ES2015_058,Queridos monstruos,,Colin Arthur,DOC
ES2015_058,Queridos monstruos,,Lloyd Kaufman,DOC
ES2015_058,Queridos monstruos,,Daniel Lesoeur,DOC
ES2015_058,Queridos monstruos,,José Lifante,DOC
ES2015_058,Queridos monstruos,,Emilio Linder,DOC
ES2015_058,Queridos monstruos,,Eugenio Martín,DOC
ES2015_058,Queridos monstruos,,Antonio Mayans,DOC
GB2014_001,Mr. Turner,,Mike Leigh,DIR
GB2014_001,Mr. Turner,,Timothy Spall,LEA
GB2014_001,Mr. Turner,,Paul Jesson,SUP
GB2014_001,Mr. Turner,,Marion Bailey,SUP
GB2014_001,Mr. Turner,,Karl Johnson,SUP
GB2014_001,Mr. Turner,,Ruth Sheen,SUP
GB2014_001,Mr. Turner,,Lesley Manville,SUP
GB2014_001,Mr. Turner,,Richard Bremmer,SUP
GB2014_001,Mr. Turner,,Fred Pearson,MIN
GB2014_001,Mr. Turner,,Clive Francis,MIN
GB2014_002,"20,000 days on Earth",,Ian Forsyth,DIR
GB2014_002,"20,000 days on Earth",,Jane Pollard,DIR
GB2014_002,"20,000 days on Earth",,Nick Cave,DOC
GB2014_002,"20,000 days on Earth",,Blixa Bargeld,DOC
GB2014_002,"20,000 days on Earth",,Ray Winstone,DOC
GB2014_003,Pride,,Matthew Warchus,DIR
GB2014_003,Pride,,Bill Nighy,LEA
GB2014_003,Pride,,Imelda Staunton,LEA
GB2014_003,Pride,,Menna Trussler,SUP
GB2014_003,Pride,,Deddie Davies,MIN
GB2014_004,Lilting,,Hong Khau,DIR
GB2014_004,Lilting,,Pei-Pei Cheng,LEA
GB2014_004,Lilting,,Peter Bowles,SUP
GB2014_005,Northern Soul,,Elaine Constantine,DIR
GB2014_005,Northern Soul,,Ricky Tomlinson,SUP
GB2014_006,Paddington,,Paul King,DIR
GB2014_006,Paddington,,Julie Walters,SUP
GB2014_006,Paddington,,Jim Broadbent,SUP
GB2014_006,Paddington,,Imelda Staunton,VOI
GB2014_006,Paddington,,Michael Gambon,VOI
GB2014_006,Paddington,,Peter Capaldi,SUP
GB2014_007,Hockney,,Randall Wright,DIR
GB2014_007,Hockney,,David Hockney,DOC
GB2014_008,Belle,,Amma Asante,DIR
GB2014_008,Belle,,Miranda Richardson,SUP
GB2014_008,Belle,,Penelope Wilton,SUP
GB2014_008,Belle,,Tom Wilkinson,SUP
GB2014_008,Belle,,David Gant,SUP
GB2014_008,Belle,,Susan Brown,MIN
GB2014_009,Frank,,Lenny Abrahamson,DIR
GB2014_009,Frank,,Moira Brooker,SUP
GB2014_009,Frank,,Paul Butterworth,SUP
GB2014_010,Night Will Fall,,André Singer,DIR
GB2014_011,Mrs. Brown's Boys D'Movie,,Ben Kellett,DIR
GB2014_011,Mrs. Brown's Boys D'Movie,,Brendan O'Carroll,LEA
GB2014_011,Mrs. Brown's Boys D'Movie,,Dermot O'Neill,SUP
GB2014_011,Mrs. Brown's Boys D'Movie,,Eilish O'Carroll,SUP
GB2014_011,Mrs. Brown's Boys D'Movie,,June Rodgers,SUP
GB2014_011,Mrs. Brown's Boys D'Movie,,Sorcha Cusack,SUP
GB2014_011,Mrs. Brown's Boys D'Movie,,Brendan O'Carroll,SCR
GB2014_011,Mrs. Brown's Boys D'Movie,,Brendan O'Carroll,PRO
GB2014_012,"Nativity 3: Dude, where's my donkey?",,Debbie Isitt,DIR
GB2014_012,"Nativity 3: Dude, where's my donkey?",,Celia Imrie,SUP
GB2014_012,"Nativity 3: Dude, where's my donkey?",,Duncan Preston,MIN
GB2014_013,The Two Faces of January,,Hossein Amini,DIR
GB2014_013,The Two Faces of January,,Viggo Mortensen,LEA
GB2014_014,What We Did On Our Holiday,,Andy Hamilton,DIR
GB2014_014,What We Did On Our Holiday,,Guy Jenkin,DIR
GB2014_014,What We Did On Our Holiday,,Billy Connolly,LEA
GB2014_014,What We Did On Our Holiday,,Celia Imrie,SUP
GB2014_014,What We Did On Our Holiday,,Annette Crosbie,SUP
GB2014_014,What We Did On Our Holiday,,Ralph Riach,SUP
GB2014_014,What We Did On Our Holiday,,Ron Donachie,SUP
GB2014_014,What We Did On Our Holiday,,Jake D'Arcy,MIN
GB2014_015,Jimmy's Hall,,Ken Loach,DIR
GB2014_015,Jimmy's Hall,,Aileen Henry,SUP
GB2014_015,Jimmy's Hall,,Jim Norton,SUP
GB2014_016,A Long Way Down,,Pascal Chaumeil,DIR
GB2014_016,A Long Way Down,,Pierce Brosnan,LEA
GB2014_016,A Long Way Down,,Sam Neill,SUP
GB2014_016,A Long Way Down,,Diana Kent,MIN
GB2014_017,My Old Lady,,Israel Horovitz,DIR
GB2014_017,My Old Lady,,Kevin Kline,LEA
GB2014_017,My Old Lady,,Maggie Smith,LEA
GB2014_017,My Old Lady,,Dominique Pinon,SUP
GB2014_018,Get Santa,,Christopher Smith,DIR
GB2014_018,Get Santa,,Jim Broadbent,LEA
GB2014_018,Get Santa,,Bjarne Henriksen,MIN
GB2014_018,Get Santa,,Brian Bovell,MIN
GB2015_078,Trash,,Stephen Daldry,DIR
GB2015_078,Trash,,Christian Duurvoort,DIR
GB2015_078,Trash,,Martin Sheen,LEA
GB2015_078,Trash,,José Dumont,SUP
GB2015_078,Trash,,Stepan Nercessian,MIN
GB2014_019,Cuban Fury,,James Griffiths,DIR
GB2014_019,Cuban Fury,,Ian McShane,SUP
GB2014_020,Pudsey the Dog: The Movie,,Nick Moore,DIR
GB2014_020,Pudsey the Dog: The Movie,,John Sessions,SUP
GB2014_020,Pudsey the Dog: The Movie,,Lorraine Kelly,VOI
GB2014_020,Pudsey the Dog: The Movie,,Maggie Steed,SUP
GB2014_021,Effie Gray,,Richard Laxton,DIR
GB2014_021,Effie Gray,,Emma Thompson,LEA
GB2014_021,Effie Gray,,Emma Thompson,SCR
GB2014_021,Effie Gray,,Patrick Doyle,SUP
GB2014_021,Effie Gray,,David Suchet,SUP
GB2014_021,Effie Gray,,Julie Walters,SUP
GB2014_021,Effie Gray,,Linda Bassett,SUP
GB2014_021,Effie Gray,,Claudia Cardinale,SUP
GB2014_021,Effie Gray,,Robbie Coltrane,SUP
GB2014_021,Effie Gray,,Nicholas Jones,MIN
GB2014_021,Effie Gray,,Derek Jacobi,SUP
GB2016_068,Desert Dancer,,Richard Raymond,DIR
GB2016_068,Desert Dancer,,Makram Khoury,SUP
GB2016_068,Desert Dancer,,Sam Shoubber,MIN
GB2014_022,The Guvnors,,Gabe Turner,DIR
GB2014_022,The Guvnors,,David Essex,SUP
GB2014_023,Stilll the Enemy Within,,Owen Gower,DIR
GB2014_024,The Anomaly,,Noel Clarke,DIR
GB2014_024,The Anomaly,,Brian Cox,SUP
GB2014_025,An Brontannas,,Tom Collins,DIR
GB2014_025,An Brontannas,,John Finn,LEA
GB2014_026,The Double,,Richard Ayoade,DIR
GB2014_026,The Double,,Wallace Shawn,SUP
GB2014_026,The Double,,James Fox,SUP
GB2014_026,The Double,,Phyllis Somerville,SUP
GB2014_026,The Double,,Bruce Byron,MIN
GB2014_027,The Machine,,Caradog W. James,DIR
GB2014_027,The Machine,,Denis Lawson,LEA
GB2014_027,The Machine,,Helen Griffin,MIN
GB2014_028,The Zero Theorem,,Terry Gilliam,DIR
GB2014_028,The Zero Theorem,,Christoph Waltz,LEA
GB2014_028,The Zero Theorem,,Christoph Waltz,PRO
GB2014_028,The Zero Theorem,,Peter Stormare,SUP
GB2014_029,For No Good Reason,,Charlie Paul,DIR
GB2014_029,For No Good Reason,,Ralph Steadman,DOC
GB2014_029,For No Good Reason,,Terry Gilliam,DOC
GB2014_029,For No Good Reason,,Richard E. Grant,DOC
GB2014_029,For No Good Reason,,Jann Wenner,DOC
GB2014_029,For No Good Reason,,Hal Willner,DOC
GB2015_079,The Theory of Everything,,James Marsh,DIR
GB2015_079,The Theory of Everything,,Simon McBurney,SUP
GB2014_030,The Love Punch,,Joel Hopkins,DIR
GB2014_030,The Love Punch,,Pierce Brosnan,LEA
GB2014_030,The Love Punch,,Emma Thompson,LEA
GB2014_030,The Love Punch,,Timothy Spall,SUP
GB2014_030,The Love Punch,,Celia Imrie,SUP
GB2014_030,The Love Punch,,Marisa Berenson,MIN
GB2014_031,Postman Pat: The Movie,,Mike Disa,DIR
GB2014_031,Postman Pat: The Movie,,Jim Broadbent,VOI
GB2014_031,Postman Pat: The Movie,,Brian George,VOI
GB2014_031,Postman Pat: The Movie,,Enn Reitel,VOI
GB2014_031,Postman Pat: The Movie,,Jane Carr,VOI
GB2014_031,Postman Pat: The Movie,,Jacob Witkin,VOI
GB2014_032,Hermitage Revealed,,Margy Kinmonth,DIR
GB2014_032,Hermitage Revealed,,Margy Kinmonth,SCR
GB2014_032,Hermitage Revealed,,Margy Kinmonth,PRO
GB2014_032,Hermitage Revealed,,Margy Kinmonth,VOI
GB2014_032,Hermitage Revealed,,Tom Conti,VOI
GB2014_033,Road,,Michael Hewitt,DIR
GB2014_033,Road,,Dermot Lavery,DIR
GB2014_033,Road,,Liam Neeson,NAR
GB2014_034,Ironclad: Battle for Blood,,Jonathan English,DIR
GB2014_034,Ironclad: Battle for Blood,,Danny Webb,SUP
GB2014_034,Ironclad: Battle for Blood,,David Rintoul,SUP
GB2014_035,Tony Benn: Will and Testament,,Skip Kite,DIR
GB2014_035,Tony Benn: Will and Testament,,Tony Benn,DOC
GB2014_036,One Night in Istanbul,,James Marquand,DIR
GB2014_036,One Night in Istanbul,,Paul Barber,SUP
GB2014_036,One Night in Istanbul,,Terry O'Neill,MIN
GB2014_037,The Possibilities Are Endless,,James Hall,DIR
GB2014_037,The Possibilities Are Endless,,Edward Lovelace,DIR
GB2014_037,The Possibilities Are Endless,,Edwyn Collins,DOC
GB2014_038,Set Fire to the Stars,,Andy Goddard,DIR
GB2014_038,Set Fire to the Stars,,Andrew Bicknell,SUP
GB2014_038,Set Fire to the Stars,,Ken Drury,MIN
GB2014_038,Set Fire to the Stars,,Polly Hemingway,MIN
GB2014_038,Set Fire to the Stars,,Sue Maund,MIN
GB2014_039,In Search of Chopin,,Phil Grabsky,DIR
GB2014_039,In Search of Chopin,,Juliet Stevenson,NAR
GB2014_039,In Search of Chopin,,Daniel Barenboim,DOC
GB2014_039,In Search of Chopin,,Ronald Brautigam,DOC
GB2014_039,In Search of Chopin,,Jeremy Siepmann,DOC
GB2014_040,How We Used to Live,,Paul Kelly,DIR
GB2014_040,How We Used to Live,,Ian McShane,NAR
GB2014_041,I Am Ali,,Clare Lewins,DIR
GB2014_041,I Am Ali,,Gene Kilroy,DOC
GB2014_041,I Am Ali,,Ken Jones,DOC
GB2014_041,I Am Ali,,Jim Brown,DOC
GB2014_041,I Am Ali,,George Lois,DOC
GB2014_041,I Am Ali,,Karl Fischer,DOC
GB2014_041,I Am Ali,,Tom Jones,DOC
GB2014_041,I Am Ali,,George Foreman,DOC
GB2014_042,Dexys: Nowhere Is Home,,Kieran Evans,DIR
GB2014_042,Dexys: Nowhere Is Home,,Paul Kelly,DIR
GB2014_042,Dexys: Nowhere Is Home,,Kevin Rowland,DOC
GB2014_042,Dexys: Nowhere Is Home,,Tim Cansfield,DOC
GB2014_042,Dexys: Nowhere Is Home,,David Ruffy,DOC
GB2014_043,Svengali,,John Hardwick,DIR
GB2014_043,Svengali,,Sharon Morgan,MIN
GB2014_043,Svengali,,Brian Hibbard,MIN
GB2014_044,Looking for Light: Jane Bown,,Luke Dodd,DIR
GB2014_044,Looking for Light: Jane Bown,,Michael Whyte,DIR
GB2014_044,Looking for Light: Jane Bown,,Jane Brown,DOC
GB2014_045,A Dangerous Game,,Anthony Baxter,DIR
GB2014_045,A Dangerous Game,,Michael Forbes,DOC
GB2014_045,A Dangerous Game,,Donald Trump,DOC
GB2014_045,A Dangerous Game,,Alec Baldwin,DOC
GB2014_045,A Dangerous Game,,Bill Moyers,DOC
GB2014_045,A Dangerous Game,,Molly Forbes,DOC
GB2014_046,Believe,,David Scheinmann,DIR
GB2014_046,Believe,,Brian Cox,LEA
GB2014_046,Believe,,Anne Reid,SUP
GB2014_046,Believe,,Philip Jackson,SUP
GB2014_047,Journey to Le Mans,,Charlotte Fantelli,DIR
GB2014_047,Journey to Le Mans,,Patrick Stewart,NAR
GB2014_048,Back to the Garden,,Jon Sanders,DIR
GB2014_048,Back to the Garden,,Bob Goody,LEA
GB2014_048,Back to the Garden,,Anna Mottram,LEA
GB2014_048,Back to the Garden,,Petra Markham,LEA
GB2014_048,Back to the Garden,,Emma Garden,LEA
GB2014_049,Common People,,Stewart Alexander,DIR
GB2014_049,Common People,,Kerry Skinner,DIR
GB2014_049,Common People,,Sam Kelly,LEA
GB2014_049,Common People,,Diana Payan,LEA
GB2014_050,Bonobo,,Matthew Hammett Knott,DIR
GB2014_050,Bonobo,,Tessa Peake-Jones,LEA
GB2014_050,Bonobo,,Carolyn Pickles,SUP
GB2014_050,Bonobo,,Josie Lawrence,SUP
GB2014_051,Genesis: Together and Apart,,John Edginton,DIR
GB2014_051,Genesis: Together and Apart,,Tony Banks,DOC
GB2014_051,Genesis: Together and Apart,,Phil Collins,DOC
GB2014_051,Genesis: Together and Apart,,Peter Gabriel,DOC
GB2014_051,Genesis: Together and Apart,,Steve Hackett,DOC
GB2014_051,Genesis: Together and Apart,,Mike Rutherford,DOC
GB2014_052,Luna,,Dave McKean,DIR
GB2014_052,Luna,,Maurice Roëves,MIN
GB2014_052,Luna,,Godfrey Jackman,MIN
GB2014_053,The Borderlands,,Elliot Goldner,DIR
GB2014_053,The Borderlands,,Gordon Kennedy,LEA
GB2014_053,The Borderlands,,Peter Charlton,MIN
GB2014_053,The Borderlands,,Patrick Godfrey,SUP
GB2014_054,Bette Bourne: It Goes with the Shoes,,Jeremy Jeffs,DIR
GB2014_054,Bette Bourne: It Goes with the Shoes,,Mark Ravenhill,DIR
