film_id,nat_title,film_genre,,,,,,,,,,,,,,,,,,,,,,,
FR2022_095,"Mizrahim, les oubliés de la Terre Promise",,,,,,,,,,,,,,,,,,,,,,,,
FR2022_096,Petite fleur,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_097,Incroyable mais vrai,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_098,Mon amour,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_099,L'Homme parfait,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_100,Le Divorce de mes marrants,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_101,Les Goûts et les Couleurs,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_102,En roue libre,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_103,Irréductible,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_104,Mastemah,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_105,I Love Greece,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_106,Peter von Kant,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_107,Ducobu Président !,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_108,La Nuit du 12,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_109,Menteur,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_110,Joyeuse retraite! 2,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_111,Magdala,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_112,L'Année du requin,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_113,La Très Très Grande Classe,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_114,Les Vieux Fourneaux 2: Bons pour l'asile,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_115,Les Volets verts,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_116,Avec amour et acharnement,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_117,La Dégustation,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_118,La Page blanche,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_119,Les Cinq Diables,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_120,Le Favolose,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_121,Kompromat,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_122,Le Tigre et le président,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_123,Tout le monde aime Jeanne,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_124,Walden,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_125,About Joan,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_126,Canailles,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_127,Citoyen d'honneur,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_128,Tout fout le camp,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_129,Transe,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_130,L'Ombre de Goya par Jean-Claude Carrière,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_131,Les Enfants des autres,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_132,Les Secrets de mon père,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_133,Une belle course,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_134,Jumeaux mais pas trop,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_135,La Cour des Miracles,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_136,Le Sixième Enfant,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_137,Maria rêve,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_138,Vacances,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_139,Être prof,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_140,L'Origine du mal,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_141,La Combattante,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_142,Novembre,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_143,Un beau matin,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_144,Une femme de notre temps,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_145,L'Innocent,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_146,Le petit Nicolas: Qu'est-ce qu'on attend pour être heureux ?,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_147,Les Harkis,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_148,"Simone, le voyage du siècle",,,,,,,,,,,,,,,,,,,,,,,,
FR2022_149,Temps morts,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_150,Belle et Sébastien: Nouvelle génération,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_151,Le Nouveau Jouet,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_152,"Le Pharaon, le Sauvage et la Princesse",,,,,,,,,,,,,,,,,,,,,,,,
FR2022_153,Reprise en main,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_154,Bowling Saturne,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_155,L'école est à nous,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_156,Plancha,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_157,Super Z,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_158,Mascarade,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_159,Arvor de 2 à 5,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_160,Jacky Caillou,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_161,Couleurs de l'incendie,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_162,Heureux les fêlés,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_163,Les Lendemains de veille,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_164,Pétaouchnok,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_165,Trois Nuits par semaine,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_166,Du crépitement sous les néons,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_167,La Maison,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_168,Le Défi de Noël,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_169,Les Amandiers,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_170,Les Engagés,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_171,Les Femmes du square,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_172,Plus que jamais,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_173,Reste un peu,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_174,Une comédie romantique,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_175,Les Miens,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_176,Mauvaises filles,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_177,Saint Omer,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_178,Annie colère,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_179,Fumer fait tousser,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_180,Le Lycéen,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_181,Le Torrent,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_182,Les Pires,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_183,Maestro(s),,,,,,,,,,,,,,,,,,,,,,,,
FR2022_184,Nos frangins,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_185,Ernest et Célestine: Le voyage en Charabie,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_186,Les Années Super-8,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_187,Le Parfum vert,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_188,Le Petit Piaf,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_189,Le Tourbillon de la vie,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_190,Tempête,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_191,Choeur de rockers,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_192,La Passagère,,,,,,,,,,,,,,,,,,,,,,,,
FR2022_193,Par coeurs,,,,,,,,,,,,,,,,,,,,,,,,
IT2021_001,Lei mi parla ancora,ROM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_001,Lei mi parla ancora,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_002,The Rossellinis,DPA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_002,The Rossellinis,BIO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_003,Genitori vs. Influencer,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_004,Alida,DEX,,,,,,,,,,,,,,,,,,,,,,,
IT2021_004,Alida,BIO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_005,Il cattivo poeta,BIO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_005,Il cattivo poeta,HIS,,,,,,,,,,,,,,,,,,,,,,,
IT2021_005,Il cattivo poeta,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_006,Tutti per Uma,CHI,,,,,,,,,,,,,,,,,,,,,,,
IT2021_007,Comedians,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_007,Comedians,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_007,Comedians,MPF,,,,,,,,,,,,,,,,,,,,,,,
IT2021_008,Extraliscio - Punk da balera,DPE,,,,,,,,,,,,,,,,,,,,,,,
IT2021_008,Extraliscio - Punk da balera,MUS,,,,,,,,,,,,,,,,,,,,,,,
IT2021_009,School of mafia,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_009,School of mafia,CRI,,,,,,,,,,,,,,,,,,,,,,,
IT2021_010,La terra dei figli,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_010,La terra dei figli,DYS,,,,,,,,,,,,,,,,,,,,,,,
IT2021_011,Boys,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_011,Boys,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_011,Boys,MUS,,,,,,,,,,,,,,,,,,,,,,,
IT2021_012,Per Lucio,DPO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_012,Per Lucio,BIO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_013,Disco Ruin,DEX,,,,,,,,,,,,,,,,,,,,,,,
IT2021_014,Occhi blu,NOI,,,,,,,,,,,,,,,,,,,,,,,
IT2021_014,Occhi blu,THR,,,,,,,,,,,,,,,,,,,,,,,
IT2021_015,Marx può aspettare,DPA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_015,Marx può aspettare,BIO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_016,The truffle hunters,DOB,,,,,,,,,,,,,,,,,,,,,,,
IT2021_017,"Pozzis, Samarcanda",DPE,,,,,,,,,,,,,,,,,,,,,,,
IT2021_017,"Pozzis, Samarcanda",ROA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_018,Me contro te il mistero della scuola incantata,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_019,Il mostro della cripta,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_019,Il mostro della cripta,HOR,,,,,,,,,,,,,,,,,,,,,,,
IT2021_019,Il mostro della cripta,ACT,,,,,,,,,,,,,,,,,,,,,,,
IT2021_020,Free - liberi,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_021,Welcome Venice,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_022,Qui rido io,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_022,Qui rido io,BIO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_023,Una relazione,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_023,Una relazione,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_023,Una relazione,ROM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_024,Ancora più bello,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_024,Ancora più bello,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_024,Ancora più bello,ROM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_025,Il silenzio grande,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_025,Il silenzio grande,FAN,,,,,,,,,,,,,,,,,,,,,,,
IT2021_026,Tre piani,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_026,Tre piani,THR,,,,,,,,,,,,,,,,,,,,,,,
IT2021_026,Tre piani,MPF,,,,,,,,,,,,,,,,,,,,,,,
IT2021_027,Benvenuti in casa Esposito,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_028,Il buco,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_029,Sulla giostra,ROM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_030,I nostri fantasmi,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_030,I nostri fantasmi,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_031,Isolation,DPE,,,,,,,,,,,,,,,,,,,,,,,
IT2021_031,Isolation,ANT,,,,,,,,,,,,,,,,,,,,,,,
IT2021_032,Ai confini del male,THR,,,,,,,,,,,,,,,,,,,,,,,
IT2021_032,Ai confini del male,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_033,Con tutto il cuore,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_033,Con tutto il cuore,THR,,,,,,,,,,,,,,,,,,,,,,,
IT2021_034,Il materiale emotivo,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_034,Il materiale emotivo,ROM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_035,Selfiemania,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_035,Selfiemania,ANT,,,,,,,,,,,,,,,,,,,,,,,
IT2021_036,The Italian banker,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_037,Bentornato papà,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_038,Ariaferma,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_039,Marilyn ha gli occhi neri,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_039,Marilyn ha gli occhi neri,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_040,Medium,HOR,,,,,,,,,,,,,,,,,,,,,,,
IT2021_041,Upside Down,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_042,2 fantasmi di troppo,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_042,2 fantasmi di troppo,SCI,,,,,,,,,,,,,,,,,,,,,,,
IT2021_043,DeAndré#DeAndré storia di un impiegato,DPA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_043,DeAndré#DeAndré storia di un impiegato,BIO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_044,Divinazioni,DPO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_045,Una notte da dottore,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_046,Freaks out,SCI,,,,,,,,,,,,,,,,,,,,,,,
IT2021_046,Freaks out,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_046,Freaks out,ACT,,,,,,,,,,,,,,,,,,,,,,,
IT2021_046,Freaks out,COA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_047,Io sono Babbo Natale,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_047,Io sono Babbo Natale,FAN,,,,,,,,,,,,,,,,,,,,,,,
IT2021_048,Il bambino nascosto,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_048,Il bambino nascosto,THR,,,,,,,,,,,,,,,,,,,,,,,
IT2021_049,Marina Cicogna - la vita e tutto il resto,DEX,,,,,,,,,,,,,,,,,,,,,,,
IT2021_049,Marina Cicogna - la vita e tutto il resto,BIO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_050,Napoleon - In the Name of Art,DEX,,,,,,,,,,,,,,,,,,,,,,,
IT2021_051,Per tutta la vita,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_052,Django & Django,DPA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_052,Django & Django,MET,,,,,,,,,,,,,,,,,,,,,,,
IT2021_052,Django & Django,BIO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_053,Promises,ROM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_053,Promises,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_054,Querido Fidel,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_055,La casa rossa,DPA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_056,È stata la mano di Dio,COA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_056,È stata la mano di Dio,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_057,Per horror intendo…,DPA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_057,Per horror intendo…,MET,,,,,,,,,,,,,,,,,,,,,,,
IT2021_058,Una famiglia mostruosa,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_058,Una famiglia mostruosa,FAN,,,,,,,,,,,,,,,,,,,,,,,
IT2021_059,Trafficante di virus,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_059,Trafficante di virus,THR,,,,,,,,,,,,,,,,,,,,,,,
IT2021_060,Gianni Schicchi,MUS,,,,,,,,,,,,,,,,,,,,,,,
IT2021_061,The girl in the fountain,DPE,,,,,,,,,,,,,,,,,,,,,,,
IT2021_061,The girl in the fountain,BIO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_061,The girl in the fountain,MET,,,,,,,,,,,,,,,,,,,,,,,
IT2021_062,Mollo tutto e apro un chiringuito,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_063,La santa piccola,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_064,Lawrence,DOB,,,,,,,,,,,,,,,,,,,,,,,
IT2021_064,Lawrence,BIO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_065,I fratelli De Filippo,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_065,I fratelli De Filippo,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_066,"Caterina Caselli - Una vita, cento vite",DPA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_066,"Caterina Caselli - Una vita, cento vite",BIO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_067,Din don - un paese in due,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_068,Chi ha incastrato Babbo Natale?,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_069,Diabolik,ACT,,,,,,,,,,,,,,,,,,,,,,,
IT2021_069,Diabolik,CRI,,,,,,,,,,,,,,,,,,,,,,,
IT2021_069,Diabolik,THR,,,,,,,,,,,,,,,,,,,,,,,
IT2021_070,La sorpresa - l'eccezionale storia di Padre Marella,BIO,,,,,,,,,,,,,,,,,,,,,,,
IT2021_071,La dernière séance,DOB,,,,,,,,,,,,,,,,,,,,,,,
IT2021_072,Supereroi,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_072,Supereroi,DRA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_072,Supereroi,ROM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_073,7 donne e un mistero,CRI,,,,,,,,,,,,,,,,,,,,,,,
IT2021_073,7 donne e un mistero,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_073,7 donne e un mistero,MPF,,,,,,,,,,,,,,,,,,,,,,,
IT2021_074,La Befana vien di notte: le origini,FAN,,,,,,,,,,,,,,,,,,,,,,,
IT2021_074,La Befana vien di notte: le origini,CHI,,,,,,,,,,,,,,,,,,,,,,,
IT2021_074,La Befana vien di notte: le origini,COM,,,,,,,,,,,,,,,,,,,,,,,
IT2021_075,"L'acqua, l'insegna la sete",COA,,,,,,,,,,,,,,,,,,,,,,,
IT2021_076,The book of vision,DRA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_001,¡A todo tren! Destino Asturias,COM,,,,,,,,,,,,,,,,,,,,,,,
ES2021_001,¡A todo tren! Destino Asturias,CHI,,,,,,,,,,,,,,,,,,,,,,,
ES2021_002,Way Down,CRI,,,,,,,,,,,,,,,,,,,,,,,
ES2021_002,Way Down,ACT,,,,,,,,,,,,,,,,,,,,,,,
ES2021_002,Way Down,HEI,,,,,,,,,,,,,,,,,,,,,,,
ES2021_002,Way Down,THR,,,,,,,,,,,,,,,,,,,,,,,
ES2021_003,Maixabel,BIO,,,,,,,,,,,,,,,,,,,,,,,
ES2021_003,Maixabel,DRA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_004,La familia perfecta,COM,,,,,,,,,,,,,,,,,,,,,,,
ES2021_005,García y García,COM,,,,,,,,,,,,,,,,,,,,,,,
ES2021_005,García y García,ACT,,,,,,,,,,,,,,,,,,,,,,,
ES2021_006,Mediterráneo,DRA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_006,Mediterráneo,BIO,,,,,,,,,,,,,,,,,,,,,,,
ES2021_007,Libertad,DRA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_007,Libertad,COA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_008,La vida era eso,DRA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_008,La vida era eso,ROA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_009,La abuela,HOR,,,,,,,,,,,,,,,,,,,,,,,
ES2021_010,El Cover,COM,,,,,,,,,,,,,,,,,,,,,,,
ES2021_010,El Cover,MUS,,,,,,,,,,,,,,,,,,,,,,,
ES2021_010,El Cover,COA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_010,El Cover,ROM,,,,,,,,,,,,,,,,,,,,,,,
ES2021_011,El sustituto,THR,,,,,,,,,,,,,,,,,,,,,,,
ES2021_011,El sustituto,CRI,,,,,,,,,,,,,,,,,,,,,,,
ES2021_011,El sustituto,NOI,,,,,,,,,,,,,,,,,,,,,,,
ES2021_012,Sis dies corrents,COM,,,,,,,,,,,,,,,,,,,,,,,
ES2021_013,Un efecto óptico,DRA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_013,Un efecto óptico,COM,,,,,,,,,,,,,,,,,,,,,,,
ES2021_013,Un efecto óptico,FAN,,,,,,,,,,,,,,,,,,,,,,,
ES2021_014,Viaje a alguna parte,DPE,,,,,,,,,,,,,,,,,,,,,,,
ES2021_014,Viaje a alguna parte,DPO,,,,,,,,,,,,,,,,,,,,,,,
ES2021_015,Bolante Baten Historia,DPA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_016,Destello Bravío,DPO,,,,,,,,,,,,,,,,,,,,,,,
ES2021_017,Poliamor para principiantes,COM,,,,,,,,,,,,,,,,,,,,,,,
ES2021_018,Amanece en Calcuta,DPA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_018,Amanece en Calcuta,BIO,,,,,,,,,,,,,,,,,,,,,,,
ES2021_019,El lodo,WES,,,,,,,,,,,,,,,,,,,,,,,
ES2021_019,El lodo,THR,,,,,,,,,,,,,,,,,,,,,,,
ES2021_020,100 días con la Tata,DPA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_020,100 días con la Tata,DPE,,,,,,,,,,,,,,,,,,,,,,,
ES2021_021,Las consecuencias,DRA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_021,Las consecuencias,THR,,,,,,,,,,,,,,,,,,,,,,,
ES2021_022,Nora,DRA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_022,Nora,ROA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_023,Los que buscamos,DPA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_024,Making Malinche: A Documentary by Nacho Cano,DPE,,,,,,,,,,,,,,,,,,,,,,,
ES2021_025,Clown's planet,DPA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_026,Endless Cinema,DPA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_026,Endless Cinema,MET,,,,,,,,,,,,,,,,,,,,,,,
ES2021_027,"Gustau, La Transicio Al Descobert",DPA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_028,La ley del embudo,DRA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_028,La ley del embudo,THR,,,,,,,,,,,,,,,,,,,,,,,
ES2021_029,Occidente,DRA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_029,Occidente,THR,,,,,,,,,,,,,,,,,,,,,,,
ES2021_029,Occidente,MET,,,,,,,,,,,,,,,,,,,,,,,
ES2021_029,Occidente,SCI,,,,,,,,,,,,,,,,,,,,,,,
ES2021_030,Retrato de mujer blanca con pelo cano y arrugas,DRA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_031,Piel de barro,DPA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_032,Tristesse,DRA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_032,Tristesse,MET,,,,,,,,,,,,,,,,,,,,,,,
ES2021_033,De Quijotes y semillas,DPE,,,,,,,,,,,,,,,,,,,,,,,
ES2021_033,De Quijotes y semillas,DPA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_033,De Quijotes y semillas,ROA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_034,Entre perro y lobo,DPO,,,,,,,,,,,,,,,,,,,,,,,
ES2021_034,Entre perro y lobo,DOB,,,,,,,,,,,,,,,,,,,,,,,
ES2021_034,Entre perro y lobo,WAR,,,,,,,,,,,,,,,,,,,,,,,
ES2021_035,Nueve Sevillas,DPE,,,,,,,,,,,,,,,,,,,,,,,
ES2021_036,Wan Xia,DOB,,,,,,,,,,,,,,,,,,,,,,,
ES2021_037,The Man Who Wanted to See It All,DPA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_038,Traidores,DPA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_038,Traidores,DPE,,,,,,,,,,,,,,,,,,,,,,,
ES2021_039,Los acordes de la memoria,DPA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_040,Dos,HOR,,,,,,,,,,,,,,,,,,,,,,,
ES2021_040,Dos,THR,,,,,,,,,,,,,,,,,,,,,,,
ES2021_041,Surcos,DRA,,,,,,,,,,,,,,,,,,,,,,,
ES2021_041,Surcos,COM,,,,,,,,,,,,,,,,,,,,,,,
GB2021_001,No Time to Die,ACT,,,,,,,,,,,,,,,,,,,,,,,
GB2021_001,No Time to Die,SPY,,,,,,,,,,,,,,,,,,,,,,,
GB2021_001,No Time to Die,DRA,,,,,,,,,,,,,,,,,,,,,,,
GB2021_002,The King's Man,ACT,,,,,,,,,,,,,,,,,,,,,,,
GB2021_002,The King's Man,DRA,,,,,,,,,,,,,,,,,,,,,,,
GB2021_002,The King's Man,SPY,,,,,,,,,,,,,,,,,,,,,,,
GB2021_002,The King's Man,HIS,,,,,,,,,,,,,,,,,,,,,,,
GB2021_002,The King's Man,WAR,,,,,,,,,,,,,,,,,,,,,,,
GB2021_003,Minamata,BIO,,,,,,,,,,,,,,,,,,,,,,,
GB2021_003,Minamata,DRA,,,,,,,,,,,,,,,,,,,,,,,
GB2021_003,Minamata,CRI,,,,,,,,,,,,,,,,,,,,,,,
GB2021_004,Last Night in Soho,HOR,,,,,,,,,,,,,,,,,,,,,,,
GB2021_004,Last Night in Soho,THR,,,,,,,,,,,,,,,,,,,,,,,
GB2021_004,Last Night in Soho,ROM,,,,,,,,,,,,,,,,,,,,,,,
GB2021_005,The Father,DRA,,,,,,,,,,,,,,,,,,,,,,,
GB2021_005,The Father,HOR,,,,,,,,,,,,,,,,,,,,,,,
GB2021_006,A Boy Called Christmas,COA,,,,,,,,,,,,,,,,,,,,,,,
GB2021_006,A Boy Called Christmas,FAN,,,,,,,,,,,,,,,,,,,,,,,
GB2021_006,A Boy Called Christmas,ADV,,,,,,,,,,,,,,,,,,,,,,,
GB2021_006,A Boy Called Christmas,CHI,,,,,,,,,,,,,,,,,,,,,,,
GB2021_007,Supernova,DRA,,,,,,,,,,,,,,,,,,,,,,,
GB2021_007,Supernova,ROM,,,,,,,,,,,,,,,,,,,,,,,
