film_id,nat_title,eng_title,director,release_type,release_date,film_type,Close viewing?,,,,,,,,,,,,,,,,,,
DE2022_015,Im Nachtlicht,In the Light of the Night,Misha Kreuz,THE,07/04/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_016,Son of Cornwall,,Lawrence Richards,THE,13/04/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_017,Eingeschlossene Gesellschaft,Locked-in Society,Sönke Wortmann,THE,      14/04/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_018,Geschichten vom Franz,,Johannes Schmid,THE,  14/04/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_019,Go Heal Yourself,Go Heal Yourself,Yasmin C. Rams,THE,        21/04/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_020,Köy,,Serpil Turhan,THE,        21/04/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_021,Das Glaszimmer,,Christian Lerch,THE,     28/04/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_022,Die Saat,The Seed,Mia Meyer,THE,       28/04/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_023,Wolke unterm Dach,,Alain Gsponer,THE,  28/04/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_024,"Der Mann, der die Welt aß",The Man Who Ate the World,"Lena Lessing, Johannes Suhm",THE,28/04/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_025,Rabiye Kurnaz gegen George W. Bush,Rabiye Kurnaz vs. George W. Bush,Andreas Dresen,THE,28/04/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_026,Der Onkel,,"Helmut Köpping, Michael Ostrowski",THE,06/05/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_027,Blutsauger,Bloodsuckers - A Marxist Vampire Comedy,Julian Radlmaier,THE,12/05/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_028,Heinrich Vogeler - Aus dem Leben eines Träumers,,Marie Noelle,THE,12/05/2022,D,NO,,,,,,,,,,,,,,,,,,
DE2022_029,Nico,,Eline Gehring,THE,12/05/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_030,Willi und die Wunderkröte,,Markus Dietrich,THE,12/05/2022,A,MAYBE,,,,,,,,,,,,,,,,,,
DE2022_031,Bettina,Bettina,Lutz Pehnert,THE,19/05/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_032,Stasikomödie,A Stasi Comedy,Leander Haußmann,THE,        19/05/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_033,Ökozid,,Andres Veiel,THE,19/05/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_034,Die Bilderkriegerin,,"Roman Kuhn, Sonya Winterberg",THE,        26/05/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_035,Immenhof - Das große Versprechen,,Sharon von Wietersheim,THE, 26/05/2022,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2022_036,Mia and Me: The Hero of Centopia,,Adam Gunn,THE,        26/05/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_036,Mia and Me: The Hero of Centopia,,Adam Gunn,THE,        26/05/2022,A,YES,,,,,,,,,,,,,,,,,,
DE2022_037,Alles in bester Ordnung ,Mostly Minimalistic,Natja Brunckhorst,THE,26/05/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_038,Heiko`s Welt ,Heiko`s World,Dominik Galizia ,THE,26/05/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_039,Bastard in Mind,Bastard in Mind,Sobo Swobodnik,THE,02/06/2022,D,MAYBE,,,,,,,,,,,,,,,,,,
DE2022_040,Rivale,Rival,Marcus Lenz,THE,02/06/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_041,The Strait Guys,The Strait Guys,Rick Minnich,THE,02/06/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_042,Ein großes Versprechen,,Wendla Nölle,THE,09/06/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_043,Zum Tod meiner Mutter,,Jessica Krummacher,THE,09/06/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_044,Die Geschichte der Menschheit - leicht gekürzt,,Erik Haffner,THE,16/06/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_045,Endlich unendlich,,Stephan Bergmann,THE,16/06/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_046,Zwischen uns,,Max Fey,THE, 16/06/2022,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2022_047,Stand Up,Stand Up,Timo Jacobs,THE,16/06/2022,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2022_048,A E I O U - Das schnelle Alphabet der Liebe,A E I O U: A Quick Alphabet of Love,Nicolette Krebitz,THE,16/06/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_049,Dear Memories - Eine Reise mit dem Magnum-Fotografen Thomas Hoepker,Dear Memories - A journey with Magnum Photographer Thomas Hoepker,Nahuel Lopez,THE, 30/06/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_050,Axiom,,Jöns Jönsson,THE, 30/06/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_051,Alfons Zitterbacke - Endlich Klassenfahrt!,,Mark Schlichter,THE,07/07/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_052,Best Birthday Ever,Best Birthday Ever,Michael Ekbladh,THE,07/07/2022,A,YES,,,,,,,,,,,,,,,,,,
DE2022_053,Liebesdings,,Anika Decker,THE,07/07/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_054,The Expert at the Card Table,The Expert at the Card Table,Hans-Joachim Brucherseifer,THE,07/07/2022,D,NO,,,,,,,,,,,,,,,,,,
DE2022_055,Everything Will Change,Everything Will Change,Marten Persiel,THE, 14/07/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_056,Bibi & Tina: Einfach Anders,,Detlev Buck,THE,     21/07/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_057,Geborgtes Weiß,,Sebastian Ko,THE,  21/07/2022,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2022_058,Guglhupfgeschwader,,Ed Herzog,THE,04/08/2022,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2022_059,No Name Restaurant,No Name Restaurant,"Stefan Sarazin, Peter Keller",THE,04/08/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_060,Der junge Häuptling Winnetou,The Young Chief Winnetou,Mike Marzuk,THE,11/08/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_061,Grand Jeté,,Isabelle Stever,THE,11/08/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_062,Sweet Disaster,Sweet Disaster,Laura Lehmus,THE,11/08/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_063,Die Zukunft ist ein einsamer Ort,Future Is a Lonely Place,"Laura Harwarth, Martin Hawie",THE,    18/08/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_064,Jagdsaison,Hunting Season,Aron Lehmann,THE,    18/08/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_065,Die Känguru-Verschwörung,The Kangaroo Conspiracy,"Alexander Berner, Marc-Uwe Kling",THE,"	25/08/2022",F,NO,,,,,,,,,,,,,,,,,,
DE2022_066,Evolution,Evolution,Kornél Mundruczó,THE,    25/08/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_067,Freibad,The Pool ,Doris Dörrie,THE,01/09/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_068,Komm mit mir in das Cinema - Die Gregors,,Alice Agneskirchner,THE,01/09/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_069,L'état et moi,,Max Linz,THE,01/09/202,F,YES,,,,,,,,,,,,,,,,,,
DE2022_070,Le tigre qui s’invita pour le thé,The Tiger Who Came to Tea,"Kariem Saleh, An Vrombaut, Robin Shaw, Benoît Chieux",THE,14/09/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_071,Alle reden übers Wetter ,Talking about the Weather,Annika Pinske ,THE,15/09/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_072,Lieber Kurt,,Til Schweiger,THE,15/09/202,F,YES,,,,,,,,,,,,,,,,,,
DE2022_073,Mittagsstunde,,Lars Jessen,THE,22/09/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_074,Verabredungen mit einem Dichter - Michael Krüger,,Frank Wierke,THE,22/09/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_075,Da kommt noch was,,Mareille Klein,THE,"	29/09/2022",F,YES,,,,,,,,,,,,,,,,,,
DE2022_076,Die Schule der magischen Tiere 2,School of Magical Animals 2,Sven Unterwaldt Jr.,THE,"	29/09/2022",F,YES,,,,,,,,,,,,,,,,,,
DE2022_077,Mutter,,Carolin Schmitz,THE,29/09/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_078,Wir könnten genauso gut tot sein,We Might As Well Be Dead,Natalia Sinelnikova,THE,29/09/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_079,"In einem Land, das es nicht mehr gibt",,Aelrun Goette,THE,10/06/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_080,Rimini,Rimini,Ulrich Seidl,THE,06/10/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_081,"Margarethe von Trotta - Zeit der Frauen
",,"Peter Altmann, Cuini Amelio-Ortiz",THE,12/10/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_082,Der Passfälscher,The Forger,Maggie Peren,THE,  13/10/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_083,Nicht verrecken,,Martin Gressmann,THE,    13/10/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_084,Ach du Scheisse!,Holy Shit!,Lukas Rinker,THE,        20/10/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_085,Der Nachname ,Family Affairs,Sönke Wortmann,THE,20/10/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_086,Die Mucklas ... und wie sie zu Pettersson und Findus kamen,,"Ali Samadi Ahadi, Markus Dietrich",THE,  20/10/2022,A,YES,,,,,,,,,,,,,,,,,,
DE2022_087,Werner Herzog - Radical Dreamer,Werner Herzog - Radical Dreamer,Thomas von Steinaecker,THE,     27/10/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_088,Rheingold,,Fatih Akin,THE,27/10/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_089,Schweigend steht der Wald,The Silent Forest,Saralisa Volm,THE,27/10/2022,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2022_090,"Der Russe ist einer, der Birken liebt",,Pola Schirin Beck,THE,03/11/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_091,Die Frau des Dichters,,Helke Misselwitz,THE,03/11/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_092,Hui Buh und das Hexenschloss,,Sebastian Niemann,THE,03/11/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_093,Wer gräbt den Bestatter ein?, ,"Andreas Schmidbauer, Tanja Schmidbauer ",THE,11/03/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_094,Wir sind dann wohl die Angehörigen,We Are Next of Kin,Hans-Christian Schmid,THE,11/03/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_095,Elfriede Jelinek - die Sprache von der Leine lassen,,Claudia Müller,THE,11/10/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_096,Human Factors,Human Factors,Ronny Trocker,THE,11/10/2022,D,NO,,,,,,,,,,,,,,,,,,
DE2022_097,Hunter from Elsewhere - a Journey with Helen Britton,Hunter from Elsewhere - a Journey with Helen Britton,Elena Alvarez Lutz,THE,11/10/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_098,Einfach mal was Schönes,,Karoline Herfurth,THE,     17/11/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_099,Kopfplatzen,Head Burst,Savas Ceviz,THE,        17/11/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_100,The Magic Flute,The Magic Flute,Florian Sigl,THE,        17/11/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_101,The Middle Man,The Middle Man,Bent Hamer,THE,17/11/2022,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2022_102,König hört auf,,Tilman König,THE,17/11/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_103,Echo,Echo,Mareike Wegener,THE,    24/11/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_104,Nachtwald,,Andre Hörmann,THE,    24/11/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_105,Die stillen Trabanten,Dark Satellites,Thomas Stuber,THE,12/01/2022,D,YES,,,,,,,,,,,,,,,,,,
DE2022_106,Ich Ich Ich,Second Thoughts,Zora Rux,THE,12/01/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_107,Der Räuber Hotzenplotz,The Robber Hotzenplotz,Michael Krummenacher,THE,12/08/2022,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2022_108,Was man von hier aus sehen kann,What You Can See from Here,Aron Lehmann,THE,        29/12/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_109,Stille Post,,Florian Hoffmann,THE,12/01/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_110,Oskars Kleid,,Hüseyin Tabak,THE,22/12/2022,F,MAYBE,,,,,,,,,,,,,,,,,,
,, ,,,,,,,,,,,,,,,,,,,,,,,
,, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,, ,,,,,,,,,,,,,,,,,,,,,,,
DE2022_013,,,,THE,12/01/2022,F,,,,,,,,,,,,,,,,,,,
ES2020_001,Padre no hay más que uno 2: La llegada de la suegra,Father There Is Only One 2,Santiago Segura,THE,28/07/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_002,Malasaña 32,32 Malasaña Street,Albert Pintó,THE,17/01/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_003,Superagente Makey,,Alfonso Sánchez,THE,17/07/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_004,La boda de Rosa,Rosa's Wedding,Icíar Bollaín,THE,21/08/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_005,El plan,The Plan,Polo Menárguez,THE,21/02/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_006,El inconveniente,One Careful Owner,Bernabé Rico,THE,24/08/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_007,Orígenes secretos,Unknown Origins,David Galán Galindo,VOD,28/08/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_008,Baby,Baby,Juanma Bajo Ulloa,THE,12/03/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_009,El arte de volver,The Art of Return,Pedro Collantes,THE,12/09/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_010,Nieva en Benidorm,It Snows in Benidorm,Isabel Coixet,THE,05/11/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_011,El Drogas,,Natxo Leuza,THE,25/09/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_012,Invisibles,The Invisible,Gracia Querejeta,THE,21/02/2020,F ,,,,,,,,,,,,,,,,,,,
ES2020_013,La lista de los deseos,Wishlist,Álvaro Díaz Lorenzo,THE,23/06/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_014,La suite nupcial,The Honeymoon Suite,Carlos Iglesias,THE,10/01/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_015,La maldición del guapo,The Curse of the Handsome Man,Beda Docampo Feijóo,THE,10/07/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_016,Ofrenda a la tormenta,Offering to the Storm,Fernando González Molina,VOD,24/07/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_017,Lagun y la resistencia frente a ETA,,Belén Verdugo,THE,16/12/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_018,La última guardia,The last day on duty,Jon Cortegoso,THE,21/11/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_019,No nacimos refugiados,We Are Not Born Refugees,Claudio Zulian,THE,16/10/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_020,Diari de bosc,,Joan Vall Karsunke,THE,03/03/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_021,"Calç blanca, negro carbón",,Antoni P. Canet,THE,10/11/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_022,Lo perdido,What has been lost,Santiago Solera,THE,07/02/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_023,Una dona amb unes ales tremendes,,Pedro Pérez Rosado,THE,23/10/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_024,El abuelo Víctor - Víctor Manuel,,Emilio Ruiz Barrachina,THE,09/07/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_025,Amalia en el otoño,,"Octavio Lasheras, Anna Utrecht",THE,01/11/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_026,Una mañana fría,A cold morning ,Raquel Gómez Troyano,THE,06/02/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_027,El que la lleva la entiende,,"Rocío Martín, José Luis García Cossío",FES,07/11/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_028,Un trabajo y una película,,Xavier Martínez-Soler,THE,02/10/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_029,Olea... ¡Más alto!,,Pablo Malo,THE,11/06/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_030,"Los Últimos De La Mejana, Rebeldía y Esperanza",,Patxi Uriz,THE,21/09/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_031,El secreto de Ibosim,,Miguel Ángel Tobías,FES,28/08/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_032,Vampus Horror Tales,,"Víctor Matellano, Manuel Martínez Velasco, Isaac Berrocal, Piter Moreira, Erika Elizalde",THE,26/11/2020,F,,,,,,,,,,,,,,,,,,,
ES2021_042,Fantasía,,Aitor Merino,THE,26/11/2021,D,,,,,,,,,,,,,,,,,,,
ES2020_033,Tierra de leche y miel,,"Héctor Domínguez-Viguera, Gonzalo Recio, Carlos Mora Fuentes",FES,24/10/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_034,Meseta,Inland,Juan Palacios,THE,23/10/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_035,La loba parda,,Cristina Ortega Blanco,THE,20/01/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_036,¿Puedes oírme?,Can you hear me?,Pedro Ballesteros,THE,10/02/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_037,Pullman,,Toni Bestard,THE,24/09/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_038,El último Arquero,The Last Archer,Dacil Manrique de Lara,THE,17/07/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_039,Rol & Rol,Rol & Rol,Chus Gutiérrez,THE,09/09/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_040,"Marcelino, el mejor payaso del mundo",,Germán Roda,THE,10/07/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_041,Arzak since 1897,,Asier Altuna,THE,10/09/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_042,2020,,Hernán Zin,THE,27/11/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_043,Dear Werner,,Pablo Maqueda,THE,20/11/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_044,Estándar,,Fernando González Gómez,THE,11/12/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_045,Billy,,Max Lemcke,THE,01/12/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_046,"El vino, el mundo y nosotros","The Wine, the World and Us",Antonio Lobo,THE,18/02/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_047,Lobster Soup,,"Rafael Molés, José Andreu",FES,25/09/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_048,La mancha negra,,Enrique García,THE,04/12/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_049,Mi gran despedida,My Grand Farewell,"Antonio Hens, Antonio Álamo",THE,26/08/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_050,El siglo de Galdós,,Miguel Ángel Calvo Buttini,THE,30/10/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_051,Antonio Machado. Los días azules,,Laura Hojman,THE,03/12/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_052,A este lado del mundo,,David Trueba,FES,27/08/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_053,Urubú,,Alejandro Ibáñez,THE,18/09/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_054,Reboiras. Acción e corazón,,Alberte Mera,THE,09/10/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_055,Lúa vermella,Red Moon Harvest,Lois Patiño,THE,19/10/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_056,Una ventana al mar,Window to the Sea,Miguel Ángel Jiménez,THE,02/10/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_057,Los Hijos de San Luis,,"Álex López, Antonio Jesus Rojas",THE,20/02/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_058,La dona il·legal,Illegal Woman,Ramon Térmens,THE,11/12/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_059,Blanco en blanco,White on White,Théo Court,THE,31/07/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_060,Ons,,Alfonso Zarauza,THE,17/12/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_061,Ilargi Guztiak,All the Moons,Igor Legarreta,THE,25/12/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_062,El año del descubrimiento,The Year of the Discovery,Luis López Carrasco,THE,13/11/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_063,La isla de las mentiras,The Island of Lies,Paula Cons,THE,02/10/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_064,Hil-Kanpaiak,Death Knell,Imanol Rayo,THE,20/11/2020,F,,,,,,,,,,,,,,,,,,,
ES2020_065,Lur eta Amets,,"Joseba Ponce, Imanol Zinkunegi",THE,07/02/2020,A,,,,,,,,,,,,,,,,,,,
ES2020_066,Palabras para un fin del mundo,,Manuel Menchón,THE,13/11/2020,D,,,,,,,,,,,,,,,,,,,
ES2020_067,Un mundo normal,A Normal World,Achero Mañas,THE,11/09/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_001,1917,,Sam Mendes,THE,10/01/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_002,Emma,,Autumn de Wilde,THE,14/02/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_003,The Personal History of David Copperfield,,Armando Ianucci,THE,24/01/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_004,Military Wives,,Peter Cattaneo,THE,06/03/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_005,Greed,,Michael Winterbottom,THE,21/02/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_006,The Secret Garden,,Marc Munden,THE,23/10/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_007,Misbehaviour,,Philippa Lowthorpe,THE,13/03/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_008,Pixie,,Barnaby Thompson,THE,23/10/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_009,Hope Gap,,William Nicholson,THE,28/08/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_010,Summerland,,Jessica Swale,THE,31/07/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_011,23 walks,,Paul Morrison,THE,25/09/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_012,Come Away,,Brenda Chapman,THE,18/12/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_013,Love Sarah,,Eliza Schroeder,THE,10/07/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_014,Four Kids and It,,Andy De Emmony,VOD,03/04/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_015,The Owners,,Julius Berg,FES,23/10/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_016,Fatman,,Eshom Nelms and Ian Nelms,THE,19/11/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_017,Crock of Gold: A Few Rounds With Shane MacGowan,,Julien Temple,THE,04/12/2020,D,,,,,,,,,,,,,,,,,,,
GB2020_018,Rebecca,,Ben Wheatley,THE,16/10/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_019,Being a Human Person,,Fred Scott,THE,16/10/2020,D,,,,,,,,,,,,,,,,,,,
GB2020_020,Eternal Beauty,,Craig Roberts,THE,02/10/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_021,American Dharma,,Errol Morris,THE,03/08/2020,D,,,,,,,,,,,,,,,,,,,
GB2020_022,Concrete Plans,,Will Jewell,THE,13/11/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_023,C.L.E.A.N.,,Aurelio Toni Agliata,THE,29/10/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_024,Villain,,Philip Barantini,THE,28/02/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_025,Cordelia,,Adrian Shergold,THE,23/10/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_026,The Loss Adjuster,,Vincent Woods,THE,27/11/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_027,Finding Jack Charlton,,"Gabriel Clarke, Pete Thomas",VOD,06/11/2020,D,,,,,,,,,,,,,,,,,,,
GB2020_028,Perfect Strangers,,Ryan Hendrick,THE,04/12/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_029,Show Me The Picture: The Story of Jim Marshall,,Alfred George Bailey,THE,31/01/2020,D,,,,,,,,,,,,,,,,,,,
GB2020_030,Philophobia,As I Am,Guy Davies,THE,30/10/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_031,Everything - The Real Thing Story,,Simon Sheridan,THE,24/01/2020,D,,,,,,,,,,,,,,,,,,,
GB2020_032,The Man in the Hat,,"John-Paul Davidson, Stephen Warbeck",THE,18/09/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_033,The Runaways,,Richard Heap,THE,10/01/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_034,Idiot Prayer,,Nick Cave,THE,05/11/2020,D,,,,,,,,,,,,,,,,,,,
GB2020_035,Mogul Mowgli,,Bassam Tariq,THE,30/10/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_036,Calm with Horses,,Nick Rowland,THE,13/03/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_037,Final Account,,Luke Holland,FES,02/09/2020,D,,,,,,,,,,,,,,,,,,,
GB2020_038,Schemers,,Dave Mclean,THE,25/09/2020,F,,,,,,,,,,,,,,,,,,,
GB2020_039,Nomad: In the Footsteps of Bruce Chatwin,,Werner Herzog,THE,19/10/2020,D,,,,,,,,,,,,,,,,,,,
GB2020_040,David Attenborough: A Life on Our Planet,,"Alastair Fothergill, Jonathan Hughes, Keith Scholey",THE,28/09/2020,D,,,,,,,,,,,,,,,,,,,
GB2020_041,Patients of a Saint,Immate Zero,Russell Owen,THE,30/01/2020,F,,,,,,,,,,,,,,,,,,,
IT2022_001,Il grande giorno,,Massimo Venier,THE,22/12/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_002,La stranezza,,Roberto Andò,THE,27/10/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_003,L'immensità,,Emanuele Crialese,THE,15/9/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_004,Il colibrì,,Francesca Archibugi,THE,14/10/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_005,Nostalgia,,Mario Martone,THE,25/5/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_006,Belli ciao,,Gennaro Nunziante,THE,01/01/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_007,Corro da te,,Massimo Venier,THE,17/3/2022,F,,,,,,,,,,,,,,,,,,,
