film_id,nat_title,eng_title,director,release_type,release_date,film_type,Close viewing?,,,,,,,,,,,,,,,,,,
FR2022_072,I Comete,A Corsican Summer,Pascal Tagnati,THE,20/04/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_073,L'Hypothèse démocratique - une histoire basque,The Democratic Hypothesis – A Bask Story,Thomas Lacoste,THE,20/04/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_074,Le Monde après nous,The World After Us,Louda Ben Salah,THE,20/04/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_075,Les Sans-dents,The Voiceless,Pascal Rabaté,THE,20/04/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_076,Années 20,Roaring 20's,Elisabeth Vogler,THE,27/04/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_077,Le Médecin imaginaire,The Imaginary Doctor,Ahmed Hamidi,THE,27/04/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_078,Sentinelle sud,South Sentinel,Mathieu Gérault,THE,27/04/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_079,Les Passagers de la nuit,The Passengers of the Night,Mikhael Hers,THE,04/05/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_080,Ténor,Tenor,Claude Zidi Jr.,THE,04/05/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_081,Cœurs vaillants,Valiant Hearts,Mona Achache,THE,11/05/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_082,Les Folies Fermières,Country Cabaret,Jean-Pierre Améris,THE,11/05/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_083,On sourit pour la photo,Say Cheese,François Uzan,THE,11/05/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_084,Tom,Little Man Tom,Fabienne Berthaud,THE,11/05/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_085,J'adore ce que vous faites,The Biggest Fan,Philippe Guillard,THE,18/05/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_086,La Fabrique des pandémies,,Marie-Monique Robin,THE,18/05/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_087,Van Gogh in Love,Van Gogh in Love,Jean-Luc Ayach,THE,18/05/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_088,Frère et soeur,Brother and Sister,Arnaud Desplechin,THE,20/05/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_089,Don Juan,Don Juan,Serge Bozon,THE,23/05/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_090,Ça tourne à Saint-Pierre et Miquelon,A Fishy Business in Saint Pierre et Miquelon,Christian Monnier,THE,25/05/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_091,C'est magnifique!,,Clovis Cornillac,THE,01/06/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_092,"Roland Gori, une époque sans esprit",,Xavier Gayan,THE,01/06/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_093,Champagne !,Champagne!,Nicolas Vanier,THE,08/06/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_094,"Mizrahim, les oubliés de la Terre Promise",The Forgotten Ones,Michale Boganim,THE,08/06/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_095,Petite fleur,15 Ways to Kill Your Neighbour,Santiago Mitre,THE,08/06/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_096,Incroyable mais vrai,Incredible But True,Quentin Dupieux,THE,15/06/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_097,Mon amour,Mon Amour,David Teboul,THE,15/06/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_098,L'Homme parfait,Uman - The Perfect Man,Xavier Durringer,THE,22/06/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_099,Le Divorce de mes marrants,My Parents' Divorce,"Romy Trajman, Anais Straumann-Lévy",THE,22/06/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_100,Les Goûts et les Couleurs,Not My Type,Michel Leclerc,THE,22/06/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_101,En roue libre,Freestyle,Didier Barcelo,THE,29/06/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_102,Irréductible,Employee of the Month,Jérôme Commandeur,THE,29/06/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_103,Mastemah,Mastemah,Didier D. Daarwin,THE,29/06/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_104,I Love Greece,I Love Greece,Nafsika Guerry-Karamaounas,THE,06/07/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_105,Peter von Kant,Peter Von Kant,François Ozon,THE,06/07/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_106,Ducobu Président !,,Elie Semoun,THE,13/07/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_107,La Nuit du 12,The Night of the 12th,Dominik Moll,THE,13/07/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_108,Menteur,Natural Born Liar,Olivier Baroux,THE,13/07/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_109,Joyeuse retraite! 2,Finally Retired!,Fabrice Bracq,THE,20/07/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_110,Magdala,Magdala,Damien Manivel,THE,20/07/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_111,L'Année du requin,Year of the Shark,"Ludovic Boukherma, Zoran Boukherma",THE,03/08/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_112,La Très Très Grande Classe,Two Much for the Job,Frédéric Quiring,THE,10/08/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_113,Les Vieux Fourneaux 2: Bons pour l'asile,Tricky Old Dogs 2,Christophe Duthuron,THE,17/08/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_114,Les Volets verts,The Heart of a Man,Jean Becker,THE,24/08/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_115,Avec amour et acharnement,Both Sides of the Blade,Claire Denis,THE,31/08/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_116,La Dégustation,The Tasting,Ivan Calbérac,THE,31/08/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_117,La Page blanche,Eloïse's Journey,Murielle Magellan,THE,31/08/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_118,Les Cinq Diables,The Five Devils,Léa Mysius,THE,31/08/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_119,Kompromat,Kompromat,Jérôme Salle,THE,07/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_120,Le Tigre et le président,The Vanished President,Jean-Marc Peyrefitte,THE,07/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_121,Tout le monde aime Jeanne,Everybody Loves Jeanne,Céline Devaux,THE,07/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_122,Walden,Walden,Bojena Horackova,THE,07/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_123,À propos de Joan,About Joan,Laurent Larivière,THE,14/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_124,Canailles,,Christophe Offenstein,THE,14/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_125,Citoyen d'honneur,,Mohamed Hamidi,THE,14/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_126,Tout fout le camp,Thick and Thin,Sébastien Betbeder,THE,14/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_127,Transe,Trance,Emilio Belmonte,THE,14/09/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_128,L'Ombre de Goya par Jean-Claude Carrière,"Goya, Carrière & the Ghost of Buñuel",José Luis López-Linares,THE,21/09/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_129,Les Enfants des autres,Other People's Children,Rebecca Zlotowski,THE,21/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_130,Les Secrets de mon père,My Father's Secrets,Véra Belmont,THE,21/09/2022,A,,,,,,,,,,,,,,,,,,,
FR2022_131,Une belle course,Driving Madeleine,Christian Carion,THE,21/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_132,Jumeaux mais pas trop,Two of a Kind,"Olivier Ducray, Wilfried Méance",THE,28/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_133,La Cour des Miracles,SOS : Save Our School,"Carine May, Hakim Zouhani",THE,28/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_134,Le Sixième Enfant,The Sixth Child,Léopold Legrand,THE,28/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_135,Maria rêve,Maria into Life,"Lauriane Escaffre, Yvonnick Muller",THE,28/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_136,Vacances,Vacations,"Leo Wolfenstein, Béatrice de Staël",THE,28/09/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_137,Être prof,Teach Me If You Can,Emilie Thérond,THE,05/10/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_138,L'Origine du mal,The Origin of Evil,Sébastien Marnier,THE,05/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_139,La Combattante,Mary Jo Will See You at 4,Camille Ponsin,THE,05/10/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_140,Novembre,November,Cédric Jimenez,THE,05/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_141,Un beau matin,One Fine Morning,Mia Hansen-Løve,THE,05/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_142,Une femme de notre temps,A Woman,Jean-Paul Civeyrac,THE,05/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_143,L'Innocent,The Innocent,Louis Garrel,THE,12/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_144,Le petit Nicolas: Qu'est-ce qu'on attend pour être heureux ?,Little Nicholas – Happy As Can Be,"Amandine Fredon, Benjamin Massoubre",THE,12/10/2022,A,,,,,,,,,,,,,,,,,,,
FR2022_145,Les Harkis,Harkis,Philippe Faucon,THE,12/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_146,"Simone, le voyage du siècle",Simone:Woman of the Century,Olivier Dahan,THE,12/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_147,Temps morts,,"Vincent Dieutre, Julien Thèves",THE,12/10/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_148,Belle et Sébastien: Nouvelle génération,Belle and Sebastian - Next Generation,Pierre Coré,THE,19/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_149,Le Nouveau Jouet,The New Toy,James Huth,THE,19/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_150,"Le Pharaon, le Sauvage et la Princesse","The Black Pharaoh, the Savage and the Princess",Michel Ocelot,THE,19/10/2022,A,,,,,,,,,,,,,,,,,,,
FR2022_151,Reprise en main,The Takeover,Gilles Perret,THE,19/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_152,Bowling Saturne,Saturn Bowling,Patricia Mazuy,THE,26/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_153,L'école est à nous,School Society,Alexandre Castagnetti,THE,26/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_154,Plancha,Happy 50,Eric Lavaine,THE,26/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_155,Super Z,Super Z,"Julien de Volte, Arnaud Tabarly",THE,26/10/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_156,Mascarade,Masquerade,Nicolas Bedos,THE,01/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_157,Arvor de 2 à 5,,"Corentin Doucet, Corentin Massiot",THE,02/11/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_158,Jacky Caillou,The Strange Case of Jacky Caillou,Lucas Delangle,THE,02/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_159,Couleurs de l'incendie,The Colours of Fire,Clovis Cornillac,THE,09/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_160,Heureux les fêlés,,Robert Coudray,THE,09/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_161,Les Lendemains de veille,,Loïc Paillard,THE,09/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_162,Pétaouchnok,Wilderness Therapy,Edouard Deluc,THE,09/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_163,Trois Nuits par semaine,Three Nights a Week,Florent Gouëlou,THE,09/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_164,Du crépitement sous les néons,Blazing Neon," Fgko, Fabrice Garçon, Kévin Ossona",THE,16/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_165,La Maison,The House,Anissa Bonnefont,THE,16/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_166,Le Défi de Noël,,Florian Hessique,THE,16/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_167,Les Amandiers,Forever Young,Valeria Bruni Tedeschi,THE,16/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_168,Les Engagés,In a Better World,Emilie Frèche,THE,16/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_169,Les Femmes du square,The Nannies,Julien Rambaldi,THE,16/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_170,Plus que jamais,More Than Ever,Emily Atef,THE,16/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_171,Reste un peu,Stay With Us,Gad Elmaleh,THE,16/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_172,Une comédie romantique,Romantique,Thibault Segouin,THE,16/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_173,Les Miens,Our Ties,Roschdy Zem,THE,23/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_174,Mauvaises filles,Bad Girls,Émérance Dubas,THE,23/11/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_175,Saint Omer,Saint Omer,Alice Diop,THE,23/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_176,Annie colère,Angry Annie,Blandine Lenoir,THE,30/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_177,Fumer fait tousser,Smoking Causes Coughing,Quentin Dupieux,THE,30/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_178,Le Lycéen,Winter Boy,Christophe Honoré,THE,30/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_179,Le Torrent,Spiral,Anne Le Ny,THE,30/11/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_180,Les Pires,The Worst Ones,"Lise Akoka, Romane Gueret",THE,07/12/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_181,Maestro(s),Maestro(s),Bruno Chiche,THE,07/12/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_182,Nos frangins,Our Brothers,Rachid Bouchareb,THE,07/12/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_183,Ernest et Célestine: Le voyage en Charabie,Ernest and Celestine: A Trip to Gibberitia,"Julien Chheng, Jean-Christophe Roger",THE,14/12/2022,A,,,,,,,,,,,,,,,,,,,
FR2022_184,Les Années Super-8,The Super 8 Years,"David Ernaux-Briot, Annie Ernaux",THE,14/12/2022,D,,,,,,,,,,,,,,,,,,,
FR2022_185,Le Parfum vert,The Green Perfume,Nicolas Pariser,THE,21/12/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_186,Le Petit Piaf,The Island Bird,Gérard Jugnot,THE,21/12/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_187,Le Tourbillon de la vie,Julia(S),Olivier Treiner,THE,21/12/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_188,Tempête,Ride Above,Christian Duguay,THE,21/12/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_189,Choeur de rockers,Silver Rockers,"Luc Bricault, Ida Techer",THE,28/12/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_190,La Passagère,Wild Seas,Héloïse Pelloquet,THE,28/12/2022,F,,,,,,,,,,,,,,,,,,,
FR2022_191,Par coeurs,By Heart,Benoît Jacquot,THE,28/12/2022,D,,,,,,,,,,,,,,,,,,,
IT2021_001,Lei mi parla ancora,We Still Talk,Pupi Avati,THE,26/04/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_002,The Rossellinis, ,Alessandro Rossellini,THE,26/04/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_003,Genitori vs. Influencer,Parents vs.Influencer,Michela Andreozzi,THE,29/04/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_004,Alida, ,Mimmo Verdesca,THE,17/05/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_005,Il cattivo poeta,The Bad Poet,Gianluca Jodice,THE,20/05/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_006,Tutti per Uma, ,"Susy Laude, Elly Senger-Weiss",THE,06/02/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_007,Comedians, ,Gabriele Salvatores,THE,06/10/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_008,Extraliscio - Punk da balera,Extraliscio - Dance-Hall Punk. Dancing until Dawn,Elisabetta Sgarbi,THE,14/06/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_009,School of mafia,School of Mafia,Alessandro Pondi,THE,24/06/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_010,La terra dei figli,The Land of the Sons,Claudio Cupellini,THE,01/07/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_011,Boys, ,Davide Ferrario,THE,01/07/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_012,Per Lucio,For Lucio,Pietro Marcello,THE,05/07/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_013,Disco Ruin, ,"Lisa Bosi, Francesca Zerbetto",THE,05/07/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_014,Occhi blu,Blue Eyes,Michela Cescon,THE,05/08/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_015,Marx può aspettare,Marx Can Wait,Marco Bellocchio,THE,15/07/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_016,The truffle hunters, ,"Michael Dweck, Gregory Kershaw",THE,21/07/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_017,"Pozzis, Samarcanda", ,Stefano Giacomuzzi,THE,28/07/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_018,Me contro te il mistero della scuola incantata, ,Gianluca Leuzzi,THE,18/08/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_019,Il mostro della cripta,The Crypt Monster,Daniele Misischia,THE,18/08/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_020,Free - liberi, ,Fabrizio Maria Cortese,THE,26/08/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_021,Welcome Venice, ,Andrea Segre,THE,09/09/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_022,Qui rido io,The King of Laughter,Mario Martone,THE,09/09/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_023,Una relazione, ,Stefano Sardo,THE,13/09/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_024,Ancora più bello,Still Out of My League,Claudio Norza,THE,16/09/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_025,Il silenzio grande, ,Alessandro Gassmann,THE,16/09/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_026,Tre piani,Three Floors,Nanni Moretti,THE,23/09/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_027,Benvenuti in casa Esposito,Welcome at Esposito's,Gianluca Ansanelli,THE,23/09/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_028,Il buco,The Hole,Michelangelo Frammartino,THE,23/09/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_029,Sulla giostra, ,Giorgia Cecere,THE,30/09/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_030,I nostri fantasmi, ,Alessandro Capitani,THE,30/09/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_031,Isolation, ,"Michael Winterbottom, Jaco van Dormael, Michele Placido, Julia von Heinz, Olivier Guerpillon",THE,10/04/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_032,Ai confini del male,Mad Dog,Vinzenzo Alfieri,THE,10/04/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_033,Con tutto il cuore, ,Vincenzo Salemme,THE,10/07/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_034,Il materiale emotivo,A Bookshop in Paris,Sergio Castellitto,THE,10/07/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_035,Selfiemania, ,"Elly Senger-Weiss, Elisabetta Pellini, Willem Zaeyen, Francesco Colangelo",THE,10/07/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_036,The Italian banker, ,Alessandro Rossetto,THE,10/07/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_037,Bentornato papà, ,Domenico Fortunato,THE,10/07/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_038,Ariaferma,The Inner Cage,Leonardo Di Costanzo,THE,14/10/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_039,Marilyn ha gli occhi neri,Marilyn's Eyes,Simone Godano,THE,14/10/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_040,Medium, ,Massimo Paolucci,THE,14/10/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_041,Upside Down, ,Luca Tornatore,THE,21/10/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_042,2 fantasmi di troppo, ,"Nunzio Rotondo, Paolo Vita",THE,21/10/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_043,DeAndré#DeAndré storia di un impiegato, ,Roberta Lena,THE,25/10/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_044,Divinazioni,Divinations,Leandro Picarelli,THE,26/10/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_045,Una notte da dottore,Doctor on Call,Guido Chiesa,THE,28/10/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_046,Freaks out, ,Gabriele Mainetti,THE,28/10/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_047,Io sono Babbo Natale,I Am Santa Claus,Edoardo Falcone,THE,03/11/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_048,Il bambino nascosto,The Hidden Child,Roberto Andò,THE,03/11/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_049,Marina Cicogna - la vita e tutto il resto, ,Andrea Bettinetti,THE,07/11/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_050,Napoleon - In the Name of Art, ,Giovanni Piscaglia,THE,08/11/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_051,Per tutta la vita, ,Paolo Costella,THE,11/11/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_052,Django & Django, ,Luca Rea,THE ,15/11/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_053,Promises, ,Amanda Sthers,THE,18/11/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_054,Querido Fidel, ,Viviana Calò,THE,18/11/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_055,La casa rossa,The Red House,Francesco Catarinolo,THE,21/11/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_056,È stata la mano di Dio,The Hand of God,Paolo Sorrentino,THE,24/11/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_057,Per horror intendo…, ,Paola Settimini,THE,24/11/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_058,Una famiglia mostruosa,Help! My In-Laws Are Vampires!,Volfango De Biasi,THE,25/11/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_059,Trafficante di virus, ,Costanza Quatriglio,THE,29/11/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_060,Gianni Schicchi, ,Damiano Michieletto,THE,29/11/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_061,The girl in the fountain, ,Antongiulio Panizzi,THE,01/12/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_062,Mollo tutto e apro un chiringuito, ,"Pietro Belfiore, Davide Bonacina, Andrea Fadenti, Andrea Mazzarella, Davide Rossi",THE,07/12/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_063,La santa piccola,Blessed Boys,Silvia Brunelli,THE,08/12/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_064,Lawrence, ,"Elisa Polimeni, Giada Diano",THE,09/12/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_065,I fratelli De Filippo, ,Sergio Rubini,THE,13/12/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_066,"Caterina Caselli - Una vita, cento vite", ,Renato De Maria,THE,13/12/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_067,Din don - un paese in due, ,Paolo Geremei,THE,13/12/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_068,Chi ha incastrato Babbo Natale?, ,Alessandro Siani,THE,16/12/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_069,Diabolik, ,"Antonio Manetti, Marco Manetti",THE,16/12/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_070,La sorpresa - l'eccezionale storia di Padre Marella, ,Otello Cenci,THE,17/12/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_071,La dernière séance, ,Gianluca Matarrese,THE,18/12/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_072,Supereroi, ,Paolo Genovese,THE,23/12/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_073,7 donne e un mistero,7 Women and a Murder,Alessandro Genovesi,THE,25/12/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_074,La Befana vien di notte: le origini,The Legend of the Christmas Witch 2: The Origins,Paola Randi,THE,30/12/2021,F,,,,,,,,,,,,,,,,,,,
IT2021_075,"L'acqua, l'insegna la sete",,Valerio Jalongo,THE ,22/11/2021,D,,,,,,,,,,,,,,,,,,,
IT2021_076,The book of vision,,Carlo Hintermann,THE ,07/08/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_001,¡A todo tren! Destino Asturias, ,Santiago Segura,THE,07/08/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_002,Way Down,The Vault,Jaume Balagueró,THE,11/12/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_003,Maixabel,,Icíar Bollaín,THE,24/09/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_004,La familia perfecta,The Perfect Family,Arantxa Echevarría,THE,12/03/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_005,García y García,Garcia & Garcia,Ana Murugarren,THE,24/08/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_006,Mediterráneo,Mediterraneo: The Law of the Sea,Marcel Barrena,THE,24/09/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_007,Libertad,Libertad,Clara Roquet,THE,26/10/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_008,La vida era eso,That Was Life,David Martín de los Santos,THE,12/09/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_009,La abuela,The Grandmother,Paco Plaza,THE,10/07/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_010,El Cover,The Cover,Secun de la Rosa,THE,23/07/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_011,El sustituto,The Replacement,Óscar Aibar,THE,26/10/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_012,Sis dies corrents,The Odd-Job Men,Neus Ballús,THE,25/11/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_013,Un efecto óptico,An Optical Illusion,Juan Cavestany,THE,26/03/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_014,Viaje a alguna parte,Journey to Somewhere,Helena de Llanos,THE,11/11/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_015,Bolante Baten Historia,Story of a Steering Wheel,Iñaki Alforja and Iban Toledo,THE,19/11/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_016,Destello Bravío,Mighty Flash,Ainhoa Rodríguez,THE,06/11/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_017,Poliamor para principiantes,Polyamory for Dummies,Fernando Colomo,THE,21/05/2021,F,,,,,,,,,,,,,,,,,,,
