person_id,person_name,person_nat,,,,,,,,,,,,,,,,,,,,,,,
TBD,Farid Bentoumi,DZ,,,,,,,,,,,,,,,,,,,,,,,
TBD,Farida Rahouadj,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Fatsah Bouyahmed,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Fatsah Bouyahmed,DZ,,,,,,,,,,,,,,,,,,,,,,,
TBD,Fereshteh Sadre Orafaiy,IR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Fiona Gordon,CA,,,,,,,,,,,,,,,,,,,,,,,
TBD,Firmine Richard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Florence Miailhe,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Florence Thomassin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Florent Gouëlou,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Florian Hessique,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Forest Whitaker,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Francine Bergé,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Francis Ginibre,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Francis Huster,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Francis Perrin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Franck Dubosc,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Franck Pitiot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Frank Cimière,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Frank Finlay,GB,,,,,,,,,,,,,,,,,,,,,,,
TBD,Frank Langella,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Arnal,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Berléand,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Busnel,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Cluzet,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Creton,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Desagnat,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Favrat,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Lalande,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Marthouret,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Morel,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Négret,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Ozon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Perrot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Rollin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Rostain,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Ruffin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François Uzan,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,François-Éric Gendron,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Françoise Arnoul,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Françoise Bertin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Françoise Fabian,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Françoise Lebrun,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Françoise Seigner,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Fred Cavayé,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Fred Ulysse,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Friedrich von Thun,AT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Frédéric Forestier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Frédéric Pierrot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Frédéric Plénard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Frédéric Quiring,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Frédéric Tellier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Frédéric Videau,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Féodor Atkine,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gabriel Arcand,CA,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gabriel Byrne,IE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gabriel Julien-Laferrière,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gabrielle Lazure,CA,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gad Elmaleh,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gaspar Noé,AR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gaspar Noé,IT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Geneviève Bujold,CA,,,,,,,,,,,,,,,,,,,,,,,
TBD,Geneviève Casile,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Geneviève Mnich,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Geneviève Page,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,George Aguilar,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Geraldine Chaplin,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Geraldine Chaplin,GB,,,,,,,,,,,,,,,,,,,,,,,
TBD,Geraldine Chaplin,ES,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gilbert Melki,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gilles Arbona,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gilles Cohen,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gilles de Maistre,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gilles Perret,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ginette Garcin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Giovanni Aloi,IT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gisèle Casadesus,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Greg Germain,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Grégoire Bonnet,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Grégoire Oestermann,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Guilaine Londez,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Guillaume Canet,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Guillaume de Tonquédec,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Guillaume Gallienne,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gustave Kervern,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Guy Bedos,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Guy Marchand,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Guy Tréjan,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Chaillou,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Darmon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Darmon,MA,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Depardieu,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Garouste,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Hernandez,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Jugnot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Lanvin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Lartigau,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Meylan,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Rinaldi,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Habib Boufares,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hakim Zouhani,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hanna Schygulla,DE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hanns Zischler,DE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Harvey Keitel,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Helena Bonham Carter,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Helmut Berger,AT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Henri Attal,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Henri Garcin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Henri Guybet,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hiam Abbass,PS,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hichem Yacoubi,TN,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hippolyte Girardot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hubert Saint-Macary,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hubert Viel,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hugo de Faucompret,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hugo Sobelman,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hugues Aufray,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hélier Cisterne,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Héloïse Pelloquet,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hélène Alexandridis,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hélène Duc,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hélène Hily,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hélène Surgère,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Hélène Vincent,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ian Holm,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ian Richardson,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Iban Toledo,ES,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ida Techer,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ilan Klipper,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ingrid Caven,DE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ion Caramitru,RO,,,,,,,,,,,,,,,,,,,,,,,
TBD,Irène Jacob,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Irène Papas,GR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Isaach de Bankolé,CI,,,,,,,,,,,,,,,,,,,,,,,
TBD,Isabella Rossellini,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Adjani,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Candelier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Carré,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Gélinas,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Gélinas,CA,,,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Huppert,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Mergault,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Nanty,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Sadoyan,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ivan Calbérac,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Iñaki Alforja,ES,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jackie Berroyer,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacqueline Bisset,GB,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacqueline Danno,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacqueline Jehanneuf,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacqueline Noëlle,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Audiard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Bonnaffé,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Boudet,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Chambon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Dacqmine,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Doillon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Duby,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Dutronc,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Dynam,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Frantz,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques François,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Gamblin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Herlin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Higelin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Mauclair,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Nolot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Perrin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Sereys,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Spiesser,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Weber,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Zabor,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,James Caan,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,James Cromwell,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,James Huth,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jan Decleir,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jane Birkin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jane Fonda,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jason Isaacs,GB,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Becker,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Benguigui,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Lescot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Piat,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Reno,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Rochefort,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Sorel,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Yanne,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Baptiste de Laubier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Baptiste Malartre,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Baptiste Thoret,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Christophe Bouvet,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Christophe Meurisse,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Christophe Roger,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Claude Arnaud,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Claude Brialy,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Claude de Goros,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Claude Dreyfus,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Claude van Damme,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-François Balmer,CH,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-François Garreaud,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-François Stévenin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Gabriel Nordmann,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Hugues Anglade,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Jacques Annaud,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Louis Coulloc'h,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Louis Richard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Louis Trintignant,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Luc Ayach,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Luc Bideau,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Luc Bideau,CH,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marc Barr,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marc Barr,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marc Généreux,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marc Peyrefitte,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marc Stehlé,CH,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marc Thibault,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marie Bigard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marie Frin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marie Larrieu,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marie Winling,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Patrick Benes,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Paul Belmondo,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Paul Bonnaire,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Paul Civeyrac,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Paul Muel,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Paul Rouve,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Philippe Puymartin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Philippe Écoffey,CH,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Améris,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Bacri,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Bernard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Cassel,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Castaldi,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Darroussin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Jorris,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Kalfon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Lorit,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Léaud,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Malo,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Marielle,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Pozzi,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Quentin Châtelain,CH,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Yves Berteloot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jeanne Balibar,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jeanne Goupil,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jeanne Moreau,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jo Deseure,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Joan Plowright,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Joanna Scanlan,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Joey Starr,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Johan Leysen,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,John Goodman,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,John Lynch,IE,,,,,,,,,,,,,,,,,,,,,,,
TBD,John Malkovich,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Johnny Hallyday,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jonathan Barré,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Josiane Balasko,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Josiane Lévêque,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,José Garcia,ES,,,,,,,,,,,,,,,,,,,,,,,
TBD,José Garcia,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,José Luis López-Linares,ES,,,,,,,,,,,,,,,,,,,,,,,
TBD,Joëlle Sevilla,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Juan Diego,ES,,,,,,,,,,,,,,,,,,,,,,,
TBD,Judith Magre,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Judy Davis,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Julia Ducournau,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Julian Glover,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Julie Christie,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Julie Delpy,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Chheng,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Julien de Volte,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Faraut,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Fournet,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Maury,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Rambaldi,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Rappeneau,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Thèves,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Juliette Binoche,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Just Philippot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jérémie Elkaïm,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jérémy Trouilh,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jérôme Commandeur,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Jérôme Salle,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Kad Merad,DZ,,,,,,,,,,,,,,,,,,,,,,,
TBD,Kad Merad,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Kamel El Basha,PS,,,,,,,,,,,,,,,,,,,,,,,
TBD,Karin Viard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Kevin Kline,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Klaus Maria Brandauer,AT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Kristin Scott Thomas,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Kévin Ossona,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,La Castou,CH,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lambert Wilson,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Larry Clark,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Laura Betti,IT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Laura Morante,IT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Laure Duthilleul,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Cantet,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Gerra,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Grévill,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Junca,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Lafitte,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Larivière,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Lucas,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Poitrenaux,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Terzieff,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Tirard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lauriane Escaffre,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Leo Wolfenstein,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lesley Manville,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Liam Neeson,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Liane Foly,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Liliane Rovère,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Line Renaud,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lio,PT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lio,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lionel Abelanski,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lionnel Astier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lise Akoka,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lise Lamétrie,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lou Castel,SE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Louda Ben Salah,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Louda Ben Salah,TN,,,,,,,,,,,,,,,,,,,,,,,
TBD,Louis Garrel,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Louis-Do de Lencquesaing,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Louis-Julien Petit,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Loïc Paillard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Loïc Pichon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Luc Bricault,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lucas Belvaux,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lucas Delangle,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lucien Jean-Baptiste,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lucien Pascal,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lucienne Hamon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Lucienne Moreau,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ludmila Mikaël,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ludovic Bergery,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ludovic Boukherma,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Luis Guzmán,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Luis Rego,PT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Luís Miguel Cintra,PT,,,,,,,,,,,,,,,,,,,,,,,
TBD,László Szabó,HU,,,,,,,,,,,,,,,,,,,,,,,
TBD,Léa Mysius,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Léo Marchand,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Léopold Legrand,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,M'hamed Benguettaf,DZ,,,,,,,,,,,,,,,,,,,,,,,
TBD,Macha Béranger,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Macha Méril,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Magali Noël,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mahamat-Saleh Haroun,TD,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mahamat-Saleh Haroun,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Makram Khoury,IL,,,,,,,,,,,,,,,,,,,,,,,
