person_id,person_name,birth_year,death_year,gender,,,,,,,,,,,,,,,,,,,,,
TBD,Forest Whitaker,1961,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Francine Bergé,1938,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Francis Ginibre,1959,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Francis Huster,1947,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Francis Perrin,1947,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Franck Dubosc,1963,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Franck Pitiot,1964,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Frank Cimière,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Frank Finlay,1926,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Frank Langella,1938,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Arnal,1924,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Berléand,1952,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Busnel,1969,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Cluzet,1955,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Creton,1964,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Desagnat,1973,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Favrat,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Lalande,1930,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Marthouret,1943,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Morel,1959,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Négret,1966,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Ozon,1967,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Perrot,1924,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Rollin,1953,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Rostain,1950,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Ruffin,1975,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François Uzan,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,François-Éric Gendron,1954,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Françoise Arnoul,1931,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Françoise Bertin,1925,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Françoise Fabian,1933,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Françoise Lebrun,1944,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Françoise Seigner,1928,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Fred Cavayé,1967,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Fred Ulysse,1934,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Friedrich von Thun,1942,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Frédéric Forestier,1969,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Frédéric Pierrot,1960,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Frédéric Plénard,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Frédéric Quiring,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Frédéric Tellier,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Frédéric Videau,1964,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Féodor Atkine,1948,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gabriel Arcand,1949,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gabriel Byrne,1950,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gabriel Julien-Laferrière,1962,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gabrielle Lazure,1957,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Gad Elmaleh,1971,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gaspar Noé,1963,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Geneviève Bujold,1942,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Geneviève Casile,1937,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Geneviève Mnich,1942,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Geneviève Page,1927,,F,,,,,,,,,,,,,,,,,,,,,
TBD,George Aguilar,1952,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Geraldine Chaplin,1944,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Gilbert Melki,1958,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gilles Arbona,1947,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gilles Cohen,1963,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gilles de Maistre,1960,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gilles Perret,1968,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Ginette Garcin,1928,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Giovanni Aloi,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gisèle Casadesus,1914,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Greg Germain,1947,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Grégoire Bonnet,1966,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Grégoire Oestermann,1957,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Guilaine Londez,1965,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Guillaume Canet,1973,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Guillaume de Tonquédec,1966,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Guillaume Gallienne,1972,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gustave Kervern,1962,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Guy Bedos,1934,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Guy Marchand,1937,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Guy Tréjan,1921,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Chaillou,1946,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Darmon,1948,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Depardieu,1948,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Garouste,1946,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Hernandez,1933,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Jugnot,1951,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Lanvin,1950,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Lartigau,1942,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Meylan,1952,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Gérard Rinaldi,1943,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Habib Boufares,1946,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Hakim Zouhani,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Hanna Schygulla,1943,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Hanns Zischler,1947,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Harvey Keitel,1939,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Helena Bonham Carter,1966,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Helmut Berger,1944,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Henri Attal,1936,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Henri Garcin,1928,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Henri Guybet,1936,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Hiam Abbass,1960,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Hichem Yacoubi,1962,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Hippolyte Girardot,1955,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Hubert Saint-Macary,1949,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Hubert Viel,1980,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Hugo de Faucompret,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Hugo Sobelman,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Hugues Aufray,1929,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Hélier Cisterne,1981,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Héloïse Pelloquet,?,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Hélène Alexandridis,?,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Hélène Duc,1917,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Hélène Hily,1937,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Hélène Surgère,1928,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Hélène Vincent,1943,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Ian Holm,1931,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Ian Richardson,1934,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Iban Toledo,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Ida Techer,?,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Ilan Klipper,1978,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Ingrid Caven,1938,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Ion Caramitru,1942,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Irène Jacob,1966,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Irène Papas,1929,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Isaach de Bankolé,1956,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Isabella Rossellini,1952,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Adjani,1955,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Candelier,1963,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Carré,1971,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Gélinas,1963,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Huppert,1953,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Mergault,1958,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Nanty,1962,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Isabelle Sadoyan,1928,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Ivan Calbérac,1970,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Iñaki Alforja,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jackie Berroyer,1946,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacqueline Bisset,1944,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Jacqueline Danno,1931,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Jacqueline Jehanneuf,1925,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Jacqueline Noëlle,1926,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Audiard,1952,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Bonnaffé,1958,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Boudet,1939,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Chambon,1962,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Dacqmine,1924,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Doillon,1944,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Duby,1922,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Dutronc,1943,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Dynam,1923,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Frantz,1947,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques François,1920,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Gamblin,1957,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Herlin,1927,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Higelin,1940,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Mauclair,1919,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Nolot,1943,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Perrin,1941,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Sereys,1928,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Spiesser,1947,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Weber,1949,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jacques Zabor,1941,,M,,,,,,,,,,,,,,,,,,,,,
TBD,James Caan,1940,,M,,,,,,,,,,,,,,,,,,,,,
TBD,James Cromwell,1940,,M,,,,,,,,,,,,,,,,,,,,,
TBD,James Huth,1966,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jan Decleir,1946,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jane Birkin,1946,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Jane Fonda,1937,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Jason Isaacs,1963,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Becker,1933,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Benguigui,1944,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Lescot,1938,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Piat,1924,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Reno,1948,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Rochefort,1930,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Sorel,1934,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean Yanne,1933,2003,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Baptiste de Laubier,1979,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Baptiste Malartre,1945,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Baptiste Thoret,1969,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Christophe Bouvet,1947,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Christophe Meurisse,1975,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Christophe Roger,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Claude Arnaud,1931,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Claude Brialy,1933,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Claude de Goros,1939,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Claude Dreyfus,1946,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Claude van Damme,1960,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-François Balmer,1946,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-François Garreaud,1946,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-François Stévenin,1944,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Gabriel Nordmann,1947,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Hugues Anglade,1955,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Jacques Annaud,1943,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Louis Coulloc'h,1960,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Louis Richard,1927,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Louis Trintignant,1930,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Luc Ayach,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Luc Bideau,1940,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marc Barr,1960,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marc Généreux,1962,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marc Peyrefitte,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marc Stehlé,1941,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marc Thibault,1923,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marie Bigard,1954,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marie Frin,1949,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marie Larrieu,1965,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Marie Winling,1947,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Patrick Benes,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Paul Belmondo,1933,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Paul Bonnaire,1943,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Paul Civeyrac,1964,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Paul Muel,1944,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Paul Rouve,1967,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Philippe Puymartin,1960,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Philippe Écoffey,1959,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Améris,1961,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Bacri,1951,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Bernard,1933,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Cassel,1932,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Castaldi,1944,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Darroussin,1953,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Jorris,1925,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Kalfon,1938,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Lorit,1960,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Léaud,1944,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Malo,1951,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Marielle,1932,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Pierre Pozzi,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Quentin Châtelain,1959,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jean-Yves Berteloot,1957,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jeanne Balibar,1968,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Jeanne Goupil,1950,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Jeanne Moreau,1928,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Jo Deseure,1948,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Joan Plowright,1929,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Joanna Scanlan,1961,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Joey Starr,1967,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Johan Leysen,1950,,M,,,,,,,,,,,,,,,,,,,,,
TBD,John Goodman,1952,,M,,,,,,,,,,,,,,,,,,,,,
TBD,John Lynch,1961,,M,,,,,,,,,,,,,,,,,,,,,
TBD,John Malkovich,1953,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Johnny Hallyday,1943,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jonathan Barré,1983,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Josiane Balasko,1950,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Josiane Lévêque,1943,,F,,,,,,,,,,,,,,,,,,,,,
TBD,José Garcia,1966,,M,,,,,,,,,,,,,,,,,,,,,
TBD,José Luis López-Linares,1955,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Joëlle Sevilla,1953,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Juan Diego,1942,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Judith Magre,1926,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Judy Davis,1955,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Julia Ducournau,1983,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Julian Glover,1935,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Julie Christie,1940,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Julie Delpy,1969,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Chheng,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Julien de Volte,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Faraut,1978,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Fournet,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Maury,1978,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Rambaldi,1971,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Rappeneau,1971,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Julien Thèves,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Juliette Binoche,1964,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Just Philippot,1982,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jérémie Elkaïm,1978,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jérémy Trouilh,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jérôme Commandeur,1976,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Jérôme Salle,1971,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Kad Merad,1964,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Kamel El Basha,1962,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Karin Viard,1966,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Kevin Kline,1947,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Klaus Maria Brandauer,1943,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Kristin Scott Thomas,1960,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Kévin Ossona,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,La Castou,1948,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Lambert Wilson,1958,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Larry Clark,1943,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Laura Betti,1927,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Laura Morante,1956,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Laure Duthilleul,1959,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Cantet,1961,2024,M,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Gerra,1967,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Grévill,1961,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Junca,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Lafitte,1973,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Larivière,1972,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Lucas,1965,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Poitrenaux,1967,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Terzieff,1935,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Laurent Tirard,1967,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Lauriane Escaffre,1978,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Leo Wolfenstein,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Lesley Manville,1956,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Liam Neeson,1952,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Liane Foly,1962,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Liliane Rovère,1933,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Line Renaud,1928,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Lio,1962,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Lionel Abelanski,1964,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Lionnel Astier,1953,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Lise Akoka,?,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Lise Lamétrie,1955,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Lou Castel,1943,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Louda Ben Salah,1988,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Louis Garrel,1983,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Louis-Do de Lencquesaing,1963,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Louis-Julien Petit,1983,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Loïc Paillard,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Loïc Pichon,1943,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Luc Bricault,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Lucas Belvaux,1961,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Lucas Delangle,1987,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Lucien Jean-Baptiste,1964,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Lucien Pascal,1906,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Lucienne Hamon,1930,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Lucienne Moreau,1933,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Ludmila Mikaël,1947,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Ludovic Bergery,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Ludovic Boukherma,1992,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Luis Guzmán,1956,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Luis Rego,1943,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Luís Miguel Cintra,1949,,M,,,,,,,,,,,,,,,,,,,,,
TBD,László Szabó,1936,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Léa Mysius,1989,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Léo Marchand,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Léopold Legrand,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,M'hamed Benguettaf,1939,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Macha Béranger,1941,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Macha Méril,1940,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Magali Noël,1931,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Mahamat-Saleh Haroun,1961,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Makram Khoury,1945,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Malcolm McDowell,1943,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Marc Barbé,1961,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Marc Betton,1945,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Marc Dugain,1957,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Marc Fouchard,?,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Marc Lavoine,1962,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Marcel Bluwal,1925,,M,,,,,,,,,,,,,,,,,,,,,
TBD,Marceline Loridan-Ivens,1928,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Maria Pacôme,1923,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Maria Schneider,1952,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Marianne Basler,1964,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Marianne Denicourt,1966,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Marianne Faithfull,1946,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Marie Berto,1960,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Marie Bunel,1961,,F,,,,,,,,,,,,,,,,,,,,,
TBD,Marie France,1946,,F,,,,,,,,,,,,,,,,,,,,,
