film_id,nat_title,person_id,person_name,role_class,,,,,,,,,,,,,,,,,,,,,
DE2021_003,Home,TBD,Franka Potente,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_003,Home,TBD,Kathy Bates ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_003,Home,TBD,Paul Cassel,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_003,Home,TBD,Gwen Van Dam,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_004,Herr Bachmann und seine Klasse ,TBD,Maria Speth ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_004,Herr Bachmann und seine Klasse ,TBD,Dieter Bachmann ,DOC,,,,,,,,,,,,,,,,,,,,,
DE2021_005,Töchter,TBD,Nana Neul,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_005,Töchter,TBD,Giorgio Colangeli ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_005,Töchter,TBD,Massimo De Lorenzo,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_005,Töchter,TBD,Zoi Rigopoulou,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_006,Walchensee Forever,TBD,Janna Ji Wonders,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_006,Walchensee Forever,TBD,Anna Werner,DOC,,,,,,,,,,,,,,,,,,,,,
DE2021_007,Sommer-Rebellen,TBD,Martina Sakova,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_007,Sommer-Rebellen,TBD,Pavel Nový,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_007,Sommer-Rebellen,TBD,Jana Olhová,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_008,Mein Sohn ,TBD,Lena Stahl,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_008,Mein Sohn ,TBD,Anke Engelke,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_008,Mein Sohn ,TBD,Christian Kaiser,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_009,Das schwarze Quadrat,TBD,Peter Meister ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_009,Das schwarze Quadrat,TBD,Bernhard Schütz,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_009,Das schwarze Quadrat,TBD,Victoria Trauttmansdorff,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_009,Das schwarze Quadrat,TBD,Wolfgang Packhäuser,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_010,Szenen meiner Ehe,TBD,Katrin Schlösser,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_010,Szenen meiner Ehe,TBD,Katrin Schlösser,DOC,,,,,,,,,,,,,,,,,,,,,
DE2021_010,Szenen meiner Ehe,TBD,Lukas Lessing,DOC,,,,,,,,,,,,,,,,,,,,,
DE2021_011,Kids Run,TBD,Barbara Ott,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_011,Kids Run,TBD,Mark Zak ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_012,Stillstehen,TBD,Elisa Mishto,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_012,Stillstehen,TBD,Martin Wuttke,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_012,Stillstehen,TBD,Hildegard Schroedter,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_012,Stillstehen,TBD,Leslie Malton,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_013,Stowaway,TBD,Joe Penna,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_013,Stowaway,TBD,Dan Berry,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_014,Catweazle,TBD,Sven Unterwaldt Jr.,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_014,Catweazle,TBD,Otto Waalkes,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_014,Catweazle,TBD,Thomas Kautenburger,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_014,Catweazle,TBD,Katja Riemann,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_014,Catweazle,TBD,Martina Eitner-Acheampong,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_014,Catweazle,TBD,Carl Heinz Choynski ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_015,Ich bin dein Mensch,TBD,Maria Schrader ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_015,Ich bin dein Mensch,TBD,Wolfgang Hübsch,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_015,Ich bin dein Mensch,TBD,Falilou Seck,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_015,Ich bin dein Mensch,TBD,Jürgen Tarrach,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_015,Ich bin dein Mensch,TBD,Mignon Remé ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_016,Shorty und das Geheimnis des Zauberriffs,TBD,Peter Popp,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_016,Shorty und das Geheimnis des Zauberriffs,TBD,Veronika Ferres,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_016,Shorty und das Geheimnis des Zauberriffs,TBD,Hannes Jaenicke,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_017,Im Feuer,TBD,Daphne Charizani,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_017,Im Feuer,TBD,Maryam Boobani,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_018,Nebenan,TBD,Daniel Brühl,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_018,Nebenan,TBD,Peter Kurth,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_018,Nebenan,TBD,Rike Eckermann,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_018,Nebenan,TBD,Gode Benedix,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_019,Wir alle. Das Dorf,TBD,Claire Roggan,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_019,Wir alle. Das Dorf,TBD,Antonia Traulsen ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_020,Gasmann,TBD,Arne Körner,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_020,Gasmann,TBD,Dietrich Kuhlbrodt,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_020,Gasmann,TBD,Asad Schwarz,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_020,Gasmann,TBD,Harry Baer,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_021,Glück,TBD,Henrika Kull ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_021,Glück,TBD,Mario Mentrup,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_022,Smelliville,TBD,Toby Genkel ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_022,Smelliville,TBD,Jens Møller,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_022,Smelliville,TBD,Geraldine Blecker,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_022,Smelliville,TBD,Tom Zahner,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_023,Julia muss sterben,TBD,Marco Gadge,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_023,Julia muss sterben,TBD,Mohammad-Ali Behboudi ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_023,Julia muss sterben,TBD,Uwe Dag Berlin,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_023,Julia muss sterben,TBD,Steffen Scheumann ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_023,Julia muss sterben,TBD,Michael Trischan,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_024,Ostwind - Der große Orkan,TBD,Lea Schmidbauer,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_024,Ostwind - Der große Orkan,TBD,Cornelia Froboess ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_024,Ostwind - Der große Orkan,TBD,Tilo Prückner,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_025,Fabian oder Der Gang vor die Hunde,TBD,Dominik Graf,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_025,Fabian oder Der Gang vor die Hunde,TBD,Michael Wittenborn,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_025,Fabian oder Der Gang vor die Hunde,TBD,Petra Kalkutschke,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_025,Fabian oder Der Gang vor die Hunde,TBD,Anne Bennent,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_025,Fabian oder Der Gang vor die Hunde,TBD,Eva Medusa Gühne,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_025,Fabian oder Der Gang vor die Hunde,TBD,Michael Hanemann,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_025,Fabian oder Der Gang vor die Hunde,TBD,Thomas Dehler,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_026,Kaiserschmarrndrama,TBD,Ed Herzog ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_026,Kaiserschmarrndrama,TBD,Enzi Fuchs ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_026,Kaiserschmarrndrama,TBD,Eisi Gulp,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_026,Kaiserschmarrndrama,TBD,Gerhard Wittmann,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_026,Kaiserschmarrndrama,TBD,Maria Hofstätter ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_026,Kaiserschmarrndrama,TBD,Sigi Zimmerschied ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_026,Kaiserschmarrndrama,TBD,Thomas Kügel ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_027,Kultourhelden,TBD,Wolfram Hannemann,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_027,Kultourhelden,TBD,Gerhard Göbelt,DOC,,,,,,,,,,,,,,,,,,,,,
DE2021_027,Kultourhelden,TBD,Klaus Friedrich,DOC,,,,,,,,,,,,,,,,,,,,,
DE2021_028,Look Me Over: Liberace,TBD,Jeremy J.P. Fekete,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_028,Look Me Over: Liberace,TBD,Liberace,DOC,,,,,,,,,,,,,,,,,,,,,
DE2021_029,Kunst kommt aus dem Schnabel wie er gewachsen ist,TBD,Sabine Herpich,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_030,Nahschuss,TBD,Franziska Stünkel,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_030,Nahschuss,TBD,Peter Benedict,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_030,Nahschuss,TBD,Victoria Trauttmansdorff ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_030,Nahschuss,TBD,Kai Wiesinger,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_030,Nahschuss,TBD,Peter Lohmeyer,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_030,Nahschuss,TBD,Christian Redl,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_030,Nahschuss,TBD,Hedi Kriegeskotte,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_030,Nahschuss,TBD,Neithardt Riedel,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_031,Neubau,TBD,Johannes Maria Schmit,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_031,Neubau,TBD,Jalda Rebling,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_031,Neubau,TBD,Hans Unstern,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_032,Wem gehört mein Dorf?,TBD,Christoph Eder ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_033,Die Frau des Piloten,TBD,Anne Zohra Berrached,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_033,Die Frau des Piloten,TBD,Hans Jürgen Alf,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_033,Die Frau des Piloten,TBD,Özay Fecht ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_033,Die Frau des Piloten,TBD,Meral Perin,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_034,König der Raben,TBD,"Piotr J. Lewandowski
",DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_034,König der Raben,TBD,Barbara Philipp,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_034,König der Raben,TBD,Ralph Herforth ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_035,Coup,TBD,Sven O. Hill ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_035,Coup,TBD,Rocko Schamoni,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_036,Sky Sharks,TBD,Marc Fehse,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_036,Sky Sharks,TBD,Yan Birch,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_036,Sky Sharks,TBD,Tony Todd,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_036,Sky Sharks,TBD,Oliver Kalkofe ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_036,Sky Sharks,TBD,Detlef Bothe,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_036,Sky Sharks,TBD,Ralf Richter,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_036,Sky Sharks,TBD,Cary-Hiroyuki Tagawa,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_036,Sky Sharks,TBD,Amanda Bearse ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_036,Sky Sharks,TBD,Lynn Lowry,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_036,Sky Sharks,TBD,Lar Park Lincoln,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_036,Sky Sharks,TBD,Robert LaSardo,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_037,Tides,TBD,Tim Fehlbaum,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_037,Tides,TBD,Iain Glen,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_037,Tides,TBD,Sebastian Roche ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_038,Bekenntnisse des Hochstaplers Felix Krull,TBD,Detlev Buck ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_038,Bekenntnisse des Hochstaplers Felix Krull,TBD,Maria Furtwängler,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_038,Bekenntnisse des Hochstaplers Felix Krull,TBD,Joachim Król ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_038,Bekenntnisse des Hochstaplers Felix Krull,TBD,Désirée Nosbusch,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_038,Bekenntnisse des Hochstaplers Felix Krull,TBD,Dominique Horwitz ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_039,Mary Bauermeister - eins und eins ist drei,TBD,Carmen Elena Belaschk,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_039,Mary Bauermeister - eins und eins ist drei,TBD,Mary Bauermeister,DOC,,,,,,,,,,,,,,,,,,,,,
DE2021_040,Vic the Viking and the Magic Sword,TBD,Éric Cazes ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_040,Vic the Viking and the Magic Sword,TBD,David Schaal,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_040,Vic the Viking and the Magic Sword,TBD,Tim Bentick ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_040,Vic the Viking and the Magic Sword,TBD,Roland Stone,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_040,Vic the Viking and the Magic Sword,TBD,Tim McMullan,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_041,1986,TBD,Lothar Herzog,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_041,1986,TBD,Vitaliy Kotovitskiy,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_041,1986,TBD,Aleksey Kravchenko,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_041,1986,TBD,Tatyana Markhel,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_041,1986,TBD,Oleg Tkachyov,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_041,1986,TBD,Igor Denisov ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_041,1986,TBD,Gennadiy Fomin,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_041,1986,TBD,Angelika Mette,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_042,Beckenrand Sheriff,TBD,Marcus H. Rosenmüller ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_042,Beckenrand Sheriff,TBD,Gisela Schneeberger,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_042,Beckenrand Sheriff,TBD,Rocko Schamoni,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_042,Beckenrand Sheriff,TBD,Roland Düringers,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_042,Beckenrand Sheriff,TBD,Waltraut Borchmann,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_043,Curveball,TBD,Johannes Naber,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_043,Curveball,TBD,Thorsten Merten ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_043,Curveball,TBD,Michael Wittenborn,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_043,Curveball,TBD,George W. Bush,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_043,Curveball,TBD,Marcus Calvin,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_043,Curveball,TBD,Mike Davies,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_043,Curveball,TBD,Joschka Fischer ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_043,Curveball,TBD,Colin Powell,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_043,Curveball,TBD,Donald Rumsfeld,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_044,Ein nasser Hund,TBD,Damir Lukacevic ,DIR ,,,,,,,,,,,,,,,,,,,,,
DE2021_044,Ein nasser Hund,TBD,Marco Albrecht,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_045,Ivie wie Ivie,TBD,Sarah Blaßkiewitz,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_045,Ivie wie Ivie,TBD,Horst Kotterba,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_046,Je Suis Karl,TBD,Anne-Marie Ponsot,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_047,Gender Crisis,TBD,Malte Wirtz,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_047,Gender Crisis,TBD,Hans Bayer,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_048,The Royal Game,TBD,Philipp Stölzl ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_048,The Royal Game,TBD,Anton Rattinger,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_049,The Sunlit Night,TBD,David Wnendt,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_049,The Sunlit Night,TBD,Jessica Hecht,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_049,The Sunlit Night,TBD,Justus Von Dohnanyi ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_049,The Sunlit Night,TBD,Olek Krupa,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_049,The Sunlit Night,TBD,Seth Barrish ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_050,Zu den Sternen,TBD,Nicolai Tegel,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_050,Zu den Sternen,TBD,Günter Barton ,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_050,Zu den Sternen,TBD,Florian Martens,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_051,Nö,TBD,Dietrich Brüggemann,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_051,Nö,TBD,Isolde Barth,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_051,Nö,TBD,Hanss Zischler,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_051,Nö,TBD,Dulcie Smart,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_051,Nö,TBD,Nina Petri ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_051,Nö,TBD,Rüdiger Vogler,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_051,Nö,TBD,Hans Brückner,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_051,Nö,TBD,Rike Eckermann,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_052,Die Pfefferkörner und der Schatz der Tiefsee,TBD,Christian Theede,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_052,Die Pfefferkörner und der Schatz der Tiefsee,TBD,Heino Ferch,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_053,Le Prince,TBD,Lisa Bierwirth,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_053,Le Prince,TBD,Victoria Trauttmansdorff,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_053,Le Prince,TBD,Denis Mpunga,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_053,Le Prince,TBD,Alexander E. Fennon,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_053,Le Prince,TBD,Hanss Zischler,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_054,Lost in Face,TBD,Valentin Riedl,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_054,Lost in Face,TBD,Carlotta,DOC,,,,,,,,,,,,,,,,,,,,,
DE2021_054,Lost in Face,TBD,Valentin Riedl,DOC,,,,,,,,,,,,,,,,,,,,,
DE2021_055,Das Haus,TBD,Rick Ostermann ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_055,Das Haus,TBD,Tobias Moretti ,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_056,Der Siebzehnte,TBD,Ralf Walker,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_056,Der Siebzehnte,TBD,Saskia Walker,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_056,Der Siebzehnte,TBD, Jörg Janzer,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_057,Uta,TBD,Mario Schneider,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_057,Uta,TBD,Uta,DOC,,,,,,,,,,,,,,,,,,,,,
DE2021_058,Die Schule der magischen Tiere,TBD,Gregor Schnitzler,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_058,Die Schule der magischen Tiere,TBD,Justus Von Dohnanyi ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_058,Die Schule der magischen Tiere,TBD,Katharina Thalbach,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_058,Die Schule der magischen Tiere,TBD,Sophie Rois,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_058,Endlich Tacheles,TBD,Jana Matthes,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_058,Endlich Tacheles,TBD,Andrea Schramm,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_059,"Es ist nur eine Phase, Hase",TBD,Florian Gallenberger,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_059,"Es ist nur eine Phase, Hase",TBD,Christoph Maria Herbst,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_059,"Es ist nur eine Phase, Hase",TBD,Barbara Philipp,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_059,"Es ist nur eine Phase, Hase",TBD,Ulrich Tukur,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_059,"Es ist nur eine Phase, Hase",TBD,Heinrich Schafmeister,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_059,"Es ist nur eine Phase, Hase",TBD,Cordula Stratmann,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_060,Eine einsame Stadt,TBD,Nicola Graef,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_060,Genderation,TBD,Monika Treut,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_061,Genderation,TBD,Annie Sprinkle,DOC,,,,,,,,,,,,,,,,,,,,,
DE2021_062,Genderation,TBD,Beth Stevens ,DOC,,,,,,,,,,,,,,,,,,,,,
DE2021_063,Die letzte Stadt,TBD,Heinz Emigholz,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_063,Die letzte Stadt,TBD,John Erdman,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_063,Die letzte Stadt,TBD,Dorothy Ko,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_063,Die letzte Stadt,TBD,Susanne Sachße,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_064,Contra,TBD,Sönke Wortmann,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_064,Contra,TBD,Christoph Maria Herbst,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_064,Contra,TBD,Ernst Stötzner ,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_064,Contra,TBD,Michael Abendroth,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_065,Monster Family 2,TBD,Holger Tappe,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_065,Monster Family 2,TBD,Jason Isaacs,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_065,Monster Family 2,TBD,Bernhard Völger,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_065,Monster Family 2,TBD,Ewan Bailey ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_065,Monster Family 2,TBD,Oliver Kalkofe ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_065,Monster Family 2,TBD,Tilo Schmitz,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_066,Paris - Kein Tag ohne dich,TBD,Ulrike Schaz,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_067,Die Rettung der uns bekannten Welt,TBD,Til Schweiger,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_067,Die Rettung der uns bekannten Welt,TBD,Til Schweiger,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_067,Die Rettung der uns bekannten Welt,TBD,Herbert Knaup ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_067,Die Rettung der uns bekannten Welt,TBD,Therese Hämer,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_068,Eine Handvoll Wasser,TBD,Jakob Zapf ,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_068,Eine Handvoll Wasser,TBD,Jürgen Prochnow,LEA,,,,,,,,,,,,,,,,,,,,,
DE2021_068,Eine Handvoll Wasser,TBD,Regine Vergeen,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_068,Eine Handvoll Wasser,TBD,Rainer Ewerrien,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_068,Eine Handvoll Wasser,TBD,Anke Sevenich,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_069,Windstill,TBD,Nancy Camaldo,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_069,Windstill,TBD,Katarina Klaffs ,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_070,Lieber Thomas,TBD,Andreas Kleinert,DIR,,,,,,,,,,,,,,,,,,,,,
DE2021_070,Lieber Thomas,TBD,Jörg Schüttauf,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_070,Lieber Thomas,TBD,Peter Kremer,SUP,,,,,,,,,,,,,,,,,,,,,
DE2021_070,Lieber Thomas,TBD,Matthias Bundschuh,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_070,Lieber Thomas,TBD,Andreas Leupold,MIN,,,,,,,,,,,,,,,,,,,,,
DE2021_070,Lieber Thomas,TBD,Matthew Burton,MIN,,,,,,,,,,,,,,,,,,,,,
