film_id,nat_title,person_id,person_name,role_class,,,,,,,,,,,,,,,,,,,,,
ES2021_017,Poliamor para principiantes,TBD,Fernando Colomo,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_018,Amanece en Calcuta,TBD,José María Zavala,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_018,Amanece en Calcuta,TBD,Someone else from the film?,,,,,,,,,,,,,,,,,,,,,,
ES2021_019,El lodo,TBD,Iñaki Sánchez,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_019,El lodo,TBD,Susi Sánchez,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_019,El lodo,TBD,Joaquín Climent,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_019,El lodo,TBD,Juan Gea,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_020,100 días con la Tata,TBD,Miguel Ángel Muñoz,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_020,100 días con la Tata,TBD,Luisa Cantero,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_021,Las consecuencias,TBD,Claudia Pinto,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_021,Las consecuencias,TBD,Carme Elías,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_021,Las consecuencias,TBD,Héctor Alterio,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_021,Las consecuencias,TBD,Alfredo Castro,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_022,Nora,TBD,Lara Izagirre,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_022,Nora,TBD,Héctor Alterio,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_022,Nora,TBD,Ramón Barea,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_023,Los que buscamos,TBD,Óscar Bernàcer,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_023,Los que buscamos,TBD,Ascensión Orive,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_024,Making Malinche: A Documentary by Nacho Cano,TBD,Marta Hermida,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_024,Making Malinche: A Documentary by Nacho Cano,TBD,Lana Love,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_024,Making Malinche: A Documentary by Nacho Cano,TBD,Nacho Cano,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_024,Making Malinche: A Documentary by Nacho Cano,TBD,Hans Zimmer,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_024,Making Malinche: A Documentary by Nacho Cano,TBD,Armando Manzanero,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_025,Clown&apos;s planet,TBD,Héctor Carré,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_025,Clown&apos;s planet,TBD,Patch Adams,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_025,Clown&apos;s planet,TBD,Leo Bassi,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_026,Endless Cinema,TBD,Lucía Tello Díaz,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_026,Endless Cinema,TBD,Michael Haneke,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_026,Endless Cinema,TBD,Agnès Varda,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_026,Endless Cinema,TBD,Isabel Coixet,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_026,Endless Cinema,TBD,Deepa Mehta,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_026,Endless Cinema,TBD,Gonzalo Suárez,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_027,"Gustau, La Transicio Al Descobert",TBD,Jaume Domènech,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_027,"Gustau, La Transicio Al Descobert",TBD,Marc Muñoz,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_028,La ley del embudo,TBD,Alfredo Carrasco Alonso,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_028,La ley del embudo,TBD,Carlos Manuel Díaz ,LEA,,,,,,,,,,,,,,,,,,,,,
ES2021_028,La ley del embudo,TBD,Tony Antonio,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_028,La ley del embudo,TBD,José Carabias,MIN,,,,,,,,,,,,,,,,,,,,,
ES2021_029,Occidente,TBD,Jorge Acebo Canedo,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_029,Occidente,TBD,Mario Gas,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_030,Retrato de mujer blanca con pelo cano y arrugas,TBD,Ivan Ruiz Flores,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_030,Retrato de mujer blanca con pelo cano y arrugas,TBD,Blanca Portillo,LEA,,,,,,,,,,,,,,,,,,,,,
ES2021_030,Retrato de mujer blanca con pelo cano y arrugas,TBD,Imanol Arias,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_030,Retrato de mujer blanca con pelo cano y arrugas,TBD,Ana Wagener,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_030,Retrato de mujer blanca con pelo cano y arrugas,TBD,Carmen Esteban,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_031,Piel de barro,TBD,Luís Gibert,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_032,Tristesse,TBD,Emilio Ruiz Barrachina,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_032,Tristesse,TBD,Enrique Simón,LEA,,,,,,,,,,,,,,,,,,,,,
ES2021_032,Tristesse,TBD,Miguelo García,SUP,,,,,,,,,,,,,,,,,,,,,
ES2021_033,De Quijotes y semillas,TBD,Patxi Uriz,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_034,Entre perro y lobo,TBD,Irene Gutiérrez Torres,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_034,Entre perro y lobo,TBD,Juan Bautista López,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_034,Entre perro y lobo,TBD,Alberto Santana,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_034,Entre perro y lobo,TBD,Miguel Soto,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_035,Nueve Sevillas,TBD,Gonzalo García Pelayo,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_035,Nueve Sevillas,TBD,Gonzalo García Pelayo,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_035,Nueve Sevillas,TBD,Pedro G. Romero,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_035,Nueve Sevillas,TBD,Inés Bacán,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_036,Wan Xia,TBD,Silvia Rey Canudo,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_037,The Man Who Wanted to See It All,TBD,Albert Albacete,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_037,The Man Who Wanted to See It All,TBD,Heinz Stücke,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_038,Traidores,TBD,Jon Viar,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_038,Traidores,TBD,Iñaki Viar,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_038,Traidores,TBD,Ander Landaburu,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_038,Traidores,TBD,Teo Uriarte,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_038,Traidores,TBD,Jon Juaristi,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_039,Los acordes de la memoria,TBD,Fernando Vera,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_039,Los acordes de la memoria,TBD,Celia Eseverri,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_039,Los acordes de la memoria,TBD,Vicente Madoz,DOC,,,,,,,,,,,,,,,,,,,,,
ES2021_040,Dos,TBD,Mar Targarona,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_040,Dos,TBD,Kandido Uranga,MIN,,,,,,,,,,,,,,,,,,,,,
ES2021_041,Surcos,TBD,Julio Mazarico,DIR,,,,,,,,,,,,,,,,,,,,,
ES2021_041,Surcos,TBD,Search for non-pro actors,,,,,,,,,,,,,,,,,,,,,,
GB2021_001,No Time to Die,TBD,Cary Joji Fukunaga,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_001,No Time to Die,TBD,Ralph Fiennes,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_001,No Time to Die,TBD,Christoph Waltz,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_001,No Time to Die,TBD,Jeffrey Wright,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_002,The King&apos;s Man,TBD,Matthew Vaughn,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_002,The King&apos;s Man,TBD,Ralph Fiennes,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_002,The King&apos;s Man,TBD,Charles Dance,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_002,The King&apos;s Man,TBD,Djimon Hounsou,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_002,The King&apos;s Man,TBD,Stanley Tucci,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_002,The King&apos;s Man,TBD,Ron Cook,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_003,Minamata,TBD,Andrew Levitas,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_003,Minamata,TBD,Johnny Depp,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_003,Minamata,TBD,Bill Nighy,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_003,Minamata,TBD,Jun Kunimura,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_003,Minamata,TBD,Hiroyuki Sanada,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_004,Last Night in Soho,TBD,Edgar Wright,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_004,Last Night in Soho,TBD,Diana Rigg,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_004,Last Night in Soho,TBD,Terence Stamp,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_005,The Father,TBD,Florian Zeller,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_005,The Father,TBD,Anthony Hopkins,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_006,A Boy Called Christmas,TBD,Gil Kenan,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_006,A Boy Called Christmas,TBD,Maggie Smith,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_006,A Boy Called Christmas,TBD,Jim Broadbent,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_007,Supernova,TBD,Harry Macqueen,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_007,Supernova,TBD,Colin Firth,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_007,Supernova,TBD,Stanley Tucci,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_007,Supernova,TBD,Pippa Haywood,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_007,Supernova,TBD,Sarah Woodward,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_008,Boxing Day,TBD,Aml Ameen,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_008,Boxing Day,TBD,Marianne Jean-Baptiste,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_008,Boxing Day,TBD,Stephen Dillane,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_008,Boxing Day,TBD,Claire Skinner,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_008,Boxing Day,TBD,Tim Ahern,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_009,Mothering Sunday,TBD,Eva Husson,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_009,Mothering Sunday,TBD,Colin Firth,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_009,Mothering Sunday,TBD,Glenda Jackson,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_009,Mothering Sunday,TBD,Simon Shepherd,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_009,Mothering Sunday,TBD,Craig Crosbie,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_010,The Last Bus,TBD,Gillies MacKinnon,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_010,The Last Bus,TBD,Timothy Spall,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_010,The Last Bus,TBD,Phyllis Logan,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_010,The Last Bus,TBD,Anne Kidd,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_011,Off the rails,TBD,Jules Williamson,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_011,Off the rails,TBD,Jenny Seagrove,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_011,Off the rails,TBD,Kelly Preston,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_011,Off the rails,TBD,Peter Bowles,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_011,Off the rails,TBD,Martin Shaw,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_011,Off the rails,TBD,Franco Nero,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_011,Off the rails,TBD,Ben Miller,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_011,Off the rails,TBD,Judi Dench,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_012,The Mauritanian,TBD,Kevin MacDonald,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_012,The Mauritanian,TBD,Jodie Foster,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_012,The Mauritanian,TBD,Corey Johnson,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_012,The Mauritanian,TBD,Matthew Marsh,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,TBD,Nick Nevern,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,TBD,Vinnie Jones,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,TBD,Craig Fairbrass,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,TBD,Michelle Collins,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,TBD,Keith Allen,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,TBD,Billy Murray,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,TBD,P. H. Moriarty,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_015,To Olivia,TBD,John Hay,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_015,To Olivia,TBD,Hugh Bonneville,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_015,To Olivia,TBD,Geoffrey Palmer,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_015,To Olivia,TBD,Conleth Hill,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_016,Sir Alex Ferguson: Never Give In,TBD,Jason Ferguson,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_016,Sir Alex Ferguson: Never Give In,TBD,Alex Ferguson,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_016,Sir Alex Ferguson: Never Give In,TBD,Éric Cantona,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_016,Sir Alex Ferguson: Never Give In,TBD,Gordon Strachan,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_017,After Love,TBD,Aleem Khan,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_017,After Love,TBD,Joanna Scanlan,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_017,After Love,TBD,Nathalie Richard,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_017,After Love,TBD,Nasser Memarzia,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_017,After Love,TBD,Suddha Bhuchar,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_018,Six Minutes to Midnight,TBD,Andy Goddard,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_018,Six Minutes to Midnight,TBD,Eddie Izzard,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_018,Six Minutes to Midnight,TBD,Judi Dench,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_018,Six Minutes to Midnight,TBD,Jim Broadbent,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_018,Six Minutes to Midnight,TBD,David Schofield,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_019,The Dig,TBD,Simon Stone,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_019,The Dig,TBD,Ralph Fiennes,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_019,The Dig,TBD,Danny Webb,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_019,The Dig,TBD,Ken Stott,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_019,The Dig,TBD,Christopher Godwin,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_020,The Unforgivable,TBD,Nora Fingscheidt,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_020,The Unforgivable,TBD,Sandra Bullock,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_020,The Unforgivable,TBD,Vincent D&apos;Onofrio,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_020,The Unforgivable,TBD,Viola Davis,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_021,Mosley,TBD,Michael Shevloff,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_021,Mosley,TBD,Hugh Grant,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_021,Mosley,TBD,Bernie Ecclestone,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_021,Mosley,TBD,Flavio Briatore,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_021,Mosley,TBD,Max Mosley,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_021,Mosley,TBD,Robin Herd,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_021,Mosley,TBD,Jean Todt,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_021,Mosley,TBD,Gerhardt Berger,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_021,Mosley,TBD,Adam Parr,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_022,Dracula on Holiday,TBD,Robbie Moffat,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_022,Dracula on Holiday,TBD,Chris Bearne,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_023,The Football Monologues,TBD,Greg Cruttwell,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_023,The Football Monologues,TBD,Brian Bovell,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_023,The Football Monologues,TBD,Stephen Boxer,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Mat Hodgson,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Éric Cantona,NAR,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Éric Cantona,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Ken Ramsden,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Ken Merrett,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Rosemary Blakeley,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Martin Edwards,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Michael Edelson,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Alex Stepney,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Brian Kidd,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Steve Bruce,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Mark Hughes,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Mike Phelan,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Arthur Albiston,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Tommy Docherty,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,TBD,Sammy McIlroy,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_025,Everybody&apos;s Talking About Jamie,TBD,Jonathan Butterell,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_025,Everybody&apos;s Talking About Jamie,TBD,Dan Gillespie Sells,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_025,Everybody&apos;s Talking About Jamie,TBD,Tom MacRae,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_025,Everybody&apos;s Talking About Jamie,TBD,Sarah Lancashire,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_025,Everybody&apos;s Talking About Jamie,TBD,Richard E. Grant,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_026,The Obscure Life of the Grand Duke of Corsica,TBD,Daniel Graham,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_026,The Obscure Life of the Grand Duke of Corsica,TBD,Timothy Spall,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_026,The Obscure Life of the Grand Duke of Corsica,TBD,Peter Stormare,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_027,Great North: A Run. A River. A Region.,TBD,Paul Middleton,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_027,Great North: A Run. A River. A Region.,TBD,Gina McKee,NAR,,,,,,,,,,,,,,,,,,,,,
GB2021_027,Great North: A Run. A River. A Region.,TBD,Sting,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_027,Great North: A Run. A River. A Region.,TBD,Mark Knopfler,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_028,Red Mist,TBD,Chris Crow,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_028,Red Mist,TBD,David Hayman,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_029,Almost Liverpool 8,TBD,Daniel Draper,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_029,Almost Liverpool 8,TBD,Allan Melia,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_029,Almost Liverpool 8,TBD,Don McCullin,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_030,Creation Stories,TBD,Nick Moran,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_030,Creation Stories,TBD,Irvine Welsh,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_030,Creation Stories,TBD,Jason Isaacs,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_031,Twist,TBD,Martin Owen,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_031,Twist,TBD,Michael Caine,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,TBD,Ray Burdis,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,TBD,Leslie Ash,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,TBD,Mark Wingett,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,TBD,Toyah Wilcox,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,TBD,Trevor Laird,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,TBD,Gary Shail,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,TBD,Perry Benson,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_033,The Human Factor,TBD,Dror Moreh,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_033,The Human Factor,TBD,Gamal Helal,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_033,The Human Factor,TBD,Martin Indyk,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_033,The Human Factor,TBD,Daniel Kurtzer,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_033,The Human Factor,TBD,Robert Malley,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_033,The Human Factor,TBD,Aaron Miller,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_033,The Human Factor,TBD,Dennis Ross,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_034,The Toll,TBD,Ryan Andrew Hooper,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_034,The Toll,TBD,Michael Smiley,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_034,The Toll,TBD,Gary Beadle,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_034,The Toll,TBD,Dewi Morris,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_034,The Toll,TBD,Julian Glover,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_034,The Toll,TBD,Ioan Hefin,MIN,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,TBD,Chino Moya,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,TBD,Michael Gould,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,TBD,Hayley Carmichael,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,TBD,Ned Dennehy,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,TBD,Eric Godon,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,TBD,Jan Bijvoet,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,TBD,Lorraine Hilton,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,TBD,Sam Louwyck,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,TBD,Adrian Rawlins,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_036,Lawrence: After Arabia,TBD,Mark J.T. Griffin,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_036,Lawrence: After Arabia,TBD,Mark J.T. Griffin,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_036,Lawrence: After Arabia,TBD,Brian Cox,VOI,,,,,,,,,,,,,,,,,,,,,
GB2021_036,Lawrence: After Arabia,TBD,Hugh Fraser,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_036,Lawrence: After Arabia,TBD,Colin Blyth,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_037,Men Who Sing,TBD,Dylan Williams,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_038,The War Below,TBD,J.P. Watts,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_038,The War Below,TBD,Douglas Reith,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_039,Janine Jansen Falling for Stradivari,TBD,Gerald Fox,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_039,Janine Jansen Falling for Stradivari,TBD,Antonio Pappano,DOC,,,,,,,,,,,,,,,,,,,,,
GB2021_040,Misha and the Wolves,TBD,Sam Hobkinson,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_041,Bull,TBD,Paul Andrew Williams,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_041,Bull,TBD,David Hayman,LEA,,,,,,,,,,,,,,,,,,,,,
GB2021_042,La Cha Cha,TBD,Kevin Allen,DIR,,,,,,,,,,,,,,,,,,,,,
GB2021_042,La Cha Cha,TBD,William Thomas,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_042,La Cha Cha,TBD,Melanie Walters,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_042,La Cha Cha,TBD,Di Botcher,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_042,La Cha Cha,TBD,Keith Allen,SUP,,,,,,,,,,,,,,,,,,,,,
GB2021_043,Shepherd,TBD,Russell Owen,DIR,,,,,,,,,,,,,,,,,,,,,
