id,type,slug,name,birthYear,deathYear,nationality,gender,character,director
David Lynch,Person,david-lynch,David Lynch,1946,0,United States of America (the),Male identifying,,
David Mambouch,Person,david-mambouch,David Mambouch,0,0,France,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'FR2019_047', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-047-maguy-marin-l-urgence-d-agir', 'tags': 'celebrity', 'title': {'english': '', 'native': ""Maguy Marin : L'urgence d'agir""}}, {'filmType': 'Documentary', 'genre': 'Documentary – Poetic mode', 'id': 'FR2021_012', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'fr2021-012-may-b', 'tags': 'artistic creation', 'title': {'english': 'May B', 'native': 'May B'}}]"
David Marqués,Person,david-marques,David Marqués,1972,0,Spain,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'ES2022_063', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'es2022-063-en-temporada-baja', 'tags': 'intergenerational friendship', 'title': {'english': '', 'native': 'En temporada baja'}}]"
David Martín Porras,Person,david-martin-porras,David Martín Porras,0,0,Spain,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'ES2019_044', 'production': {'country': 'United States of America (the)', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'es2019-044-the-chain', 'tags': 'fatherhood', 'title': {'english': 'Chain of Death', 'native': 'The Chain'}}, {'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'ES2022_109', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'es2022-109-la-piel-en-llamas', 'tags': 'mass media', 'title': {'english': '', 'native': 'La piel en llamas'}}]"
David Martín de los Santos,Person,david-martin-de-los-santos,David Martín de los Santos,0,0,Spain,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Road Movie', 'id': 'ES2021_008', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'es2021-008-la-vida-era-eso', 'tags': 'separation', 'title': {'english': 'That Was Life', 'native': 'La vida era eso'}}]"
David Moreau,Person,david-moreau,David Moreau,1976,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': ""Children's Film"", 'id': 'FR2022_031', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'fr2022-031-king', 'tags': 'natural', 'title': {'english': 'King', 'native': 'King'}}]"
David Morrissey,Person,david-morrissey,David Morrissey,1964,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Romance', 'id': 'GB2021_044', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2011}, 'slug': 'gb2021-044-the-colour-room', 'tags': 'class conflict', 'title': {'english': '', 'native': 'The Colour Room'}}, 'gender': 'Male identifying', 'id': 'GB2021_044_03', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
David O'Flynn,Person,david-o-flynn,David O'Flynn,0,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
David O'Leary,Person,david-o-leary,David O'Leary,1958,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
David Oelhoffen,Person,david-oelhoffen,David Oelhoffen,1968,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Detective Thriller', 'id': 'FR2018_151', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'fr2018-151-freres-ennemis', 'tags': 'urban', 'title': {'english': 'Close Enemies', 'native': 'Frères ennemis'}}]"
David Pasquesi,Person,david-pasquesi,David Pasquesi,1960,0,United States of America (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'IT2023_101', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-101-le-proprieta-dei-metalli', 'tags': 'mentorship', 'title': {'english': 'The Properties of Metals', 'native': 'Le proprietà dei metalli'}}, 'gender': 'Male identifying', 'id': 'IT2023_101_01', 'origin': 'White North American', 'profession': 'Employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}]",
David Perrault,Person,david-perrault,David Perrault,1976,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Road Movie', 'id': 'FR2020_034', 'production': {'country': 'Belgium', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-034-l-etat-sauvage', 'tags': 'marriage', 'title': {'english': 'Savage State', 'native': ""L'État sauvage""}}]"
David Pujol,Person,david-pujol,David Pujol,0,0,Spain,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Romance', 'id': 'ES2023_041', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'es2023-041-esperando-a-dali', 'tags': 'superior-employee relationship', 'title': {'english': 'Waiting for Dali', 'native': 'Esperando a Dalí'}}]"
David Raven,Person,david-raven,David Raven,1933,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
David Roux,Person,david-roux,David Roux,1977,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'FR2019_015', 'production': {'country': 'Belgium', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-015-l-ordre-des-medecins', 'tags': 'hospital', 'title': {'english': 'Breath of Life', 'native': ""L'Ordre des médecins""}}]"
David Schaal,Person,david-schaal,David Schaal,1963,0,United States of America (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2019_014', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'gb2019-014-mrs-lowry-and-son', 'tags': 'class solidarity', 'title': {'english': '', 'native': 'Mrs Lowry and Son'}}, 'gender': 'Male identifying', 'id': 'GB2019_014_03', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
David Schofield,Person,david-schofield,David Schofield,1951,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2018_002', 'production': {'country': 'United States of America (the)', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-002-darkest-hour', 'tags': 'class solidarity', 'title': {'english': '', 'native': 'Darkest Hour'}}, 'gender': 'Male identifying', 'id': 'GB2018_002_06', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
David Shaughnessy,Person,david-shaughnessy,David Shaughnessy,1957,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
David Sieveking,Person,david-sieveking,David Sieveking,1977,0,Germany,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'DE2018_083', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'de2018-083-eingeimpft', 'tags': '', 'title': {'english': '', 'native': 'Eingeimpft'}}]"
David Stavros Onassis,Person,david-stavros-onassis,David Stavros Onassis,0,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
David Sterne,Person,david-sterne,David Sterne,1946,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
David Strathairn,Person,david-strathairn,David Strathairn,1949,0,United States of America (the),Male identifying,,
David Summer,Person,david-summer,David Summer,0,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2018_046', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-046-scott-and-sid', 'tags': 'low rank employment', 'title': {'english': '', 'native': 'Scott and Sid'}}, 'gender': 'Male identifying', 'id': 'GB2018_046_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
David Talbot,Person,david-talbot,David Talbot,1951,0,United States of America (the),Male identifying,,
David Teboul,Person,david-teboul,David Teboul,0,0,France,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'FR2022_097', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'fr2022-097-mon-amour', 'tags': 'natural', 'title': {'english': 'Mon Amour', 'native': 'Mon amour'}}]"
David Thewlis,Person,david-thewlis,David Thewlis,1963,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'GB2021_046', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'gb2021-046-rare-beasts', 'tags': 'independent home', 'title': {'english': '', 'native': 'Rare Beasts'}}, 'gender': 'Male identifying', 'id': 'GB2021_046_02', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Biopic', 'id': 'GB2018_011', 'production': {'country': 'France', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-011-the-mercy', 'tags': 'mass media', 'title': {'english': '', 'native': 'The Mercy'}}, 'gender': 'Male identifying', 'id': 'GB2018_011_04', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}, {'ability': 'Chronic illness', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Romance', 'id': 'GB2020_020', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'gb2020-020-eternal-beauty', 'tags': 'artistic creation', 'title': {'english': '', 'native': 'Eternal Beauty'}}, 'gender': 'Male identifying', 'id': 'GB2020_020_01', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
David Thomson,Person,david-thomson,David Thomson,1041,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
David Troughton,Person,david-troughton,David Troughton,1950,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
David Trueba,Person,david-trueba,David Trueba,1969,0,Spain,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'ES2020_052', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'First festival screening', 'year': 2020}, 'slug': 'es2020-052-a-este-lado-del-mundo', 'tags': 'segregation', 'title': {'english': '', 'native': 'A este lado del mundo'}}, {'filmType': 'Fiction film', 'genre': 'Biopic', 'id': 'ES2023_016', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'es2023-016-saben-aquell', 'tags': 'parenthood', 'title': {'english': 'Jokes & Cigarettes', 'native': 'Saben aquell'}}, {'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'ES2019_050', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2012}, 'slug': 'es2019-050-si-me-borrara-el-viento-lo-que-yo-canto', 'tags': 'legacy', 'title': {'english': '', 'native': 'Si me borrara el viento lo que yo canto'}}]"
David Valero,Person,david-valero,David Valero,1977,0,Spain,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Observational mode', 'id': 'ES2022_083', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'es2022-083-la-vida-mas-larga', 'tags': 'intragenerational friendship', 'title': {'english': '', 'native': 'La vida más larga'}}]"
David Vital-Durand,Person,david-vital-durand,David Vital-Durand,0,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'FR2018_090', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'fr2018-090-et-mon-coeur-transparent', 'tags': 'parenthood', 'title': {'english': 'My See-Through Heart', 'native': 'Et mon coeur transparent'}}]"
David Warner,Person,david-warner,David Warner,1941,2022,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'GB2018_036', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-036-you-me-and-him', 'tags': 'independent home', 'title': {'english': '', 'native': 'You, Me and Him'}}, 'gender': 'Male identifying', 'id': 'GB2018_036_02', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
David Wilkinson,Person,david-wilkinson,David Wilkinson,1955,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'GB2018_056', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-056-postcards-from-the-48', 'tags': 'national identity', 'title': {'english': '', 'native': 'Postcards from the 48%'}}]"
David Wnendt,Person,david-wnendt,David Wnendt,1977,0,Germany,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'DE2021_045', 'production': {'country': 'Norway', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'de2021-045-the-sunlit-night', 'tags': 'intergenerational conflict', 'title': {'english': 'The Sunlit Night', 'native': 'The Sunlit Night'}}]"
David Yates,Person,david-yates,David Yates,1963,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Fantasy', 'id': 'GB2018_001', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-001-fantastic-beasts-the-crimes-of-grindelwald', 'tags': 'crime', 'title': {'english': '', 'native': 'Fantastic Beasts: The Crimes of Grindelwald'}}, {'filmType': 'Fiction film', 'genre': 'Fantasy', 'id': 'GB2022_002', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'gb2022-002-fantastic-beasts-the-secrets-of-dumbledore', 'tags': 'mentorship', 'title': {'english': '', 'native': 'Fantastic Beasts: The Secrets of Dumbledore'}}]"
Davide Bonacina,Person,davide-bonacina,Davide Bonacina,1985,0,Italy,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'IT2021_062', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'it2021-062-mollo-tutto-e-apro-un-chiringuito', 'tags': 'superior-employee relationship', 'title': {'english': '', 'native': 'Mollo tutto e apro un chiringuito'}}, {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'IT2018_054', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'it2018-054-si-muore-tutti-democristiani', 'tags': 'activism', 'title': {'english': '', 'native': 'Si muore tutti democristiani'}}]"
Davide Dal Fiume,Person,davide-dal-fiume,Davide Dal Fiume,0,0,Italy,Male identifying,,
Davide Ferrario,Person,davide-ferrario,Davide Ferrario,1956,0,Italy,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Musical', 'id': 'IT2021_011', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'it2021-011-boys', 'tags': 'self-employment', 'title': {'english': '', 'native': 'Boys'}}, {'filmType': 'Documentary', 'genre': 'Biopic', 'id': 'IT2023_078', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-078-umberto-eco-la-biblioteca-del-mondo', 'tags': 'education', 'title': {'english': '', 'native': 'Umberto Eco: La biblioteca del mondo'}}]"
Davide Marotta,Person,davide-marotta,Davide Marotta,1962,0,Italy,Male identifying,"[{'ability': 'Permanent disability', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Unknown', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'IT2020_032', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'it2020-032-ammen', 'tags': 'religion', 'title': {'english': '', 'native': 'Ammen'}}, 'gender': 'Male identifying', 'id': 'IT2020_032_02', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}]",
Davide Minnella,Person,davide-minnella,Davide Minnella,1982,0,Italy,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Crime', 'id': 'IT2022_035', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'it2022-035-la-cena-perfetta', 'tags': 'organized crime', 'title': {'english': 'An Italian gourmet crime story', 'native': 'La cena perfetta'}}, {'filmType': 'Fiction film', 'genre': 'Fantasy', 'id': 'IT2023_046', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-046-cattiva-coscienza', 'tags': 'mentorship', 'title': {'english': '', 'native': 'Cattiva coscienza'}}]"
Davide Pulici,Person,davide-pulici,Davide Pulici,1964,0,Italy,Male identifying,,
Davide Rossi,Person,davide-rossi,Davide Rossi,0,0,Italy,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'IT2021_062', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'it2021-062-mollo-tutto-e-apro-un-chiringuito', 'tags': 'superior-employee relationship', 'title': {'english': '', 'native': 'Mollo tutto e apro un chiringuito'}}, {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'IT2018_054', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'it2018-054-si-muore-tutti-democristiani', 'tags': 'activism', 'title': {'english': '', 'native': 'Si muore tutti democristiani'}}]"
Davide Scovazzo,Person,davide-scovazzo,Davide Scovazzo,1980,0,Italy,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'IT2023_148', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-148-tic-toc', 'tags': 'celebrity', 'title': {'english': '', 'native': 'Tic Toc'}}]"
Dean Benzin,Person,dean-benzin,Dean Benzin,0,0,Unknown,Unknown,,"[{'filmType': 'Fiction film', 'genre': 'Adventure', 'id': 'DE2023_057', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'de2023-057-fisch-im-fell', 'tags': 'mentorship', 'title': {'english': '', 'native': 'Fisch im Fell'}}]"
Dean Craig,Person,dean-craig,Dean Craig,1974,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'GB2022_017', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'First festival screening', 'year': 2022}, 'slug': 'gb2022-017-the-estate', 'tags': 'agony', 'title': {'english': '', 'native': 'The Estate'}}, {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'IT2023_080', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-080-the-honeymoon', 'tags': 'wedding', 'title': {'english': '', 'native': 'The Honeymoon'}}]"
Debbie Tarrier,Person,debbie-tarrier,Debbie Tarrier,0,0,United Kingdom of Great Britain and Northern Ireland (the),Female identifying,,
Deborah Findlay,Person,deborah-findlay,Deborah Findlay,1947,0,United Kingdom of Great Britain and Northern Ireland (the),Female identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Multi-protagonist film', 'id': 'GB2019_053', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'gb2019-053-making-noise-quietly', 'tags': 'independent home', 'title': {'english': '', 'native': 'Making Noise Quietly'}}, 'gender': 'Female identifying', 'id': 'GB2019_052_01', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Romance', 'id': 'GB2023_026', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'gb2023-026-up-on-the-roof', 'tags': 'homosociality', 'title': {'english': '', 'native': 'Up on the Roof'}}, 'gender': 'Female identifying', 'id': 'GB2023_026_01', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Deborah Grover,Person,deborah-grover,Deborah Grover,0,0,Canada,Female identifying,"[{'ability': 'Permanent disability', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'No', 'class': 'Upper class', 'film': {'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'GB2020_016', 'production': {'country': 'United States of America (the)', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'gb2020-016-fatman', 'tags': 'technology', 'title': {'english': '', 'native': 'Fatman'}}, 'gender': 'Female identifying', 'id': 'GB2020_016_03', 'origin': 'White North American', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Deborah Haywood,Person,deborah-haywood,Deborah Haywood,1970,0,United Kingdom of Great Britain and Northern Ireland (the),Female identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2018_023', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-023-pin-cushion', 'tags': 'rural', 'title': {'english': '', 'native': 'Pin Cushion'}}]"
Declan Lynch,Person,declan-lynch,Declan Lynch,1961,0,Ireland,Male identifying,,
Deepa Mehta,Person,deepa-mehta,Deepa Mehta,1950,0,Canada,Female identifying,,
Deepak Anand,Person,deepak-anand,Deepak Anand,0,0,India,Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'GB2023_050', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'gb2023-050-big-trouble-in-little-india', 'tags': 'organized crime', 'title': {'english': '', 'native': 'Big Trouble in Little India'}}, 'gender': 'Male identifying', 'id': 'GB2023_050_01', 'origin': 'South Asia', 'profession': 'Self-employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Deepti Naval,Person,deepti-naval,Deepti Naval,1952,0,India,Female identifying,"[{'ability': 'Permanent disability', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2023_056', 'production': {'country': 'India', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'gb2023-056-goldfish', 'tags': 'interracial relationships', 'title': {'english': '', 'native': 'Goldfish'}}, 'gender': 'Female identifying', 'id': 'GB2023_056_01', 'origin': 'South Asia', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Dena Dietrich,Person,dena-dietrich,Dena Dietrich,1928,2020,United States of America (the),Female identifying,,
Denis Delestrac,Person,denis-delestrac,Denis Delestrac,1968,0,France,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Biopic', 'id': 'GB2022_054', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'First festival screening', 'year': 2022}, 'slug': 'gb2022-054-mccurry-the-pursuit-of-colour', 'tags': 'personal memory', 'title': {'english': '', 'native': 'McCurry: The Pursuit of Colour'}}]"
Denis Imbert,Person,denis-imbert,Denis Imbert,0,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'FR2021_125', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'fr2021-125-mystere', 'tags': 'intergenerational friendship', 'title': {'english': 'Vicky and Her Mystery', 'native': 'Mystère'}}]"
Denis Lavant,Person,denis-lavant,Denis Lavant,1961,0,France,Male identifying,,
Denis Mpunga,Person,denis-mpunga,Denis Mpunga,1959,0,Belgium,Male identifying,,
