id,type,slug,name,birthYear,deathYear,nationality,gender,character,director
Tom Hooper,Person,tom-hooper,Tom Hooper,1972,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Fantasy', 'id': 'GB2019_002', 'production': {'country': 'United States of America (the)', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'gb2019-002-cats', 'tags': 'class conflict', 'title': {'english': '', 'native': 'Cats'}}]"
Tom MacRae,Person,tom-macrae,Tom MacRae,1977,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Coming of Age', 'id': 'GB2021_024', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'gb2021-024-everybody-s-talking-about-jamie', 'tags': 'mentorship', 'title': {'english': '', 'native': ""Everybody's Talking About Jamie""}}]"
Tom Novembre,Person,tom-novembre,Tom Novembre,1959,0,France,Male identifying,,
Tom Owen,Person,tom-owen,Tom Owen,1949,2022,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Tom Quaas,Person,tom-quaas,Tom Quaas,1965,0,Germany,Male identifying,,
Tom Schönberg,Person,tom-schonberg,Tom Schönberg,0,0,Unknown,Unknown,,
Tom Sizemore,Person,tom-sizemore,Tom Sizemore,1961,2023,United States of America (the),Male identifying,"[{'ability': 'Unknown', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Unknown', 'film': {'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'GB2020_023', 'production': {'country': 'Germany', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'gb2020-023-c-l-e-a-n', 'tags': 'personal trauma', 'title': {'english': '', 'native': 'C.L.E.A.N.'}}, 'gender': 'Male identifying', 'id': 'GB2020_023_01', 'origin': 'White North American', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Tom Sommerlatte,Person,tom-sommerlatte,Tom Sommerlatte,1985,0,Germany,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Western', 'id': 'DE2019_088', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'de2019-088-bruder-schwester-herz', 'tags': 'multigenerational family', 'title': {'english': '', 'native': 'Bruder Schwester Herz'}}]"
Tom Van Landuyt,Person,tom-van-landuyt,Tom Van Landuyt,1967,0,Belgium,Male identifying,,
Tom Vogt,Person,tom-vogt,Tom Vogt,1957,0,Germany,Male identifying,,
Tom Wilkinson,Person,tom-wilkinson,Tom Wilkinson,1948,0,Unknown,Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Crime', 'id': 'GB2018_015', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-015-dead-in-a-week-or-your-money-back', 'tags': 'ageism', 'title': {'english': '', 'native': 'Dead in a Week Or Your Money Back'}}, 'gender': 'Male identifying', 'id': 'GB2018_015_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Horror', 'id': 'GB2018_020', 'production': {'country': 'United States of America (the)', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-020-the-titan', 'tags': 'supranational institutions', 'title': {'english': '', 'native': 'The Titan'}}, 'gender': 'Male identifying', 'id': 'GB2018_020_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Tom Zahner,Person,tom-zahner,Tom Zahner,1956,0,United States of America (the),Male identifying,,
Toma Enache,Person,toma-enache,Toma Enache,1970,0,Romania,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Historical film (Heritage Film)', 'id': 'RO2019_009', 'production': {'country': 'Romania', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'ro2019-009-intre-chin-si-amin', 'tags': 'power', 'title': {'english': 'Between Pain and Amen', 'native': 'Între chin și amin'}}]"
Tomaso Pessina,Person,tomaso-pessina,Tomaso Pessina,1969,0,Italy,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'IT2020_057', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'it2020-057-emilio-vedova-dalla-parte-del-naufragio', 'tags': 'artistic creation', 'title': {'english': '', 'native': 'Emilio Vedova. Dalla parte del naufragio'}}]"
Tomatito,Person,tomatito,Tomatito,1958,0,Spain,Male identifying,,
Tomer Eshed,Person,tomer-eshed,Tomer Eshed,1977,0,Iceland,Male identifying,,"[{'filmType': 'Animation', 'genre': 'Unknown', 'id': 'DE2020_067', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'de2020-067-dragon-rider', 'tags': 'natural', 'title': {'english': 'Dragon Rider', 'native': 'Dragon Rider'}}]"
Tommaso Paradiso,Person,tommaso-paradiso,Tommaso Paradiso,1983,0,Italy,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Romance', 'id': 'IT2022_049', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'it2022-049-sulle-nuvole', 'tags': 'celebrity', 'title': {'english': '', 'native': 'Sulle nuvole'}}]"
Tommaso Ragno,Person,tommaso-ragno,Tommaso Ragno,1967,0,Italy,Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'IT2023_100', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-100-con-la-grazia-di-un-dio', 'tags': 'personal memory', 'title': {'english': '', 'native': 'Con la grazia di un Dio'}}, 'gender': 'Male identifying', 'id': 'IT2023_100_01', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Unknown', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'IT2022_066', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'it2022-066-my-soul-summer', 'tags': 'lgbtqi', 'title': {'english': '', 'native': 'My Soul Summer'}}, 'gender': 'Male identifying', 'id': 'IT2022_066_01', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Leading actor', 'sexuality': 'Unknown'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'IT2022_047', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'it2022-047-vetro', 'tags': 'crime', 'title': {'english': '', 'native': 'Vetro'}}, 'gender': 'Male identifying', 'id': 'IT2022_047_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Multi-protagonist film', 'id': 'IT2022_008', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'it2022-008-siccita', 'tags': 'celebrity', 'title': {'english': 'Dry', 'native': 'Siccità'}}, 'gender': 'Male identifying', 'id': 'IT2022_008_02', 'origin': 'White Western European', 'profession': 'Unemployed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}]",
Tommaso Rignanese,Person,tommaso-rignanese,Tommaso Rignanese,1965,0,Italy,Male identifying,,
Tommy Boulding,Person,tommy-boulding,Tommy Boulding,0,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'GB2022_074', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'gb2022-074-hounded', 'tags': 'independent home', 'title': {'english': '', 'native': 'Hounded'}}]"
Tommy Docherty,Person,tommy-docherty,Tommy Docherty,1928,2020,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Tommy Wiklund,Person,tommy-wiklund,Tommy Wiklund,0,0,Sweden,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Horror', 'id': 'GB2019_077', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2019-077-puppet-master-the-littlest-reich', 'tags': 'collective trauma', 'title': {'english': '', 'native': 'Puppet Master: The Littlest Reich'}}]"
Tomás Ocaña,Person,tomas-ocana,Tomás Ocaña,1984,0,Spain,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'ES2023_096', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'es2023-096-la-ultima-lidia', 'tags': 'cultural memory', 'title': {'english': '', 'native': 'La última lidia'}}]"
Tomás del Estal,Person,tomas-del-estal,Tomás del Estal,1967,0,Spain,Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'ES2023_022', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'es2023-022-verano-en-rojo', 'tags': 'state institutions', 'title': {'english': '', 'native': 'Verano en rojo'}}, 'gender': 'Male identifying', 'id': 'ES2023_022_03', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Toni Albà,Person,toni-alba,Toni Albà,1961,0,Spain,Male identifying,,
Toni Bestard,Person,toni-bestard,Toni Bestard,1973,0,Spain,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Unknown', 'id': 'ES2020_037', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'es2020-037-pullman', 'tags': '', 'title': {'english': '', 'native': 'Pullman'}}]"
Toni Fuentes,Person,toni-fuentes,Toni Fuentes,1955,0,Spain,Male identifying,,
Toni Krahl,Person,toni-krahl,Toni Krahl,1949,0,Germany,Male identifying,,
Toni Servillo,Person,toni-servillo,Toni Servillo,1959,0,Italy,Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Unknown', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'IT2023_079', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-079-la-divina-cometa', 'tags': 'artistic creation', 'title': {'english': '', 'native': 'La Divina Cometa'}}, 'gender': 'Male identifying', 'id': 'IT2023_079_01', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Leading actor', 'sexuality': 'Unknown'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Biopic', 'id': 'IT2021_022', 'production': {'country': 'Spain', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'it2021-022-qui-rido-io', 'tags': 'mentorship', 'title': {'english': 'The King of Laughter', 'native': 'Qui rido io'}}, 'gender': 'Male identifying', 'id': 'IT2021_022_01', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'IT2021_056', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'it2021-056-e-stata-la-mano-di-dio', 'tags': 'extended family', 'title': {'english': 'The Hand of God', 'native': 'È stata la mano di Dio'}}, 'gender': 'Male identifying', 'id': 'IT2021_056_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'IT2023_023', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-023-il-ritorno-di-casanova', 'tags': 'celebrity', 'title': {'english': ""Casanova's Return"", 'native': 'Il ritorno di Casanova'}}, 'gender': 'Male identifying', 'id': 'IT2023_023_01', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'IT2018_006', 'production': {'country': 'France', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'it2018-006-loro-1', 'tags': 'desire', 'title': {'english': '', 'native': 'Loro 1'}}, 'gender': 'Male identifying', 'id': 'IT2018_006_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'IT2021_038', 'production': {'country': 'Switzerland', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'it2021-038-ariaferma', 'tags': 'crime', 'title': {'english': 'The Inner Cage', 'native': 'Ariaferma'}}, 'gender': 'Male identifying', 'id': 'IT2021_038_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'IT2018_013', 'production': {'country': 'France', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'it2018-013-loro-2', 'tags': 'desire', 'title': {'english': '', 'native': 'Loro 2'}}, 'gender': 'Male identifying', 'id': 'IT2018_013_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'IT2019_032', 'production': {'country': 'France', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'it2019-032-5-e-il-numero-perfetto', 'tags': 'new start', 'title': {'english': '5 Is the Perfect Number', 'native': '5 è il numero perfetto'}}, 'gender': 'Male identifying', 'id': 'IT2019_032_01', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Historical film (Heritage Film)', 'id': 'IT2022_002', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'it2022-002-la-stranezza', 'tags': 'intergenerational friendship', 'title': {'english': 'Strangeness', 'native': 'La stranezza'}}, 'gender': 'Male identifying', 'id': 'IT2022_002_01', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}, {'ability': 'Chronic illness', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower class', 'film': {'filmType': 'Fiction film', 'genre': 'Crime', 'id': 'IT2023_021', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-021-adagio', 'tags': 'dementia', 'title': {'english': '', 'native': 'Adagio'}}, 'gender': 'Male identifying', 'id': 'IT2023_021_01', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Unknown', 'film': {'filmType': 'Fiction film', 'genre': 'Fantasy', 'id': 'IT2023_010', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-010-il-primo-giorno-della-mia-vita', 'tags': 'personal trauma', 'title': {'english': 'The First Day of My Life', 'native': 'Il primo giorno della mia vita'}}, 'gender': 'Male identifying', 'id': 'IT2023_010_01', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Leading actor', 'sexuality': 'Unknown'}, {'ability': 'Chronic illness', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Horror', 'id': 'IT2019_013', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'it2019-013-l-uomo-del-labirinto', 'tags': 'high rank employment', 'title': {'english': 'Into the Labyrinth', 'native': ""L'uomo del labirinto""}}, 'gender': 'Male identifying', 'id': 'IT2019_013_02', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}]",
Toni Thorimbert,Person,toni-thorimbert,Toni Thorimbert,1957,0,Italy,Male identifying,,
Tonie Marshall,Person,tonie-marshall,Tonie Marshall,1951,0,France,Female identifying,,
Tonino Taiuti,Person,tonino-taiuti,Tonino Taiuti,1950,0,Italy,Male identifying,,
Tonino Zangardi,Person,tonino-zangardi,Tonino Zangardi,1957,2018,Italy,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Biopic', 'id': 'IT2018_091', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'it2018-091-quando-corre-nuvolari', 'tags': 'grandfatherhood', 'title': {'english': 'When Nuvolari Runs: The Flying Mantuan', 'native': 'Quando Corre Nuvolari'}}]"
Tony Antonio,Person,tony-antonio,Tony Antonio,0,0,Spain,Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Unknown', 'film': {'filmType': 'Documentary', 'genre': 'Biopic', 'id': 'ES2020_024', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'es2020-024-el-abuelo-victor-victor-manuel', 'tags': 'self-employment', 'title': {'english': '', 'native': 'El abuelo Víctor - Víctor Manuel'}}, 'gender': 'Male identifying', 'id': 'ES2020_024_09', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper class', 'film': {'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'ES2021_028', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'First festival screening', 'year': 2021}, 'slug': 'es2021-028-la-ley-del-embudo', 'tags': '2008 crisis', 'title': {'english': '', 'native': 'La ley del embudo'}}, 'gender': 'Male identifying', 'id': 'ES2021_028_02', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Tony Bennett,Person,tony-bennett,Tony Bennett,1926,2023,United States of America (the),Male identifying,,
Tony Buzan,Person,tony-buzan,Tony Buzan,1942,2019,United States of America (the),Male identifying,,
Tony Chapman,Person,tony-chapman,Tony Chapman,1941,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Tony Leader,Person,tony-leader,Tony Leader,0,0,Unknown,Male identifying,,
Tony Levin,Person,tony-levin,Tony Levin,1946,0,United States of America (the),Male identifying,,
Tony O'Callaghan,Person,tony-o-callaghan,Tony O'Callaghan,1956,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Tony O'Shea,Person,tony-o-shea,Tony O'Shea,1961,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Tony Pitts,Person,tony-pitts,Tony Pitts,1962,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2023_042', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'gb2023-042-sweet-sue', 'tags': 'intergenerational conflict', 'title': {'english': '', 'native': 'Sweet Sue'}}, 'gender': 'Male identifying', 'id': 'GB2023_042_02', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Unknown', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Unknown', 'film': {'filmType': 'Fiction film', 'genre': 'Romance', 'id': 'GB2021_044', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2011}, 'slug': 'gb2021-044-the-colour-room', 'tags': 'class conflict', 'title': {'english': '', 'native': 'The Colour Room'}}, 'gender': 'Male identifying', 'id': 'GB2021_044_02', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Tony Plana,Person,tony-plana,Tony Plana,1952,0,Cuba,Male identifying,,
Tony Ramos,Person,tony-ramos,Tony Ramos,1948,0,Brazil,Male identifying,,
Tony Shalhoub,Person,tony-shalhoub,Tony Shalhoub,1953,0,United States of America (the),Male identifying,,
Tony Sinclair,Person,tony-sinclair,Tony Sinclair,1944,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Tony Sperandeo,Person,tony-sperandeo,Tony Sperandeo,1953,0,Italy,Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Horror', 'id': 'IT2021_040', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'it2021-040-medium', 'tags': 'organized crime', 'title': {'english': '', 'native': 'Medium'}}, 'gender': 'Male identifying', 'id': 'IT2021_040_01', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Leading actor', 'sexuality': 'Unknown'}, {'ability': 'Able-bodied', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'IT2019_079', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'it2019-079-qui-non-si-muore', 'tags': 'intergenerational conflict', 'title': {'english': '', 'native': 'Qui Non Si Muore'}}, 'gender': 'Male identifying', 'id': 'IT2019_079_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Leading actor', 'sexuality': 'Unknown'}, {'ability': 'Permanent disability', 'age': '3: Third Age (60-75)', 'assistedMobility': 'Yes', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'IT2023_083', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-083-una-preghiera-per-giuda', 'tags': 'state institutions', 'title': {'english': '', 'native': 'Una preghiera per Giuda'}}, 'gender': 'Male identifying', 'id': 'IT2023_083_01', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}]",
Tony Tammaro,Person,tony-tammaro,Tony Tammaro,1961,0,Italy,Male identifying,,
Tony Todd,Person,tony-todd,Tony Todd,1954,0,United States of America (the),Male identifying,,
Toquinho,Person,toquinho,Toquinho,1946,0,Brazil,Male identifying,,
Tor Andreas Fagerland,Person,tor-andreas-fagerland,Tor Andreas Fagerland,1949,2017,Norway,Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Crime', 'id': 'GB2018_029', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-029-kaufman-s-game', 'tags': 'superior-employee relationship', 'title': {'english': '', 'native': ""Kaufman's Game""}}, 'gender': 'Male identifying', 'id': 'GB2018_029_01', 'origin': 'Unknown', 'profession': 'Self-employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Torsten Künstler,Person,torsten-kunstler,Torsten Künstler,1969,0,Germany,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'DE2018_004', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'de2018-004-hot-dog', 'tags': 'rescue mission', 'title': {'english': 'Hot Dog', 'native': 'Hot Dog'}}]"
Toti Mancuso,Person,toti-mancuso,Toti Mancuso,1953,0,Italy,Male identifying,,
Totò Onnis,Person,toto-onnis,Totò Onnis,1960,0,Italy,Male identifying,,
